,Rxn_1,Rxn_1_Type,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Type,Rxn_2_Min,Rxn_2_Max,v1,v2,Type
0,THRS,pFBAOpt_Rxns,0.0,0.0136944894149886,THRD_L,ELE_Rxns,-0.007244399981573221,0.00648928980808705,0.0072053134154795705,0.0,PSL
1,PUNP5,pFBAOpt_Rxns,-0.0012101192260161,-0.00107292516622692,HXPRT,MLE_Rxns,0.0,6.859670203915839e-05,-0.00114153930917382,0.0,PSL
2,PIt,pFBAOpt_Rxns,-0.0582458892604336,-0.0581703565549105,PIabc,MLE_Rxns,0.0,6.85963535485297e-05,-0.0582398409023881,0.0,PSL
3,PREPTTA,pFBAOpt_Rxns,-1.68178230524063e-05,1.9948696717619896e-05,PREPHACPH,MLE_Rxns,0.0,3.42946125231562e-05,-1.43460929393768e-05,0.0,PSL
4,SADT,pFBAOpt_Rxns,0.00332082162786505,0.00341684953483387,SADT2,MLE_Rxns,0.0,6.85973558574929e-05,0.0033894621650483,0.0,PSL
5,P5CRx,pFBAOpt_Rxns,0.0,2.6883398891659502,P5CR,ELE_Rxns,0.0,2.6883398052796297,0.007253659232407391,0.0,PSL
6,RPE,pFBAOpt_Rxns,-0.0352506320923567,-0.0351888937875628,PGL,MLE_Rxns,0.0,8.23279481173266e-05,-0.0352443107403815,0.0,PSL
7,RPE,pFBAOpt_Rxns,-0.0352506320923567,-0.0351888937875628,G6PDH2r,MLE_Rxns,0.0,8.23279481173266e-05,-0.0352443107403815,0.0,PSL
8,RPE,pFBAOpt_Rxns,-0.0352506320923567,-0.0351888937875628,GND,MLE_Rxns,0.0,8.23279481173266e-05,-0.0352443107403815,0.0,PSL
9,TRPS1,pFBAOpt_Rxns,0.0,0.00106373220272863,TRPS3,ELE_Rxns,0.0,0.00106373218945053,0.0010575121954950698,0.0,PSL
10,TRPS1,pFBAOpt_Rxns,0.0,0.00106373220272863,TRPS2,ELE_Rxns,0.0,0.00106373218945053,0.0010575121954950698,0.0,PSL
11,MANAT2,pFBAOpt_Rxns,0.0,0.000278934342576151,G16MTM2,pFBAOpt_Rxns,0.0,0.000278934343755828,0.00027893434375312205,0.0,PSL
12,IPDPS,pFBAOpt_Rxns,0.0,0.00272260519025042,IPDDI,ELE_Rxns,-0.0024750956799835,0.00024750956799835,0.00247509562750039,0.0,PSL
13,MAN1PT2,pFBAOpt_Rxns,0.0032957399962469896,0.0033643959256007398,MAN1PT,MLE_Rxns,0.0,6.85984607409497e-05,0.0033643959099672396,0.0,PSL
14,TKT2,pFBAOpt_Rxns,-0.0205463485326618,-0.0205051893135533,PGL,MLE_Rxns,0.0,8.23279481173266e-05,-0.0205329414457083,0.0,PSL
15,TKT2,pFBAOpt_Rxns,-0.0205463485326618,-0.0205051893135533,G6PDH2r,MLE_Rxns,0.0,8.23279481173266e-05,-0.0205329414457083,0.0,PSL
16,TKT2,pFBAOpt_Rxns,-0.0205463485326618,-0.0205051893135533,GND,MLE_Rxns,0.0,8.23279481173266e-05,-0.0205329414457083,0.0,PSL
17,UMPK_copy1,pFBAOpt_Rxns,0.0,999999.0,UMPK_copy2,pFBAOpt_Rxns,-999998.983895308,0.016138989245519,0.0161049375150752,0.0,PSL
18,HSST,pFBAOpt_Rxns,0.0,0.0136944856512829,THRD_L,ELE_Rxns,-0.007244399981573221,0.00648928980808705,0.00644365659966237,0.0,PSL
19,HSK,pFBAOpt_Rxns,0.0,0.0136944894149886,THRD_L,ELE_Rxns,-0.007244399981573221,0.00648928980808705,0.0072053134154795705,0.0,PSL
20,GLU5K,pFBAOpt_Rxns,0.0,0.007527957034933679,ORNTA,ELE_Rxns,0.0,0.00752793491388715,0.007253659232407391,0.0,PSL
21,HSDxi,pFBAOpt_Rxns,-999998.986351238,999999.0,HSDy,ELE_Rxns,-999999.0,999998.986351238,0.0136489700525999,0.0,RSL
22,GLCabc,pFBAOpt_Rxns,0.9999656998005441,1.0,FBP,MLE_Rxns,0.0,6.859714213758311e-05,1.0,0.0,PSL
23,ORNTAC,pFBAOpt_Rxns,0.00625914672855288,0.0138557511381805,ACODA,MLE_Rxns,0.0,6.85936538502574e-05,0.00632783689070493,0.0,PSL
