Rxn_1,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Min,Rxn_2_Max,v1,v2,Rxn1_Prod,Rxn2_Prod,g_min_Fluxes,g_max_Fluxes,l_min_Fluxes,l_max_Fluxes
THRS,0,1.98350786045455,THRD_L,-1.98318568302784,1.96385641186498,0.00720531341547957,0,0,-1,-0.00720531365368515,0.00644365721382201,-0.00720531272236258,-0.00720531342085451
PUNP5,-2.1376498141326,0,HXPRT,0,1.4250458287251,-0.00114153930917382,0,-0,0,NaN,NaN,0,-1.86264520474211e-09
PIt,-0.434627778828144,4.27211138326675,PIabc,0,4.27502333210299,-0.0582398409023881,0,-1,0,NaN,NaN,0,4.69732438501681e-09
PREPTTA,-0.0829317768802866,2.13751167315058,PREPHACPH,0,2.13751167105153,-1.43460929393768e-05,0,-1,0,NaN,NaN,0,1.33817234439352e-05
SADT,0,1,SADT2,0,1,0,0.00104353394842681,0,0,0,2.32830640531367e-09,NaN,NaN
P5CRx,0,5.90445506333542,P5CR,0,5.90445506375002,0.00499564683287313,0,0,0,0,2.68800588906743,0.00725365923240739,2.68800588916276
RPE,-0.403779143700376,2.30577775358688,PGL,0,3.46130991230231,0,0,-1,0,NaN,NaN,0,-2.7583129114106e-09
RPE,-0.403779143700376,2.30577775358688,G6PDH2r,0,3.46130991230231,0,0.0166615975322202,-1,0,NaN,NaN,0,-2.7583129114106e-09
RPE,-0.403779143700376,2.30577775358688,GND,0,3.46130991230231,0,0,-1,0,NaN,NaN,0,-2.7583129114106e-09
TRPS1,0,0.388691360040045,TRPS3,0,0.388691359290444,-0.0107572595588863,0,0,0,0,0.00105751236178181,0.00105751219549507,0.00105751211180719
TRPS1,0,0.388691360040045,TRPS2,0,0.388691359290444,-0.0107572595588863,0,0,0,0,0.00105751236178181,0.00105751219549507,0.00105751211180719
MANAT2,0,0.000278934343753122,G16MTM2,0,0.000278934343523659,6.694844648483e-05,3.84139045372141e-05,0,0,0,0.000278934343753122,0.000278934343753122,0.000278934343753122
IPDPS,0,0.0027226051890834,IPDDI,-0.0024750956799835,0.00024750956799835,5.76471317063253e-05,5.81200799154019e-05,0,-1,-0.0024750956799835,0.00024750956799835,-0.0024750956799835,-0.0024750956799835
MAN1PT2,0,0.00336439591014131,MAN1PT,0,0.00336188242030843,-0.00836004270240664,0.00336439590996724,0,0,0,-3.74121421342632e-10,NaN,NaN
TKT2,-0.801423825556412,1.15274334093556,PGL,0,3.46130991230231,0,0,-1,0,NaN,NaN,0,7.66816676822657e-09
TKT2,-0.801423825556412,1.15274334093556,G6PDH2r,0,3.46130991230231,0,0.0166615975322202,-1,0,NaN,NaN,0,7.66816676822657e-09
TKT2,-0.801423825556412,1.15274334093556,GND,0,3.46130991230231,0,0,-1,0,NaN,NaN,0,7.66816676822657e-09
UMPK_copy1,0,999999,UMPK_copy2,-999998.999194766,2.13831690035295,-0.000191964441910386,0,0,-1,-999998.983895062,0.0161049363669008,0.016104937531054,0.0161049372982234
HSST,0,1.98350786278024,THRD_L,-1.98318568302784,1.96385641186498,-0.656503233476542,0,0,-1,-0.00720531365368515,0.00644365721382201,0.0064436566317454,0.00644365686457604
HSK,0,1.98350786045455,THRD_L,-1.98318568302784,1.96385641186498,0,0,0,-1,-0.00720531365368515,0.00644365721382201,-0.00720531272236258,-0.00720531342085451
GLU5K,0,5.76250507888229,ORNTA,0,5.76250507655223,0,0.00028355872624187,0,0,0,0.00725366299600379,0.00725365923240739,0.00725366035573199
HSDxi,-999998.999317562,999999,HSDy,-999999,999998.999317562,0,0,-1,-1,-0.0136489694705233,999998.98635103,-999999,-0.0136489700525999
GLCabc,0,1,FBP,0,4.27502333199754,0,0,0,0,0,-6.86912582370525e-09,NaN,NaN
ORNTAC,-4.27470694843214,5.76282145339064,ACODA,0,4.27502333547454,0.000127170518440572,-0.000339103862643242,-1,0,0,6.64131261096657e-09,NaN,NaN
ORNTAC,-4.27470694843214,5.76282145339064,ACGS,0,4.27502333547454,0.000127170518440572,1.43460929393768e-05,-1,0,0,2.43601783189717e-09,NaN,NaN
DMPPS,0,0.00272260518837037,IPDDI,-0.0024750956799835,0.00024750956799835,0,5.81200799154019e-05,0,-1,-0.0024750956799835,0.00024750956799835,0.00024750956799835,0.00024750956799835
CYTK2,-0.000542057445272803,2.13749415928032,NTPP3,0,2.13751165440772,0,-0.0207920644897968,-1,0,NaN,NaN,0,-1.15652323273707e-09
CYTK2,-0.000542057445272803,2.13749415928032,NDPK7,0,2.13751646643505,0,0,-1,0,NaN,NaN,0,-4.65661287307739e-10
CTPS1,0,4.27570021241748,CTPS2,0,2.1378500927356,0,0,0,0,0,1.44190592799021e-09,NaN,NaN
DCPT,0,0.00295787064694278,DCPT2,0,0.00295787064694278,-1,1.99671931592304,0,0,0,0.00295787064936548,0.00295787064936548,0.00295787064936548
DCPT,0,0.00295787064694278,DCPDPP2,0,0.00295787064694278,-1,0,0,0,0,0.00295787064936548,0.00295787064936548,0.00295787064936548
DCPT,0,0.00295787064694278,ARI,-0.0029578706016764,0,-1,0.000305314343859389,0,-0,-0.0029578706016764,-0,-0.0029578706016764,-0.0029578706016764
DCPE,0,0.0029578706016764,DCPT2,0,0.00295787064694278,0,1.99671931592304,0,0,0,0.00295787064936548,0.00295787064936548,0.00295787064936548
DCPE,0,0.0029578706016764,DCPDPP2,0,0.00295787064694278,0,0,0,0,0,0.00295787064936548,0.00295787064936548,0.00295787064936548
DCPE,0,0.0029578706016764,ARI,-0.0029578706016764,0,0,0.000305314343859389,0,-0,-0.0029578706016764,-0,-0.0029578706016764,-0.0029578706016764
DCPDPP,0,0.00295787064694278,DCPT2,0,0.00295787064694278,0,1.99671931592304,0,0,0,0.00295787064936548,0.00295787064936548,0.00295787064936548
DCPDPP,0,0.00295787064694278,DCPDPP2,0,0.00295787064694278,0,0,0,0,0,0.00295787064936548,0.00295787064936548,0.00295787064936548
DCPDPP,0,0.00295787064694278,ARI,-0.0029578706016764,0,0,0.000305314343859389,0,-0,-0.0029578706016764,-0,-0.0029578706016764,-0.0029578706016764
DADK,-0.000183503958396614,2.13750247901771,NTPP5,0,2.13751165966581,0.00213441526756228,0,-1,0,NaN,NaN,0,1.00893310928107e-09
DADK,-0.000183503958396614,2.13750247901771,NDPK8,0,2.13751165964641,0.00213441526756228,0,-1,0,NaN,NaN,0,1.04773789644241e-09
ARGDr,-0.871721107512712,2.13719527993817,ARGSS,0,2.13751166599528,0.00419652200893685,0,-1,0,NaN,NaN,0,7.76102458919606e-10
ARGDr,-0.871721107512712,2.13719527993817,ARGSL,0,2.13751166604925,0.00419652200893685,0,-1,0,NaN,NaN,0,8.14907252788544e-10
FACOALPREPH,-0.0829317768802866,2.13751167315058,PREPHACPH,0,2.13751167105153,0,0,-1,0,NaN,NaN,0,1.3381473567773e-05
FACOAL181,-0.38035234331619,7.36748334020376e-05,DESAT18,0,0.380356027777048,0,0,-1,0,0,7.36748210139181e-05,7.36748210139181e-05,0.000591237724625007
FACOAL181,-0.38035234331619,7.36748334020376e-05,FACOAL180,0,2.13754122389946,0,0,-1,0,0,7.3679955676198e-05,7.36748334020376e-05,0.000591238960623741
FAS181,0,0.380356026663087,DESAT18,0,0.380356027777048,0,0,0,0,0,0.000591237702517615,0.000591237811146642,0.000591237812199663
FAS181,0,0.380356026663087,FACOAL180,0,2.13754122389946,0,0,0,0,0,0.000591238029301167,0.000591237796470523,0.000591241288930178
FAS161,0,0.419746160790401,DESAT16,0,0.419746160741192,0,0.000247509562750039,0,0,0,0.000574894625702246,0.000574894823032998,0.000574894532145643
FAS161,0,0.419746160790401,FACOAL161,-0.419746160740033,0,0,0,0,-0,-0.000574894598685205,-0,-0.000574894482269883,-0.000574894831515849
ALATA_L,-999999,3.57759083574638,MMSAD3,0,3.57898599627072,0,0,-1,0,NaN,NaN,0,8.64817040202581e-09
ALATA_L,-999999,3.57759083574638,ASP1DC,0,4.00850797466959,0,0,-1,0,NaN,NaN,0,2.54610708072533e-08
ALATA_L,-999999,3.57759083574638,APATr,0,3.57898599631153,0,0,-1,0,NaN,NaN,0,8.61473381519318e-09
