Rxn_1,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Min,Rxn_2_Max,v1,v2,Rxn1_Prod,Rxn2_Prod
THRS,0,0.0136944894149886,THRD_L,-0.00724439998157322,0.00648928980808705,0.00720531341547957,0,0,-4.70110109661291e-05
PUNP5,-0.0012101192260161,-0.00107292516622692,HXPRT,0,6.85967020391584e-05,-0.00114153930917382,0,1.29836737172772e-06,0
PIt,-0.0582458892604336,-0.0581703565549105,PIabc,0,6.85963535485297e-05,-0.0582398409023881,0,0.00338818414613726,0
PREPTTA,-1.68178230524063e-05,1.99486967176199e-05,PREPHACPH,0,3.42946125231562e-05,-1.43460929393768e-05,0,-3.3549365152305e-10,0
SADT,0.00332082162786505,0.00341684953483387,SADT2,0,6.85973558574929e-05,0,0.00104353394842681,1.13467478344369e-05,0
P5CRx,0,2.68833988916595,P5CR,0,2.68833980527963,0.00499564683287313,0,0,0
RPE,-0.0352506320923567,-0.0351888937875628,PGL,0,8.23279481173266e-05,0,0,0.00124043074864239,0
RPE,-0.0352506320923567,-0.0351888937875628,G6PDH2r,0,8.23279481173266e-05,0,0.0166615975322202,0.00124043074864239,0
RPE,-0.0352506320923567,-0.0351888937875628,GND,0,8.23279481173266e-05,0,0,0.00124043074864239,0
TRPS1,0,0.00106373220272863,TRPS3,0,0.00106373218945053,-0.0107572595588863,0,0,0
TRPS1,0,0.00106373220272863,TRPS2,0,0.00106373218945053,-0.0107572595588863,0,0,0
MANAT2,0,0.000278934342576151,G16MTM2,0,0.000278934343755828,6.694844648483e-05,3.84139045372141e-05,0,0
IPDPS,0,0.00272260519025042,IPDDI,-0.0024750956799835,0.00024750956799835,5.76471317063253e-05,5.81200799154019e-05,0,-6.12609862507297e-07
MAN1PT2,0.00329573999624699,0.00336439592560074,MAN1PT,0,6.85984607409497e-05,-0.00836004270240664,0.00336439590996724,1.10881742152128e-05,0
