Rxn_1,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Min,Rxn_2_Max,v1,v2
DADK,-0.000183503958396614,-0.00014920171815902,NTPP5,0,3.42976806379328e-05,-0.000183503958396614,0
DADK,-0.000183503958396614,-0.00014920171815902,NDPK8,0,3.42977000400424e-05,-0.000183503958396614,0
ARGDr,-0.00634218181949109,-0.00629344116896391,ARGSS,0,3.4299240474045e-05,-0.00632783689070493,0
ARGDr,-0.00634218181949109,-0.00629344116896391,ARGSL,0,3.42992134392262e-05,-0.00632783689070493,0
FACOALPREPH,-1.68178230524063e-05,1.99486967176199e-05,PREPHACPH,0,3.42946125231562e-05,-1.43460929393768e-05,0
FACOAL181,-0.000523791066370904,7.36748334020376e-05,DESAT18,0,0.000597464806174542,7.36748334020376e-05,0
FACOAL181,-0.000523791066370904,7.36748334020376e-05,FACOAL180,0,0.000625529559329152,7.36748334020376e-05,0
FAS181,0,0.000597465382982304,DESAT18,0,0.000597464806174542,0.000591237811146642,0
FAS181,0,0.000597465382982304,FACOAL180,0,0.000625529559329152,0.000591237811146642,0
FAS161,0,0.000581747159973416,DESAT16,0,0.000581745679316605,0.000574894823032998,0
FAS161,0,0.000581747159973416,FACOAL161,-0.00058174564037472,0,0.000574894823032998,0
ALATA_L,-999998.148571502,-0.0276288145687431,MMSAD3,0,0.000274389176021073,-0.02790362900123,0
ALATA_L,-999998.148571502,-0.0276288145687431,ASP1DC,0,0.000274386841184998,-0.02790362900123,0
ALATA_L,-999998.148571502,-0.0276288145687431,APATr,0,0.000274389167316258,-0.02790362900123,0
AIRCr,0.0205741201061755,0.0206450306083166,AIRC3,-6.85981940478086e-05,0,0.0206430332036689,0
AIRCr,0.0205741201061755,0.0206450306083166,AIRC2,0,6.85981746452458e-05,0.0206430332036689,0
PGK,-2.81569342315197,-2.81560195912607,PGM,-2.76552988332696,-2.61252459313255,-2.81569061148912,-2.76552630879451
RPE,-0.0352506320923567,-0.0351888937875628,TALA,-0.0147133942227811,-0.0146837056381628,-0.0352443107403815,-0.0147113692946732
TKT2,-0.0205463485326618,-0.0205051893135533,TALA,-0.0147133942227811,-0.0146837056381628,-0.0205329414457083,-0.0147113692946732
TKT2,-0.0205463485326618,-0.0205051893135533,RPE,-0.0352506320923567,-0.0351888937875628,-0.0205329414457083,-0.0352443107403815
TKT1,-0.0147133942227811,-0.0146837056381628,RPE,-0.0352506320923567,-0.0351888937875628,-0.0147113692946732,-0.0352443107403815
TKT1,-0.0147133942227811,-0.0146837056381628,TKT2,-0.0205463485326618,-0.0205051893135533,-0.0147113692946732,-0.0205329414457083
GLUt2r,-0.656508469255641,-0.656234066816978,ICDHyr,0.679789487854578,0.680338277714327,-0.656503233476542,0.680058997077724
HSST,0,0.0136944856512829,THRS,0,0.0136944894149886,0.00644365659966237,0.00720531341547957
HSST,0,0.0136944856512829,SHSL4r,-999999,0.011861112434417,0.00644365659966237,0.0046102466294542
HSK,0,0.0136944894149886,HSST,0,0.0136944856512829,0.00720531341547957,0.00644365659966237
GLCabc,0.999965699800544,1,PGI,0.982295584399253,0.982377903070301,1,0.982377634383738
GAPD,2.81560195912607,2.81569342315197,PGM,-2.76552988332696,-2.61252459313255,2.81569061148912,-2.76552630879451
NH4t,0.999725579284132,1,GLUt2r,-0.656508469255641,-0.656234066816978,1,-0.656503233476542
ENO,2.61252459313255,2.76552988332696,PGK,-2.81569342315197,-2.81560195912607,2.76552630879451,-2.81569061148912
ENO,2.61252459313255,2.76552988332696,GAPD,2.81560195912607,2.81569342315197,2.76552630879451,2.81569061148912
DMPPS,0,0.00272260519020816,IPDPS,0,0.00272260519025042,0.000247509562750039,0.00247509562750039
GLYK,0.998883833781504,0.9989752945,G3PD1ir,-0.993665375746787,-0.993573914165609,0.998975278880334,-0.993665279122069
FBA,0.922078570351005,0.922112871077843,GLCabc,0.999965699800544,1,0.92211168340873,1
FAS181,0,0.000597465382982304,FACOAL181,-0.000523791066370904,7.36748334020376e-05,0.000591237811146642,7.36748334020376e-05
ACONT,0.679789422196336,0.832959444844164,GLUt2r,-0.656508469255641,-0.656234066816978,0.680058997124434,-0.656503233476542
AICART,-999998.977222899,999999,AICART2,-999998.977222899,999999,0.0112225355114788,0.0115549130132422
