"","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule"
"1","3HAD120","AACPS7",0,1.07105738761325,0,35.3051683456194,0.0983008963590214,0,0,0,"0","-1.79574410896777e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","0.031900728371199796","5","10","0",15,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"2","3HAD120","ACACT9",0,1.07105738761325,0,1.01599178466744,0.0983008963590214,0,0,0,"0","-3.157040660983e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.02977401314715427","5","9","0",14,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"3","3HAD120","ECOAH6",0,1.07105738761325,-1.01599178466744,0,0.0983008963590214,0.105575913844104,0,0,"3.157040660983e-12","0","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.02977401314715427","5","9","0",14,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"4","3HAD120","FACOAE120",0,1.07105738761325,0,15.2670996637018,0.0983008963590214,0,0,0,"0","-6.17211987225125e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","0.03190072836745711","5","10","0",15,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"5","3HAD120","HACD6i",0,1.07105738761325,0,1.01599178466744,0.0983008963590214,0,0,0,"0","-3.157040660983e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.02977401314715427","5","9","0",14,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"6","3HAD140","AACPS1",0,0.297247881800725,0,35.3051683306849,0.0960622456583573,0,0,0,"0","-1.64625535425955e-11","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","0.21371785728481188","4","7","4",11,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"7","3HAD140","FACOAE140",0,0.297247881800725,0,15.2670998703333,0.0960622456583573,-0.00226349805102364,0,0,"0","-4.06114648083328e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","0.21371785728509296","5","7","3",12,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"8","3HAD160","AACPS3",0,0.301174537579141,0,35.3051683306896,0.0810644805480599,0,0,0,"0","-1.59161572810262e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","1.1255475773251118","5","9","1",14,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"9","3HAD160","FACOAE160",0,0.301174537579141,0,15.267099860648,0.0810644805480599,0,0,0,"0","-3.92061691753851e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","1.1255475773247976","5","9","1",14,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"10","3HAD180","AACPS6",0,0.297225219278328,0,26.899175808429,0.00207857642430923,0,0,0,"0","-2.90754087473033e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.02764502821473663","5","9","0",14,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"11","3HAD180","ACOAD8f",0,0.297225219278328,-0.00207919192566635,0.297121290600862,0.00207857642430923,0,0,-1,"3.88272130496464e-12","-9.78191486145086e-13","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.027645028214930683","5","9","0",14,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"12","3HAD180","CTECOAI8",0,0.297225219278328,0,0.143657081443609,0.00207857642430923,0.0986683504441464,0,0,"0","-1.85372704840524e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","20","0.039492897453236121","6","10","4",16,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"13","3HAD180","FACOAE180",0,0.297225219278328,0,15.2670998703308,0.00207857642430923,0,0,0,"0","-3.9095640305378e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.027645028213323205","5","9","0",14,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"14","3HAD180","FACOAL181t2pp",0,0.297225219278328,0,15.2670998606471,0.00207857642430923,0,0,0,"0","2.17042529782052e-13","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","21","0.0414675423226607","6","11","4",17,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"15","3OAR120","AACPS7",0,1.07105738761325,0,35.3051683456194,0.0983008963590214,0,0,0,"0","-1.79574410896777e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","0.031900728371199796","5","10","0",15,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"16","3OAR120","ACACT9",0,1.07105738761325,0,1.01599178466744,0.0983008963590214,0,0,0,"0","-3.157040660983e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.02977401314715427","5","9","0",14,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"17","3OAR120","ECOAH6",0,1.07105738761325,-1.01599178466744,0,0.0983008963590214,0.105575913844104,0,0,"3.157040660983e-12","0","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.02977401314715427","5","9","0",14,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"18","3OAR120","FACOAE120",0,1.07105738761325,0,15.2670996637018,0.0983008963590214,0,0,0,"0","-6.17211987225125e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","0.03190072836745711","5","10","0",15,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"19","3OAR120","HACD6i",0,1.07105738761325,0,1.01599178466744,0.0983008963590214,0,0,0,"0","-3.157040660983e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.02977401314715427","5","9","0",14,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"20","3OAR160","AACPS3",0,0.301174537579141,0,35.3051683306896,0.0810644805480599,0,0,0,"0","-1.59161572810262e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","1.1255475773251118","5","9","1",14,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"21","3OAR160","FACOAE160",0,0.301174537579141,0,15.267099860648,0.0810644805480599,0,0,0,"0","-3.92061691753851e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","15","1.1255475773247894","4","9","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"22","3OAR180","AACPS6",0,0.297225219278328,0,26.899175808429,0.00207857642430923,0,0,0,"0","-2.90754087473033e-12","NaN","NaN","ELE_Rxns","ELE_Rxns","PSL","14","0.027645028214365128","4","9","1",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
