Rxn_1,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Min,Rxn_2_Max,v1,v2
ALATA_L,-1000,999.118612753018,VPAMTr,-999.628888195486,999.489724557532,-0.51027556723102,0
CPPPGO,0.00019438276668467,0.000195897934595554,CPPPGO2,0,1.18756339577766e-06,0.000195570378817214,0
VALTA,-1000,999.118612753018,VPAMTr,-999.628888195486,999.489724557532,-0.371111895251374,0
IMPD,0.213281724774342,0.213335561002003,XPPT,0,2.85015036070035e-05,0.213310278470643,0
IMPD,0.213281724774342,0.213335561002003,HXAND,0,2.85015143262068e-05,0.213310278470643,0
ECOAH4,0.3120828911226,0.312106302018606,3OAS100,0,2.28012147740486e-05,0.312105768670222,0
ECOAH4,0.3120828911226,0.312106302018606,3OAR100,0,2.28012147545087e-05,0.312105768670222,0
ECOAH4,0.3120828911226,0.312106302018606,3HAD100,0,2.28012147740486e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3HAD80,0,1.34124910732697e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3HAD40,0,1.34124728200236e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3OAS60,0,1.34124705646887e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3OAR60,0,1.34124705937211e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3OAR80,0,1.34124910573519e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3OAS80,0,1.34124910732697e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3OAS100,0,2.28012147740486e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3OAR40,0,1.34124728200236e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3OAR100,0,2.28012147545087e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3HAD60,0,1.34124705646887e-05,0.312105768670222,0
ECOAH1,0.312092279890408,0.312107624666965,3HAD100,0,2.28012147740486e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3HAD80,0,1.34124910732697e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3HAD40,0,1.34124728200236e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3OAS60,0,1.34124705646887e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3OAR60,0,1.34124705937211e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3OAR80,0,1.34124910573519e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3OAS80,0,1.34124910732697e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3OAS100,0,2.28012147740486e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3OAR40,0,1.34124728200236e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3OAR100,0,2.28012147545087e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3HAD60,0,1.34124705646887e-05,0.312105768670222,0
ECOAH2,0.312092279890408,0.312107624666965,3HAD100,0,2.28012147740486e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3HAD80,0,1.34124910732697e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3HAD40,0,1.34124728200236e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3OAS60,0,1.34124705646887e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3OAR60,0,1.34124705937211e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3OAR80,0,1.34124910573519e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3OAS80,0,1.34124910732697e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3OAS100,0,2.28012147740486e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3OAR40,0,1.34124728200236e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3OAR100,0,2.28012147545087e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3HAD60,0,1.34124705646887e-05,0.312105768670222,0
ECOAH3,0.312092279883814,0.312106296632351,3HAD100,0,2.28012147740486e-05,0.312105768670222,0
PPC,2.59587867773782,2.59618269437987,MALS,0,0.000228011990984989,2.59610732508195,0
HACD4,0.3120828911226,0.312106302018606,3OAS100,0,2.28012147740486e-05,0.312105768670222,0
HACD4,0.3120828911226,0.312106302018606,3OAR100,0,2.28012147545087e-05,0.312105768670222,0
HACD4,0.3120828911226,0.312106302018606,3HAD100,0,2.28012147740486e-05,0.312105768670222,0
TRPS3,0.0498055380488581,0.0498524896549568,TRPS1,0,4.56024148858813e-05,0.0498511526596722,0
NDPK2,-1.9260203573109,0.373000416657987,PYK2,0,2.27604476912433,0.372972006343161,0
NDPK4,-2.25309726533692,0.0229760050142431,PYK6,0,2.27604476916827,0.0229475091126687,0
ASNS2,0.211347508761263,0.211437084993609,ASNS1,0,5.7003000662359e-05,0.211404563523693,0
DMPPS,0,0.00209514634526603,IPDDI,-0.00185134111961816,0.000243805225636606,0.000243805225610698,0
IPDPS,0,0.00209514634526603,IPDDI,-0.00185134111961816,0.000243805225636606,0.00185134111965534,0
TRDR,0,0.217268983548588,GTHOr,0,0.217268983545296,0.217041024620815,0
TRDR,0,0.217268983548588,PAPSR2,0,0.217045822877311,0.217041024620815,0
TRDR,0,0.217268983548588,GRXR,0,0.217268983506676,0.217041024620815,0
G3PD2,-0.121984142039196,-0.121851134884082,GLYK,0,7.60040329843004e-05,-0.121927168727325,0
G3PD2,-0.121984142039196,-0.121851134884082,ALCD19,-4.30211900948052e-06,7.60040187515187e-05,-0.121927168727325,0
G3PD2,-0.121984142039196,-0.121851134884082,GAPP,0,7.60040624196989e-05,-0.121927168727325,0
AACPS3,0.11188377065527,0.111957874633276,3OAR160,0,4.56024162076574e-05,0.111929400482885,0
AACPS3,0.11188377065527,0.111957874633276,3OAS160,0,4.56024161807345e-05,0.111929400482885,0
AACPS3,0.11188377065527,0.111957874633276,3HAD160,0,4.56024161807345e-05,0.111929400482885,0
AACPS4,0.131879302258682,0.131953406232911,3OAS161,0,4.56024069402095e-05,0.13192493697182,0
AACPS4,0.131879302258682,0.131953406232911,3HAD161,0,4.56024069402095e-05,0.13192493697182,0
AACPS4,0.131879302258682,0.131953406232911,3OAR161,0,4.56024069402095e-05,0.13192493697182,0
PRPPS,-999.181460112031,0.81800667205728,R1PK,0,999.999466784028,0.817949868976825,0
PRPPS,-999.181460112031,0.81800667205728,R15BPK,0,999.999466784028,0.817949868976825,0
PAPSR,0,0.217045822875226,GTHOr,0,0.217268983545296,0.217041024620815,0
PAPSR,0,0.217045822875226,PAPSR2,0,0.217045822877311,0.217041024620815,0
PAPSR,0,0.217045822875226,GRXR,0,0.217268983506676,0.217041024620815,0
GMPS,0.213253223244266,0.213335560991753,GMPS2,0,5.70030408137967e-05,0.213310278470643,0
ACACT2r,0.312092279890408,0.312107624666965,3HAD80,0,1.34124910732697e-05,0.312105768670222,0
ACACT2r,0.312092279890408,0.312107624666965,3HAD40,0,1.34124728200236e-05,0.312105768670222,0
ACACT2r,0.312092279890408,0.312107624666965,3OAS60,0,1.34124705646887e-05,0.312105768670222,0
ACACT2r,0.312092279890408,0.312107624666965,3OAR60,0,1.34124705937211e-05,0.312105768670222,0
