table_new
AACPS7,FACOAE120,FADRx2,MACPD
FACOAE120,FADRx2,MACPD
AACPS7,EAR121y,ECOAH6,HACD6i,ACACT9,CTECOAI6
AACPS7,EAR121y,ECOAH6,HACD6i,ACACT9,CTECOAI6
AACPS7,EAR121y,ECOAH6,HACD6i,ACACT9,CTECOAI6
AACPS3,ACOAD7f,FACOAE160,FADRx2,MACPD
AACPS3,ACOAD7f,FACOAE160,FADRx2,MACPD
AACPS7,FACOAE120,FADRx2,MACPD
FACOAE120,FADRx2,MACPD
AACPS7,EAR121y,ECOAH6,HACD6i,ACACT9,CTECOAI6
AACPS7,EAR121y,ECOAH6,HACD6i,ACACT9,CTECOAI6
AACPS7,EAR121y,ECOAH6,HACD6i,ACACT9,CTECOAI6
ACOAD6f,FA120ACPHi,FACOAE140,FADRx2,MACPD
AACPS3,ACOAD7f,FACOAE160,FADRx2,MACPD
AACPS3,ACOAD7f,FACOAE160,FADRx2,MACPD
ACHBS
ACHBS
AACPS7,FACOAE120,FADRx2,MACPD
FACOAE120,FADRx2,MACPD
AACPS7,EAR121y,ECOAH6,HACD6i,ACACT9,CTECOAI6
AACPS7,EAR121y,ECOAH6,HACD6i,ACACT9,CTECOAI6
AACPS7,EAR121y,ECOAH6,HACD6i,ACACT9,CTECOAI6
AACPS3,ACOAD7f,FACOAE160,FADRx2,MACPD
AACPS3,ACOAD7f,FACOAE160,FADRx2,MACPD










ASNS1





CYSTGL
CYS,NTPP6
CYS,NTPP6
CYTD,NTD4
ABTA,ABUTD,ASPt2_3pp,DALAtex,FADRx,FADRx2,ME1,OAADC,PTRCTA,PTRCt2pp,SERD_L,PPPGO,SSALx,UREA,EX_ala__D_e
DHORD2
2AGPEAT160,4PCP,4PEPTabcpp,ADPT,ADD,AKGt2rpp,AKGtex,ALAGLUE,CGLYabcpp,AMPTASECG,ARGabcpp,F6PP,EAR160y,FA160ACPHi,FA161ACPHi,G3PEabcpp,G3PT,FE3tex,FEROpp,GLUtex,GPDDA4,GLYC3Pabcpp,GLYCDx,GLYCL,HXPRT,CTECOAI7,ICL,ILEabcpp,HISabcpp,K2L4Aabcpp,K2L4Atex,ME1,METS,LADGMDH,MALS,LALGP,LEUabcpp,MTHFR2,NTPP6,PIuabcpp,PYK,THRA,TMDK1,UPPRT,URAt2pp_copy1,PROabcpp,VALabcpp,EX_akg_e,EX_fe3_e,EX_glu__L_e,EX_kdo2lipid4_e
