Type,Rxn_1_Type,Rxn_2_Type,Count,Fraction
PSL,ELE_Rxns,ELE_Rxns,111,0.6686746987951807
PSL,MLE_Rxns,MLE_Rxns,1,0.006024096385542169
PSL,pFBAOpt_Rxns,ELE_Rxns,9,0.05421686746987952
PSL,pFBAOpt_Rxns,pFBAOpt_Rxns,1,0.006024096385542169
RSL,ELE_Rxns,ELE_Rxns,18,0.10843373493975904
RSL,ELE_Rxns,pFBAOpt_Rxns,4,0.024096385542168676
RSL,pFBAOpt_Rxns,ELE_Rxns,1,0.006024096385542169
RSL,pFBAOpt_Rxns,MLE_Rxns,2,0.012048192771084338
RSL,pFBAOpt_Rxns,pFBAOpt_Rxns,19,0.1144578313253012
