Type,Rxn_1_Type,Rxn_2_Type,Count,Fraction
PSL,ZeroFlux_Rxns,pFBAOpt_Rxns,11,0.2037037037037037
PSL,pFBAOpt_Rxns,ELE_Rxns,7,0.12962962962962962
PSL,pFBAOpt_Rxns,MLE_Rxns,21,0.3888888888888889
RSL,pFBAOpt_Rxns,pFBAOpt_Rxns,15,0.2777777777777778
