Type,Rxn_1_Type,Rxn_2_Type,Count,Fraction
PSL,pFBAOpt_Rxns,ELE_Rxns,117,0.6190476190476191
PSL,pFBAOpt_Rxns,MLE_Rxns,28,0.14814814814814814
PSL,pFBAOpt_Rxns,pFBAOpt_Rxns,2,0.010582010582010581
RSL,pFBAOpt_Rxns,pFBAOpt_Rxns,42,0.2222222222222222
