Type,Rxn_1_Type,Rxn_2_Type,Count,Fraction
PSL,pFBAOpt_Rxns,ELE_Rxns,20,0.1388888888888889
PSL,pFBAOpt_Rxns,MLE_Rxns,91,0.6319444444444444
PSL,pFBAOpt_Rxns,pFBAOpt_Rxns,11,0.0763888888888889
RSL,pFBAOpt_Rxns,pFBAOpt_Rxns,22,0.1527777777777778
