Type,Rxn_1_Type,Rxn_2_Type,Count,Fraction,Rxn_1_Prod,Rxn_2_Prod
PSL,pFBAOpt_Rxns,ELE_Rxns,18,0.06293706293706294,18,18
PSL,pFBAOpt_Rxns,MLE_Rxns,226,0.7902097902097902,226,226
PSL,pFBAOpt_Rxns,ZeroFlux_Rxns,1,0.0034965034965034965,1,1
PSL,pFBAOpt_Rxns,pFBAOpt_Rxns,6,0.02097902097902098,6,6
RSL,pFBAOpt_Rxns,ELE_Rxns,2,0.006993006993006993,2,2
RSL,pFBAOpt_Rxns,MLE_Rxns,1,0.0034965034965034965,1,1
RSL,pFBAOpt_Rxns,pFBAOpt_Rxns,32,0.11188811188811189,32,32
