,rxns,diff_flux,abs_diff_flux,PathShort,PathLong,pathCommon,del_rxn1,del_rxn2,totalFluxDiff,solStatus,sl_size,common_sl_size,num_diff,net_diff,Organism,rxn1_short_bool,rxn2_short_bool,rxn1_cluster_len,rxn2_cluster_len,Subsystem 1,Subsystem 2,same_subsystems,Rxn_1_Type,Rxn_2_Type,PSL RSL Type,PSL Type
0,['ALATA_L'],[0.4847616703445998],[0.4847616703445998],[],['ALATA_L'],[],ALATA_L,VPAMTr,1.4542850110343444,1,1,0,1.0,0.4847616703445998,iML1515,False,False,1,1,Alanine and Aspartate Metabolism,"Valine, Leucine, and Isoleucine Metabolism",False,pFBAOpt_Rxns,ELE_Rxns,RSL,False
1,"['CPPPGO2', '5DOAN', 'DM_5drib_c']","[0.00018579181444999997, 0.0003715836298738086, 0.0003715836298738086]","[0.00018579181444999997, 0.0003715836298738086, 0.0003715836298738086]",[],['CPPPGO2'],"['5DOAN', 'DM_5drib_c']",CPPPGO,CPPPGO2,0.003901628104459871,1,3,2,3.0,0.0009289590741976172,iML1515,False,False,1,1,Cofactor and Prosthetic Group Biosynthesis,Cofactor and Prosthetic Group Biosynthesis,True,pFBAOpt_Rxns,MLE_Rxns,PSL,True
2,"['VALTA', 'VPAMTr']","[0.35255621428830175, 0.3525562142882999]","[0.35255621428830175, 0.3525562142882999]",['VALTA'],['VPAMTr'],[],VALTA,VPAMTr,1.057668642863906,1,2,0,2.0,0.7051124285766017,iML1515,True,False,1,1,"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism",True,pFBAOpt_Rxns,ELE_Rxns,RSL,False
3,"['XPPT', 'HXAND']","[0.20264471500020198, 0.20264471500020198]","[0.20264471500020198, 0.20264471500020198]",[],"['XPPT', 'HXAND']",[],IMPD,XPPT,0.8105788600011752,1,2,0,2.0,0.40528943000040396,iML1515,False,False,2,2,Purine and Pyrimidine Biosynthesis,Nucleotide Salvage Pathway,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
4,"['XPPT', 'HXAND']","[0.20264471500051992, 0.20264471500051992]","[0.20264471500051992, 0.20264471500051992]",[],"['XPPT', 'HXAND']",[],IMPD,HXAND,0.8105788599997517,1,2,0,2.0,0.40528943000103984,iML1515,False,False,2,2,Purine and Pyrimidine Biosynthesis,Nucleotide Salvage Pathway,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
5,"['ACOATA', 'AACPS9', 'FACOAE80', 'EAR100x', '3OAS100', '3OAR100', '3HAD100', 'ACOAD4f']","[0.2965004077420419, 0.29650040774592, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.29650040774202274]","[0.2965004077420419, 0.29650040774592, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.29650040774202274]","['ACOATA', 'ACOAD4f']","['AACPS9', 'FACOAE80', 'EAR100x', '3OAS100', '3OAR100', '3HAD100']",[],ECOAH4,3OAS100,4.447506116129827,1,8,0,8.0,2.3720032619401303,iML1515,False,False,6,6,Membrane Lipid Metabolism,Cell Envelope Biosynthesis,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
6,"['ACOATA', 'AACPS9', 'FACOAE80', 'EAR100x', '3OAS100', '3OAR100', '3HAD100', 'ACOAD4f']","[0.2965004077420419, 0.29650040774592, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.29650040774202274]","[0.2965004077420419, 0.29650040774592, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.29650040774202274]","['ACOATA', 'ACOAD4f']","['AACPS9', 'FACOAE80', 'EAR100x', '3OAS100', '3OAR100', '3HAD100']",[],ECOAH4,3OAR100,4.447506116129827,1,8,0,8.0,2.3720032619401303,iML1515,False,False,6,6,Membrane Lipid Metabolism,Cell Envelope Biosynthesis,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
7,"['ACOATA', 'AACPS9', 'FACOAE80', 'EAR100x', '3OAS100', '3OAR100', '3HAD100', 'ACOAD4f']","[0.2965004077420419, 0.29650040774592, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.29650040774202274]","[0.2965004077420419, 0.29650040774592, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.2965004077420291, 0.29650040774202274]","['ACOATA', 'ACOAD4f']","['AACPS9', 'FACOAE80', 'EAR100x', '3OAS100', '3OAR100', '3HAD100']",[],ECOAH4,3HAD100,4.447506116129827,1,8,0,8.0,2.3720032619401303,iML1515,False,False,6,6,Membrane Lipid Metabolism,Cell Envelope Biosynthesis,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
8,"['ACOATA', 'KAS15', '3HAD80', '3HAD40', '3OAS60', '3OAR60', '3OAR80', '3OAS80', '3OAR40', '3HAD60', 'EAR40x', 'EAR60x', 'EAR80x', 'ACOAD3f', 'ACOAD2f', 'FA80ACPHi']","[0.889501223225551, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999]","[0.889501223225551, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999]","['ACOATA', 'ACOAD3f', 'ACOAD2f']","['KAS15', '3HAD80', '3HAD40', '3OAS60', '3OAR60', '3OAR80', '3OAS80', '3OAR40', '3HAD60', 'EAR40x', 'EAR60x', 'EAR80x', 'FA80ACPHi']",[],ECOAH1,3HAD80,10.377514270974435,1,16,0,16.0,5.33700733935555,iML1515,False,False,13,13,Membrane Lipid Metabolism,Cell Envelope Biosynthesis,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
9,"['ACOATA', 'KAS15', '3HAD80', '3HAD40', '3OAS60', '3OAR60', '3OAR80', '3OAS80', '3OAR40', '3HAD60', 'EAR40x', 'EAR60x', 'EAR80x', 'ACOAD3f', 'ACOAD2f', 'FA80ACPHi']","[0.889501223225551, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999]","[0.889501223225551, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999, 0.2965004077419999]","['ACOATA', 'ACOAD3f', 'ACOAD2f']","['KAS15', '3HAD80', '3HAD40', '3OAS60', '3OAR60', '3OAR80', '3OAS80', '3OAR40', '3HAD60', 'EAR40x', 'EAR60x', 'EAR80x', 'FA80ACPHi']",[],ECOAH1,3HAD40,10.377514270974435,1,16,0,16.0,5.33700733935555,iML1515,False,False,13,13,Membrane Lipid Metabolism,Cell Envelope Biosynthesis,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
