"","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule"
"1","AACPS3","3HAD160",0,220.349437128916,0,30.5626919721627,0,0,0,0,0,-9.67931013118317e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","15","1.78713547885699","6","7","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"2","AACPS3","3OAR160",0,220.349437128916,0,30.5626919721626,0,0,0,0,0,-9.67474989010952e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","14","1.6679931135996995","6","8","0",14,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"3","AACPS3","3OAS160",0,220.349437128916,0,30.5626919721627,0,0,0,0,0,-9.67931013118317e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","15","1.78713547885699","6","7","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"4","AACPS4","3HAD161",0,220.35055734424,0,30.5630906928685,0,0,0,0,0,-5.7726046165385e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","16","2.2468232953127565","5","6","5",11,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"5","AACPS4","3OAR161",0,220.35055734424,0,30.5630906928685,0,0,0,0,0,-5.7726046165385e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","16","2.2468232953127565","5","6","5",11,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"6","AACPS4","3OAS161",0,220.35055734424,0,30.5630906928685,0,0,0,0,0,-5.7726046165385e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","16","2.2468232953127565","5","6","5",11,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"7","AACPS7","3HAD120",0,220.346990146372,0,30.5618210122596,0,0,0,0,0,-1.15862736072003e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","14","1.0170957475981979","4","9","1",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"8","AACPS7","3OAR120",0,220.346990146372,0,30.5618210122595,0,0,0,0,0,-1.15960574476048e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","14","1.0170957475796603","5","6","3",11,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"9","AACPS7","3OAS120",0,220.346990146372,0,30.5618210122596,0,0,0,0,0,-1.15862736072003e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","14","1.0170957475981979","4","9","1",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"10","ACACT1r","3HAD100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,8.40615391760466e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","33","13.953177733739627","16","17","0",33,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"11","ACACT1r","3HAD40",-8.86501451794254,7.25139332381491,0,8.88249970307183,0,-0.0157822625544668,-1,0,0,-2.49130577278933e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","26","10.630992559043804","13","13","0",26,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"12","ACACT1r","3HAD60",-8.86501451794254,7.25139332381491,0,8.88249970307001,0,0,-1,0,0,-1.99849858883994e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","26","10.630992559043804","13","13","0",26,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"13","ACACT1r","3HAD80",-8.86501451794254,7.25139332381491,0,8.88249970307235,0,0,-1,0,0,-1.39345895933118e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","26","10.630992559043804","13","13","0",26,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"14","ACACT1r","3OAR100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,8.41282599139959e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","33","13.953177733739627","16","17","0",33,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"15","ACACT1r","3OAR40",-8.86501451794254,7.25139332381491,0,8.88249970307186,0,0,-1,0,0,-2.50111042987555e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","29","11.627648111449833","13","16","0",29,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"16","ACACT1r","3OAR60",-8.86501451794254,7.25139332381491,0,8.88249970307004,0,0,-1,0,0,-2.04636307898909e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","26","10.630992559043804","13","13","0",26,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"17","ACACT1r","3OAR80",-8.86501451794254,7.25139332381491,0,8.88249970307231,0,0,-1,0,0,-1.39834810397588e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","29","11.627648111449833","13","16","0",29,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"18","ACACT1r","3OAS100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,8.40615391760466e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","33","13.953177733739627","16","17","0",33,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"19","ACACT1r","3OAS60",-8.86501451794254,7.25139332381491,0,8.88249970307001,0,0,-1,0,0,-1.99849858883994e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","26","10.630992559043804","13","13","0",26,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"20","ACACT1r","3OAS80",-8.86501451794254,7.25139332381491,0,8.88249970307235,0,0,-1,0,0,-1.39345895933118e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","29","11.627648111449833","13","16","0",29,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"21","ACACT2r","3HAD100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,8.40615391760466e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","33","13.953177733735611","16","17","0",33,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"22","ACACT2r","3HAD40",-8.86501451794254,7.25139332381491,0,8.88249970307183,0,-0.0157822625544668,-1,0,0,-2.49130577278933e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","26","10.630992559038869","12","13","1",25,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"23","ACACT2r","3HAD60",-8.86501451794254,7.25139332381491,0,8.88249970307001,0,0,-1,0,0,-1.99849858883994e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","26","10.630992559038869","12","13","1",25,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"24","ACACT2r","3HAD80",-8.86501451794254,7.25139332381491,0,8.88249970307235,0,0,-1,0,0,-1.39345895933118e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","26","10.630992559038869","12","13","1",25,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"25","ACACT2r","3OAR100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,8.41282599139959e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","33","13.953177733735611","16","17","0",33,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
"26","ACACT2r","3OAR40",-8.86501451794254,7.25139332381491,0,8.88249970307186,0,0,-1,0,0,-2.50111042987555e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL","26","10.630992559038869","12","13","1",25,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis"
