,Rxn_1_Class,Rxn_2_Class,Count,Fraction,Types
0,pFBAOpt_Rxns,MLE_Rxns,16,0.18181818181818182,"pFBAOpt_Rxns, MLE_Rxns"
1,pFBAOpt_Rxns,pFBAOpt_Rxns,72,0.8181818181818182,"pFBAOpt_Rxns, pFBAOpt_Rxns"
