,Rxn_1_Class,Rxn_2_Class,Count,Fraction,Types
0,pFBAOpt_Rxns,ELE_Rxns,20,0.1388888888888889,"pFBAOpt_Rxns, ELE_Rxns"
1,pFBAOpt_Rxns,MLE_Rxns,91,0.6319444444444444,"pFBAOpt_Rxns, MLE_Rxns"
2,pFBAOpt_Rxns,pFBAOpt_Rxns,33,0.22916666666666666,"pFBAOpt_Rxns, pFBAOpt_Rxns"
