Type,Rxn_1_Type,Rxn_2_Type,Count,Fraction,Rxn_1_Prod,Rxn_2_Prod
PSL,pFBAOpt_Rxns,ELE_Rxns,18,0.125,18,18
PSL,pFBAOpt_Rxns,MLE_Rxns,91,0.6319444444444444,91,91
PSL,pFBAOpt_Rxns,pFBAOpt_Rxns,10,0.06944444444444445,10,10
RSL,pFBAOpt_Rxns,ELE_Rxns,2,0.013888888888888888,2,2
RSL,pFBAOpt_Rxns,pFBAOpt_Rxns,23,0.1597222222222222,23,23
