,rxns,diff_flux,abs_diff_flux,PathShort,PathLong,pathCommon,del_rxn1,del_rxn2,totalFluxDiff,solStatus,sl_size,common_sl_size,num_diff,net_diff,Organism,rxn1_short_bool,rxn2_short_bool,rxn1_cluster_len,rxn2_cluster_len,Subsystem 1,Subsystem 2,same_subsystems,Rxn_1_Type,Rxn_2_Type,PSL RSL Type,PSL Type
0,"['3HAD160', 'AACPS1', '3OAR160', '3OAS160', 'ACOAD7f', 'ACOATA', 'EAR160x', 'FACOAE140']","[0.11914236525697017, 0.11914236525700003, 0.11914236525697017, 0.11914236525697017, 0.11914236525700003, 0.11914236525694481, 0.11914236525697017, 0.11914236525700003]","[0.11914236525697017, 0.11914236525700003, 0.11914236525697017, 0.11914236525697017, 0.11914236525700003, 0.11914236525694481, 0.11914236525697017, 0.11914236525700003]",['ACOAD7f'],"['3HAD160', 'AACPS1', '3OAR160', '3OAS160', 'EAR160x', 'FACOAE140']",['ACOATA'],AACPS3,3HAD160,1.7871354788548595,1,8,1,8.0,0.9531389220558255,iSSON_1240,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
1,"['3HAD160', 'AACPS1', '3OAR160', '3OAS160', 'ACOAD7f', 'ACOATA', 'EAR160x', 'FACOAE140']","[0.11914236525697017, 0.11914236525700003, 0.11914236525697017, 0.11914236525697017, 0.11914236525700003, 0.11914236525694481, 0.11914236525697017, 0.11914236525700003]","[0.11914236525697017, 0.11914236525700003, 0.11914236525697017, 0.11914236525697017, 0.11914236525700003, 0.11914236525694481, 0.11914236525697017, 0.11914236525700003]",['ACOAD7f'],"['3HAD160', 'AACPS1', '3OAR160', '3OAS160', 'EAR160x', 'FACOAE140']",['ACOATA'],AACPS3,3OAR160,1.7871354788548595,1,8,1,8.0,0.9531389220558255,iSSON_1240,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
2,"['3HAD160', 'AACPS1', '3OAR160', '3OAS160', 'ACOAD7f', 'ACOATA', 'EAR160x', 'FACOAE140']","[0.11914236525697017, 0.11914236525700003, 0.11914236525697017, 0.11914236525697017, 0.11914236525700003, 0.11914236525694481, 0.11914236525697017, 0.11914236525700003]","[0.11914236525697017, 0.11914236525700003, 0.11914236525697017, 0.11914236525697017, 0.11914236525700003, 0.11914236525694481, 0.11914236525697017, 0.11914236525700003]",['ACOAD7f'],"['3HAD160', 'AACPS1', '3OAR160', '3OAS160', 'EAR160x', 'FACOAE140']",['ACOATA'],AACPS3,3OAS160,1.7871354788548595,1,8,1,8.0,0.9531389220558255,iSSON_1240,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
3,"['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'ACOAD6f', 'ACOATA', 'EAR161x', 'FACOAE141', 'CTECOAI7_copy2']","[0.140426455957, 0.140426455957, 0.140426455957, 0.140426455957, 0.14042645595696387, 0.14042645595670825, 0.140426455957, 0.140426455957, 0.140426455957]","[0.140426455957, 0.140426455957, 0.140426455957, 0.140426455957, 0.14042645595696387, 0.14042645595670825, 0.140426455957, 0.140426455957, 0.140426455957]",['ACOATA'],"['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'EAR161x', 'FACOAE141', 'CTECOAI7_copy2']",['ACOAD6f'],AACPS4,3HAD161,2.387249751269226,1,9,1,9.0,1.2638381036126722,iSSON_1240,False,False,7,7,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
4,"['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'ACOAD6f', 'ACOATA', 'EAR161x', 'FACOAE141', 'CTECOAI7_copy2']","[0.140426455957, 0.140426455957, 0.140426455957, 0.140426455957, 0.14042645595696387, 0.14042645595670825, 0.140426455957, 0.140426455957, 0.140426455957]","[0.140426455957, 0.140426455957, 0.140426455957, 0.140426455957, 0.14042645595696387, 0.14042645595670825, 0.140426455957, 0.140426455957, 0.140426455957]",['ACOATA'],"['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'EAR161x', 'FACOAE141', 'CTECOAI7_copy2']",['ACOAD6f'],AACPS4,3OAR161,2.387249751269226,1,9,1,9.0,1.2638381036126722,iSSON_1240,False,False,7,7,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
5,"['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'ACOAD6f', 'ACOATA', 'EAR161x', 'FACOAE141', 'CTECOAI7_copy2']","[0.140426455957, 0.140426455957, 0.140426455957, 0.140426455957, 0.14042645595696387, 0.14042645595670825, 0.140426455957, 0.140426455957, 0.140426455957]","[0.140426455957, 0.140426455957, 0.140426455957, 0.140426455957, 0.14042645595696387, 0.14042645595670825, 0.140426455957, 0.140426455957, 0.140426455957]",['ACOATA'],"['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'EAR161x', 'FACOAE141', 'CTECOAI7_copy2']",['ACOAD6f'],AACPS4,3OAS161,2.387249751269226,1,9,1,9.0,1.2638381036126722,iSSON_1240,False,False,7,7,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
6,"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'ACOAD5f', 'ACOATA', 'EAR120x', 'FACOAE100', 'HACD5i']","[0.07264969625599968, 0.07264969625600054, 0.07264969625599968, 0.07264969625599968, 0.07264969625600054, 0.07264969625599568, 0.07264969625599968, 0.07264969625600054, 0.07264969625600054]","[0.07264969625599968, 0.07264969625600054, 0.07264969625599968, 0.07264969625599968, 0.07264969625600054, 0.07264969625599568, 0.07264969625599968, 0.07264969625600054, 0.07264969625600054]",[],"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'EAR120x', 'FACOAE100', 'HACD5i']","['ACOAD5f', 'ACOATA']",AACPS7,3HAD120,1.0897454438392282,1,9,2,9.0,0.6538472663039967,iSSON_1240,False,False,7,7,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
7,"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'ACOAD5f', 'ACOATA', 'EAR120x', 'FACOAE100', 'HACD5i']","[0.07264969625599968, 0.07264969625600054, 0.07264969625599968, 0.07264969625599968, 0.07264969625600054, 0.07264969625599568, 0.07264969625599968, 0.07264969625600054, 0.07264969625600054]","[0.07264969625599968, 0.07264969625600054, 0.07264969625599968, 0.07264969625599968, 0.07264969625600054, 0.07264969625599568, 0.07264969625599968, 0.07264969625600054, 0.07264969625600054]",[],"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'EAR120x', 'FACOAE100', 'HACD5i']","['ACOAD5f', 'ACOATA']",AACPS7,3OAR120,1.0897454438392282,1,9,2,9.0,0.6538472663039967,iSSON_1240,False,False,7,7,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
8,"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'ACOAD5f', 'ACOATA', 'EAR120x', 'FACOAE100', 'HACD5i']","[0.07264969625599968, 0.07264969625600054, 0.07264969625599968, 0.07264969625599968, 0.07264969625600054, 0.07264969625599568, 0.07264969625599968, 0.07264969625600054, 0.07264969625600054]","[0.07264969625599968, 0.07264969625600054, 0.07264969625599968, 0.07264969625599968, 0.07264969625600054, 0.07264969625599568, 0.07264969625599968, 0.07264969625600054, 0.07264969625600054]",[],"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'EAR120x', 'FACOAE100', 'HACD5i']","['ACOAD5f', 'ACOATA']",AACPS7,3OAS120,1.0897454438392282,1,9,2,9.0,0.6538472663039967,iSSON_1240,False,False,7,7,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
9,"['3HAD100', '3HAD40', '3HAD60', '3HAD80', '3OAR100', '3OAR40', '3OAR60', '3OAR80', '3OAS100', '3OAS60', '3OAS80', 'ACOAD1f', 'ACOAD2f', 'ACOAD3f', 'ACOAD4f', 'ACOATA', 'EAR100x', 'FA100ACPHi', 'EAR40x', 'EAR60x', 'EAR80x', 'KAS15', 'HACD2i', 'HACD4i']","[0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 1.3288740698799937, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003]","[0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 1.3288740698799937, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003, 0.33221851747000003]","['ACOAD1f', 'ACOAD2f', 'ACOAD3f', 'ACOAD4f', 'ACOATA']","['3HAD100', '3HAD40', '3HAD60', '3HAD80', '3OAR100', '3OAR40', '3OAR60', '3OAR80', '3OAS100', '3OAS60', '3OAS80', 'EAR100x', 'FA100ACPHi', 'EAR40x', 'EAR60x', 'EAR80x', 'KAS15', 'HACD2i', 'HACD4i']",[],ACACT1r,3HAD100,15.282051803623848,1,24,0,24.0,8.969899971689994,iSSON_1240,False,False,19,19,Membrane Lipid Metabolism,Cell Envelope Biosynthesis,False,ELE_Rxns,ELE_Rxns,PSL,True
