data31,data32,data33,data34,data35,data36,data37,data38,data39,data310,data311,data312,data313,data314,data315,data316,data317,data318,data319,data320,data321,data322,data323,data324,data325,data326,data327,data328,data329,data330,data331,data332,data333,data334,data335,data336,data337,data338,data339,data340,data341,data342,data343,data344,data345,data346,data347,data348,data349,data350,data351,data352,data353,data354,data355,data356,data357,data358,data359,data360,data361,data362,data363,data364,data365,data366,data367,data368,data369,data370,data371,data372,data373,data374,data375,data376,data377,data378,data379,data380,data381,data382,data383,data384,data385,data386,data387,data388,data389,data390,data391,data392,data393,data394,data395,data396,data397,data398,data399,data3100,data3101,data3102,data3103,data3104,data3105,data3106,data3107,data3108,data3109,data3110,data3111,data3112,data3113,data3114,data3115,data3116,data3117,data3118,data3119,data3120,data3121,data3122,data3123,data3124,data3125,data3126,data3127,data3128,data3129,data3130,data3131,data3132,data3133,data3134,data3135,data3136,data3137,data3138,data3139,data3140,data3141,data3142,data3143,data3144,data3145,data3146,data3147,data3148,data3149,data3150,data3151,data3152,data3153,data3154,data3155,data3156,data3157,data3158,data3159,data3160,data3161,data3162,data3163,data3164,data3165,data3166,data3167,data3168,data3169,data3170,data3171,data3172,data3173,data3174,data3175,data3176,data3177,data3178,data3179,data3180,data3181,data3182,data3183,data3184,data3185,data3186,data3187,data3188,data3189,data3190,data3191,data3192,data3193,data3194,data3195,data3196,data3197,data3198,data3199,data3200,data3201,data3202,data3203,data3204,data3205,data3206,data3207,data3208,data3209,data3210,data3211,data3212,data3213,data3214,data3215,data3216,data3217,data3218,data3219,data3220,data3221,data3222,data3223,data3224,data3225,data3226,data3227,data3228,data3229,data3230,data3231,data3232,data3233,data3234,data3235,data3236,data3237,data3238,data3239,data3240,data3241,data3242,data3243,data3244,data3245,data3246,data3247,data3248,data3249,data3250,data3251,data3252,data3253,data3254,data3255,data3256,data3257,data3258,data3259,data3260,data3261,data3262,data3263,data3264,data3265,data3266,data3267,data3268,data3269,data3270,data3271,data3272,data3273,data3274,data3275,data3276,data3277,data3278,data3279,data3280,data3281,data3282,data3283,data3284,data3285,data3286,data3287,data3288,data3289,data3290,data3291,data3292,data3293,data3294,data3295,data3296,data3297,data3298,data3299,data3300,data3301,data3302,data3303,data3304,data3305,data3306,data3307,data3308,data3309,data3310,data3311,data3312,data3313,data3314,data3315,data3316,data3317,data3318,data3319,data3320,data3321,data3322,data3323,data3324,data3325
Synthetic Lethal Pair,,Size of minReSet,Total flux difference(abs),Reactions in minReSet/ Flux difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMEti,GLUTRS,58,0.000253004937496151,CPPPGO,CS,ADNt2,ADSK,EX_pheme_e,AKGt2r,ACONT,ANS,EX_fe2_e,EX_glu__L_e,ASNN,BPNT,EX_nmn_e,EX_orn_e,EX_pro__L_e,EX_so4_e,DPCOAK,EX_urea_e,FCLT,FE2abc,GLNabc,FOLD3,GLUN,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,G6PDH2r,GMPR,EX_adn_e,EX_akg_e,HEMEti,HMBS,HPPK,HXPRT,ICDHyr,PGL,NMNAT,NMNTP,PPBNGS,ORNt2r,P5CD,PPM,SULR,PAPSR,SULabc,PPPGO,PROD2,PROabc,UPP3S,UPPDC1,UREAt,PTPATi,PUNP1,PYRDC,SADT2,SERD_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.7411794e-06,1.76145446930103e-06,2.62427033144329e-06,1.32710905627357e-06,3.74118106930273e-06,3.76855289363313e-06,3.67477912782892e-06,1.3071009368204e-06,3.7411794e-06,4.96016815051197e-06,3.77013133560382e-06,2.03640295732915e-06,1.49067816668086e-06,3.34546947089321e-06,5.06083027329683e-06,1.32710905627357e-06,1.84906107285635e-06,3.48584273794176e-06,3.7411794e-06,3.7411794e-06,5.42356694541487e-06,2.30522639131185e-06,2.05672960251458e-06,2.99294352e-05,2.99294352e-05,1.24109279372802e-06,2.99294352e-05,4.96016815051196e-06,1.61553777012117e-06,2.43374072073088e-06,2.62427033144329e-06,3.76855289363313e-06,3.74118106930273e-06,3.7411794e-06,2.30522639131185e-06,1.23825779271836e-06,3.67477912782892e-06,1.10432528388393e-06,1.49067816668086e-06,1.49067816668086e-06,1.49647176e-05,3.34546947089321e-06,4.56485901523251e-06,2.5696821274611e-06,1.32710905627357e-06,1.32710905627357e-06,1.32710905627357e-06,3.7411794e-06,2.45130092561298e-06,2.43706188898111e-06,3.7411794e-06,3.7411794e-06,3.48584273794176e-06,1.84906107285635e-06,1.95455569758692e-06,1.4305786283039e-06,1.32710905627357e-06,1.9214786023789e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMEti,G1SAT,58,0.000253004937496151,CPPPGO,CS,ADNt2,ADSK,EX_pheme_e,AKGt2r,ACONT,ANS,EX_fe2_e,EX_glu__L_e,ASNN,BPNT,EX_nmn_e,EX_orn_e,EX_pro__L_e,EX_so4_e,DPCOAK,EX_urea_e,FCLT,FE2abc,GLNabc,FOLD3,GLUN,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,G6PDH2r,GMPR,EX_adn_e,EX_akg_e,HEMEti,HMBS,HPPK,HXPRT,ICDHyr,PGL,NMNAT,NMNTP,PPBNGS,ORNt2r,P5CD,PPM,SULR,PAPSR,SULabc,PPPGO,PROD2,PROabc,UPP3S,UPPDC1,UREAt,PTPATi,PUNP1,PYRDC,SADT2,SERD_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.7411794e-06,1.76145446930103e-06,2.62427033144329e-06,1.32710905627357e-06,3.74118106930273e-06,3.76855289363313e-06,3.67477912782892e-06,1.3071009368204e-06,3.7411794e-06,4.96016815051197e-06,3.77013133560382e-06,2.03640295732915e-06,1.49067816668086e-06,3.34546947089321e-06,5.06083027329683e-06,1.32710905627357e-06,1.84906107285635e-06,3.48584273794176e-06,3.7411794e-06,3.7411794e-06,5.42356694541487e-06,2.30522639131185e-06,2.05672960251458e-06,2.99294352e-05,2.99294352e-05,1.24109279372802e-06,2.99294352e-05,4.96016815051196e-06,1.61553777012117e-06,2.43374072073088e-06,2.62427033144329e-06,3.76855289363313e-06,3.74118106930273e-06,3.7411794e-06,2.30522639131185e-06,1.23825779271836e-06,3.67477912782892e-06,1.10432528388393e-06,1.49067816668086e-06,1.49067816668086e-06,1.49647176e-05,3.34546947089321e-06,4.56485901523251e-06,2.5696821274611e-06,1.32710905627357e-06,1.32710905627357e-06,1.32710905627357e-06,3.7411794e-06,2.45130092561298e-06,2.43706188898111e-06,3.7411794e-06,3.7411794e-06,3.48584273794176e-06,1.84906107285635e-06,1.95455569758692e-06,1.4305786283039e-06,1.32710905627357e-06,1.9214786023789e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMEti,HMBS,58,0.000253004894861367,CPPPGO,CS,ADNt2,ADSK,EX_pheme_e,AKGt2r,ACONT,ANS,EX_fe2_e,EX_glu__L_e,ASNN,BPNT,EX_nmn_e,EX_orn_e,EX_pro__L_e,EX_so4_e,DPCOAK,EX_urea_e,FCLT,FE2abc,GLNabc,FOLD3,GLUN,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,G6PDH2r,GMPR,EX_adn_e,EX_akg_e,HEMEti,HMBS,HPPK,HXPRT,ICDHyr,PGL,NMNAT,NMNTP,PPBNGS,ORNt2r,P5CD,PPM,SULR,PAPSR,SULabc,PPPGO,PROD2,PROabc,UPP3S,UPPDC1,UREAt,PTPATi,PUNP1,PYRDC,SADT2,SERD_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.7411794e-06,1.76150685808908e-06,2.62425967977505e-06,1.32706110730882e-06,3.74118106930524e-06,3.76851814022934e-06,3.67476854141728e-06,1.30709855818839e-06,3.7411794e-06,4.96013379591904e-06,3.77013550740248e-06,2.036345547825e-06,1.49073357454945e-06,3.34549301127896e-06,5.06071606991757e-06,1.3271506957898e-06,1.84906610531728e-06,3.48588689272881e-06,3.7411794e-06,3.7411794e-06,5.4235834459071e-06,2.30521059596071e-06,2.05672325622069e-06,2.99294352e-05,2.99294352e-05,1.24104424397808e-06,2.99294352e-05,4.96013379591904e-06,1.6155990000081e-06,2.43377567866558e-06,2.62425967977505e-06,3.76851814022935e-06,3.74118106930524e-06,3.7411794e-06,2.30521059596071e-06,1.23825358407566e-06,3.67476854141728e-06,1.10436550533187e-06,1.49073357454945e-06,1.49073357454945e-06,1.49647176e-05,3.34549301127896e-06,4.56491477897383e-06,2.56967255990859e-06,1.32706110730882e-06,1.32706110730882e-06,1.32706110730882e-06,3.7411794e-06,2.4512961682431e-06,2.43706612534256e-06,3.7411794e-06,3.7411794e-06,3.48588689272881e-06,1.84906610531728e-06,1.95454797986467e-06,1.43062468646731e-06,1.32706110730882e-06,1.92147428711113e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMEti,PPBNGS,58,0.000253004937496151,CPPPGO,CS,ADNt2,ADSK,EX_pheme_e,AKGt2r,ACONT,ANS,EX_fe2_e,EX_glu__L_e,ASNN,BPNT,EX_nmn_e,EX_orn_e,EX_pro__L_e,EX_so4_e,DPCOAK,EX_urea_e,FCLT,FE2abc,GLNabc,FOLD3,GLUN,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,G6PDH2r,GMPR,EX_adn_e,EX_akg_e,HEMEti,HMBS,HPPK,HXPRT,ICDHyr,PGL,NMNAT,NMNTP,PPBNGS,ORNt2r,P5CD,PPM,SULR,PAPSR,SULabc,PPPGO,PROD2,PROabc,UPP3S,UPPDC1,UREAt,PTPATi,PUNP1,PYRDC,SADT2,SERD_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.7411794e-06,1.76145446930103e-06,2.62427033144329e-06,1.32710905627357e-06,3.74118106930273e-06,3.76855289363313e-06,3.67477912782892e-06,1.3071009368204e-06,3.7411794e-06,4.96016815051197e-06,3.77013133560382e-06,2.03640295732915e-06,1.49067816668086e-06,3.34546947089321e-06,5.06083027329683e-06,1.32710905627357e-06,1.84906107285635e-06,3.48584273794176e-06,3.7411794e-06,3.7411794e-06,5.42356694541487e-06,2.30522639131185e-06,2.05672960251458e-06,2.99294352e-05,2.99294352e-05,1.24109279372802e-06,2.99294352e-05,4.96016815051196e-06,1.61553777012117e-06,2.43374072073088e-06,2.62427033144329e-06,3.76855289363313e-06,3.74118106930273e-06,3.7411794e-06,2.30522639131185e-06,1.23825779271836e-06,3.67477912782892e-06,1.10432528388393e-06,1.49067816668086e-06,1.49067816668086e-06,1.49647176e-05,3.34546947089321e-06,4.56485901523251e-06,2.5696821274611e-06,1.32710905627357e-06,1.32710905627357e-06,1.32710905627357e-06,3.7411794e-06,2.45130092561298e-06,2.43706188898111e-06,3.7411794e-06,3.7411794e-06,3.48584273794176e-06,1.84906107285635e-06,1.95455569758692e-06,1.4305786283039e-06,1.32710905627357e-06,1.9214786023789e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMEti,PPPGO,58,0.000253004937496151,CPPPGO,CS,ADNt2,ADSK,EX_pheme_e,AKGt2r,ACONT,ANS,EX_fe2_e,EX_glu__L_e,ASNN,BPNT,EX_nmn_e,EX_orn_e,EX_pro__L_e,EX_so4_e,DPCOAK,EX_urea_e,FCLT,FE2abc,GLNabc,FOLD3,GLUN,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,G6PDH2r,GMPR,EX_adn_e,EX_akg_e,HEMEti,HMBS,HPPK,HXPRT,ICDHyr,PGL,NMNAT,NMNTP,PPBNGS,ORNt2r,P5CD,PPM,SULR,PAPSR,SULabc,PPPGO,PROD2,PROabc,UPP3S,UPPDC1,UREAt,PTPATi,PUNP1,PYRDC,SADT2,SERD_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.7411794e-06,1.76145446930103e-06,2.62427033144329e-06,1.32710905627357e-06,3.74118106930273e-06,3.76855289363313e-06,3.67477912782892e-06,1.3071009368204e-06,3.7411794e-06,4.96016815051197e-06,3.77013133560382e-06,2.03640295732915e-06,1.49067816668086e-06,3.34546947089321e-06,5.06083027329683e-06,1.32710905627357e-06,1.84906107285635e-06,3.48584273794176e-06,3.7411794e-06,3.7411794e-06,5.42356694541487e-06,2.30522639131185e-06,2.05672960251458e-06,2.99294352e-05,2.99294352e-05,1.24109279372802e-06,2.99294352e-05,4.96016815051196e-06,1.61553777012117e-06,2.43374072073088e-06,2.62427033144329e-06,3.76855289363313e-06,3.74118106930273e-06,3.7411794e-06,2.30522639131185e-06,1.23825779271836e-06,3.67477912782892e-06,1.10432528388393e-06,1.49067816668086e-06,1.49067816668086e-06,1.49647176e-05,3.34546947089321e-06,4.56485901523251e-06,2.5696821274611e-06,1.32710905627357e-06,1.32710905627357e-06,1.32710905627357e-06,3.7411794e-06,2.45130092561298e-06,2.43706188898111e-06,3.7411794e-06,3.7411794e-06,3.48584273794176e-06,1.84906107285635e-06,1.95455569758692e-06,1.4305786283039e-06,1.32710905627357e-06,1.9214786023789e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMEti,UPP3S,58,0.000253004937496151,CPPPGO,CS,ADNt2,ADSK,EX_pheme_e,AKGt2r,ACONT,ANS,EX_fe2_e,EX_glu__L_e,ASNN,BPNT,EX_nmn_e,EX_orn_e,EX_pro__L_e,EX_so4_e,DPCOAK,EX_urea_e,FCLT,FE2abc,GLNabc,FOLD3,GLUN,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,G6PDH2r,GMPR,EX_adn_e,EX_akg_e,HEMEti,HMBS,HPPK,HXPRT,ICDHyr,PGL,NMNAT,NMNTP,PPBNGS,ORNt2r,P5CD,PPM,SULR,PAPSR,SULabc,PPPGO,PROD2,PROabc,UPP3S,UPPDC1,UREAt,PTPATi,PUNP1,PYRDC,SADT2,SERD_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.7411794e-06,1.76145446930103e-06,2.62427033144329e-06,1.32710905627357e-06,3.74118106930273e-06,3.76855289363313e-06,3.67477912782892e-06,1.3071009368204e-06,3.7411794e-06,4.96016815051197e-06,3.77013133560382e-06,2.03640295732915e-06,1.49067816668086e-06,3.34546947089321e-06,5.06083027329683e-06,1.32710905627357e-06,1.84906107285635e-06,3.48584273794176e-06,3.7411794e-06,3.7411794e-06,5.42356694541487e-06,2.30522639131185e-06,2.05672960251458e-06,2.99294352e-05,2.99294352e-05,1.24109279372802e-06,2.99294352e-05,4.96016815051196e-06,1.61553777012117e-06,2.43374072073088e-06,2.62427033144329e-06,3.76855289363313e-06,3.74118106930273e-06,3.7411794e-06,2.30522639131185e-06,1.23825779271836e-06,3.67477912782892e-06,1.10432528388393e-06,1.49067816668086e-06,1.49067816668086e-06,1.49647176e-05,3.34546947089321e-06,4.56485901523251e-06,2.5696821274611e-06,1.32710905627357e-06,1.32710905627357e-06,1.32710905627357e-06,3.7411794e-06,2.45130092561298e-06,2.43706188898111e-06,3.7411794e-06,3.7411794e-06,3.48584273794176e-06,1.84906107285635e-06,1.95455569758692e-06,1.4305786283039e-06,1.32710905627357e-06,1.9214786023789e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMEti,UPPDC1,58,0.000253004937496151,CPPPGO,CS,ADNt2,ADSK,EX_pheme_e,AKGt2r,ACONT,ANS,EX_fe2_e,EX_glu__L_e,ASNN,BPNT,EX_nmn_e,EX_orn_e,EX_pro__L_e,EX_so4_e,DPCOAK,EX_urea_e,FCLT,FE2abc,GLNabc,FOLD3,GLUN,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,G6PDH2r,GMPR,EX_adn_e,EX_akg_e,HEMEti,HMBS,HPPK,HXPRT,ICDHyr,PGL,NMNAT,NMNTP,PPBNGS,ORNt2r,P5CD,PPM,SULR,PAPSR,SULabc,PPPGO,PROD2,PROabc,UPP3S,UPPDC1,UREAt,PTPATi,PUNP1,PYRDC,SADT2,SERD_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.7411794e-06,1.76145446930103e-06,2.62427033144329e-06,1.32710905627357e-06,3.74118106930273e-06,3.76855289363313e-06,3.67477912782892e-06,1.3071009368204e-06,3.7411794e-06,4.96016815051197e-06,3.77013133560382e-06,2.03640295732915e-06,1.49067816668086e-06,3.34546947089321e-06,5.06083027329683e-06,1.32710905627357e-06,1.84906107285635e-06,3.48584273794176e-06,3.7411794e-06,3.7411794e-06,5.42356694541487e-06,2.30522639131185e-06,2.05672960251458e-06,2.99294352e-05,2.99294352e-05,1.24109279372802e-06,2.99294352e-05,4.96016815051196e-06,1.61553777012117e-06,2.43374072073088e-06,2.62427033144329e-06,3.76855289363313e-06,3.74118106930273e-06,3.7411794e-06,2.30522639131185e-06,1.23825779271836e-06,3.67477912782892e-06,1.10432528388393e-06,1.49067816668086e-06,1.49067816668086e-06,1.49647176e-05,3.34546947089321e-06,4.56485901523251e-06,2.5696821274611e-06,1.32710905627357e-06,1.32710905627357e-06,1.32710905627357e-06,3.7411794e-06,2.45130092561298e-06,2.43706188898111e-06,3.7411794e-06,3.7411794e-06,3.48584273794176e-06,1.84906107285635e-06,1.95455569758692e-06,1.4305786283039e-06,1.32710905627357e-06,1.9214786023789e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME1,AKO,167,11.528890575293,CPPPGO,CTPS1,CYTK1,DAAD,ADPT,EX_phe__L_e,DAPDC,EX_pheme_e,DAPE,DASYN_HP,DB4PS,AHSERL2,AKGt2r,AKO,DCTPD,ALAt2r,DCTPD2,ALCD2y,ACALDt,ACOATA,DDPA,ACP1_FMN,DHDPRy,ACPS,DHDPS,ACS,ANPRT,ANS,ANS2,ADD,EX_fe2_e,APRAUR,EX_for_e,ARGSL,ARGSS,EX_glu__L_e,DHPPDA,ASAD,ASNN,DHPS,ASNS2,DHQTi,ASPK,EX_h2co3_e,EX_h2o_e,EX_hxan_e,ASPT,ASPTA,DHQS,EX_lys__L_e,BPNT,EX_orn_e,EX_pro__L_e,EX_pyr_e,CAT,CBPS,CCP,CDAPPA_HP,EX_ser__L_e,CHORM,CHORS,EX_trp__L_e,DPCOAK,EX_tyr__L_e,EX_urea_e,FADOX,EX_etoh_e,GART,FCLT,DUTPDP,FE2abc,EDA,EDD,FOLD3,FORt,ETOHt2r,GLUDy,GLUN,FRD5,FRDO,FTHFD,FTHFLi,FUM,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,EX_acald_e,G5SADs,G6PDH1,G6PDH2r,GMPR,GMPS2,GND,EX_akg_e,GTPCII,LYSt2r,H2CO3TP,H2Ot,MDH4,HEMEti,ME1,HMBS,HPPK,HXPRT,HYXNt,PGI,NADPHQR,IGPS,IMPD,PGL,KAS14,NDPK3,NDPK6,NDPK7,NO3t2,NO3t3,SHKK,PHETA1,PHEt2r,OCBT,SHSL2r,PMDPHT,OOR3r,PPBNGS,ORNt2r,P5CD,P5CR,SUCCt2r,SUCFUMt,TALA,THDPS,PPND,PPNDH,PPPGO,TKT1,TKT2,PRAIi,TRPS1,TRPS2,TRPS3,TRPt2r,TYRTA,TYRt2r,PROD2,PROabc,PSCVT,UPP3S,UPPDC1,UREAt,PTPATi,URIDK2r,PYRDC,PYRt2,RBFK,RBFSa,RBFSb,RNDR3,RNDR4,RPE,RPI,SDPDS,SDPTA,SERD_L,SERt2r,SHK3Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
