table_new
ACOAD8f,AACPS6,FACOAE180,FADRx2,MACPD
ACOAD8f,ACOATA,AACPS6,FACOAE180,FADRx2,MACPD
ACOAD8f,ACOATA,AACPS6,FACOAE180,FADRx2,MACPD
ACOAD8f,AACPS6,FACOAE161,FACOAE180,FACOAL181t2pp,CTECOAI8
ACOAD8f,AACPS4,AACPS6,EAR181y,FACOAE161,FACOAE180,CTECOAI8
ACOATA,AACPS7,FACOAE120,FADRx2,MACPD
AACPS7,ECOAH6,FACOAE120,HACD6i,ACACT9
ACOATA,AACPS7,FACOAE120,FADRx2,MACPD
AACPS7,ECOAH6,FACOAE120,HACD6i,ACACT9
AACPS7,ECOAH6,FACOAE120,HACD6i,ACACT9
ACOAD7f,ACOATA,AACPS3,FACOAE160,FADRx2,MACPD
ACOAD7f,AACPS3,FACOAE160,FADRx2,MACPD
ACOAD8f,AACPS6,FACOAE180,FADRx2,MACPD
ACOAD8f,ACOATA,AACPS6,FACOAE180,FADRx2,MACPD
ACOAD8f,ACOATA,AACPS6,FACOAE180,FADRx2,MACPD
ACOAD8f,AACPS6,FACOAE161,FACOAE180,FACOAL181t2pp,CTECOAI8
ACOAD8f,AACPS4,AACPS6,EAR181y,FACOAE161,FACOAE180,CTECOAI8
ACOATA,AACPS7,FACOAE120,FADRx2,MACPD
AACPS7,ECOAH6,FACOAE120,HACD6i,ACACT9
ACOATA,AACPS7,FACOAE120,FADRx2,MACPD
AACPS7,ECOAH6,FACOAE120,HACD6i,ACACT9
AACPS7,ECOAH6,FACOAE120,HACD6i,ACACT9
ACOAD7f,ACOATA,AACPS3,FACOAE160,FADRx2,MACPD
ACOAD7f,AACPS3,FACOAE160,FADRx2,MACPD
ACOAD8f,AACPS6,FACOAE180,FADRx2,MACPD
ACOAD8f,ACOATA,AACPS6,FACOAE180,FADRx2,MACPD
ACOAD8f,ACOATA,AACPS6,FACOAE180,FADRx2,MACPD
ACOAD8f,AACPS6,FACOAE161,FACOAE180,FACOAL181t2pp,CTECOAI8
ACOAD8f,AACPS4,AACPS6,EAR181y,FACOAE161,FACOAE180,CTECOAI8
ACOATA,AACPS7,FACOAE120,FADRx2,MACPD
AACPS7,ECOAH6,FACOAE120,HACD6i,ACACT9
ACOATA,AACPS7,FACOAE120,FADRx2,MACPD
AACPS7,ECOAH6,FACOAE120,HACD6i,ACACT9
AACPS7,ECOAH6,FACOAE120,HACD6i,ACACT9
ACOAD6f,AACPS1,FACOAE140,FADRx2,MACPD
AACPS1,FACOAE140,FADRx2,MACPD
ACOAD7f,ACOATA,AACPS3,FACOAE160,FADRx2,MACPD
ACOAD7f,AACPS3,FACOAE160,FADRx2,MACPD
ASNS1
DHORD2
EAR121y
EAR141y
DKMPPD,NTP3,NTPP6
EAR161y
EAR181y
EAR40y
EAR60y
EAR80y
2AGPEAT140,2AGPEAT160,3PEPTabcpp,4PCPpp,ASPO5,ASPT,CPPPGO,EAR140y,EAR160y,EX_for_e,EX_ptrc_e,FADRx2,FDH4pp,FLDR,FORtex,FORtppi,GLXCL,GLYCK,GLYCK2,GLYCL,GLYCTO3,GLUSy,GMPR,GUAPRT,GUAt2pp,CTECOAI7,NADPHQR4,LYSt2pp,PGP160abcpp,PGP180abcpp,PGPP160pp,PGPP180pp,PTRCtex,THMDt2pp_copy1,TMDK1,TRSARr,UM3PL,SULR,BIOMASS_iRR1083
NACODA

