Type,Rxn_1_Type,Rxn_2_Type,Count,Fraction,Rxn_1_Prod,Rxn_2_Prod
PSL,ELE_Rxns,ELE_Rxns,202,0.7593984962406015,202,202
PSL,MLE_Rxns,MLE_Rxns,30,0.11278195488721804,30,30
PSL,ZeroFlux_Rxns,ZeroFlux_Rxns,1,0.0037593984962406013,1,1
PSL,pFBAOpt_Rxns,ELE_Rxns,5,0.018796992481203006,5,5
PSL,pFBAOpt_Rxns,MLE_Rxns,2,0.007518796992481203,2,2
PSL,pFBAOpt_Rxns,pFBAOpt_Rxns,1,0.0037593984962406013,1,1
RSL,ELE_Rxns,ELE_Rxns,14,0.05263157894736842,14,14
RSL,ELE_Rxns,pFBAOpt_Rxns,3,0.011278195488721804,3,3
RSL,pFBAOpt_Rxns,pFBAOpt_Rxns,8,0.03007518796992481,8,8
