table_new_1,table_new_2,table_new_3,table_new_4,table_new_5,table_new_6,table_new_7,table_new_8,table_new_9,table_new_10,table_new_11,table_new_12,table_new_13,table_new_14,table_new_15,table_new_16,table_new_17,table_new_18,table_new_19,table_new_20,table_new_21,table_new_22,table_new_23,table_new_24,table_new_25,table_new_26,table_new_27,table_new_28,table_new_29,table_new_30,table_new_31,table_new_32,table_new_33,table_new_34,table_new_35,table_new_36,table_new_37,table_new_38,table_new_39,table_new_40,table_new_41,table_new_42,table_new_43,table_new_44,table_new_45,table_new_46,table_new_47,table_new_48,table_new_49,table_new_50,table_new_51,table_new_52,table_new_53,table_new_54,table_new_55,table_new_56,table_new_57,table_new_58,table_new_59,table_new_60,table_new_61,table_new_62,table_new_63,table_new_64,table_new_65,table_new_66,table_new_67,table_new_68,table_new_69,table_new_70,table_new_71,table_new_72,table_new_73,table_new_74,table_new_75,table_new_76,table_new_77,table_new_78,table_new_79,table_new_80,table_new_81,table_new_82,table_new_83,table_new_84,table_new_85,table_new_86,table_new_87,table_new_88,table_new_89,table_new_90,table_new_91,table_new_92,table_new_93,table_new_94,table_new_95,table_new_96,table_new_97,table_new_98,table_new_99,table_new_100,table_new_101,table_new_102,table_new_103,table_new_104,table_new_105,table_new_106,table_new_107,table_new_108,table_new_109,table_new_110,table_new_111,table_new_112,table_new_113,table_new_114,table_new_115,table_new_116,table_new_117,table_new_118
0.00684504769742489,0.00684504774470559,0.00684504769742489,0.00684504758100957,0.00684504766183982,0.00684504774470559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00108446227386594,0.00108446239028126,0.00108446224452696,0.00108446236094228,0.00108446236094228,0.00108446224452696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000122355413623154,0.000286130784459821,0.0563168391818181,0.00017994685354699,0.0561862369650044,0.000367978967639722,0.000410252458658291,0.000367978967639722,0.000410252458658291,0.000123176423465817,0.000340632279403508,0.000458793714642525,0.000367978967639722,0.000410252458658291,0.000367978967639722,0.000453035347163677,6.96202201802606e-05,9.5449783093492e-05,0.000190681001366329,0.00017994685354699,0.000366687718492736,0.000367978967639722,0.00041049607373578,0.000410252458658291,0.00017994685354699,0.000286130784459821,0.00010562130475621,0.000286130784459821,3.16760269924998e-05,0.000235365238040686,0.000169252117329322,0.000286130784459821,0.000286130784459821,0.00017994685354699,0.000286130784459821,4.20302935888315e-06,1.79578782990575e-05,0.000202449787983366,6.2367244563122e-06,7.60771799832582e-05,3.36599293879092e-05,7.96648497277379e-05,0.000147592373226722,7.72509956732392e-05,3.62388582301958e-06,0.000182672054506838,7.82879069447517e-05,0.000221294585488474,0.000147592373226722,1.93847997373687e-05,7.72509657259255e-05,3.11336480081081e-05,0.000182672044148497,7.82878914403675e-05,0.00010066198144343,0.000228573376042002,0.000142339977614481,3.62388582301958e-06,0.000406649825493741,0.00028613188336705,4.73666238576405e-06,0.000227022101171315,0.000100662000477314,6.39956331177092e-05,0.000287401627066992,0.000532113332826878,0.0001133229488873,7.43855883859309e-05,0.000243012156812364,0.000228573376042002,6.45741509255051e-05,3.36599769070745e-05,1.04616732184565e-05,3.62389255315065e-06,3.62388582301958e-06,0.000286130784459821,0.000286130784459821,4.20302935888315e-06,0.000142339966259897,0.000406649778597057,8.39728189536391e-05,7.96648497277379e-05,0.000235365150235304,0.000147232320159674,0.00017994685354699,9.70997941823213e-05,0.000286131864413619,7.43855489417911e-05,0.000227022101171315,8.50563348262303e-05,6.3995597884059e-05,2.14308141390806e-05,2.03767846794175e-05,0.000287401606328785,1.95992302575235e-05,1.78151333590241e-05,1.00399752264943e-05,0.000340632279403508,0.000453035347163677,8.45469820371378e-05,0.000410252483561635,0.000410252483561635,8.45469820371378e-05,8.45469820371378e-05,7.7550856734879e-05,8.50563348262303e-05,1.79579114263594e-05,0.000286130816675723,0.000473814634240336,0.000122355449578306,0.000123176423465817,0.000366687718492736,0.000458793720396498,0.00041049607373578,8.50563348262303e-05,9.54619797206269e-05,0.000113322981633246,3.62388582301958e-06
1.36287417262793e-05,1.36287908915547e-05,1.36290740370484e-05,1.36287417262793e-05,1.36290740370484e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00321998899423253,0.00321998904612847,0.00161000061780214,0.00161000072942052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00689097627078702,0.00689097528848513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0167553335195407,0.00295923778321594,7.91740603744984e-06,0.0152547210717306,5.05801787012011e-05,0.000297002186859189,0.000297002186859189,6.35372098936951e-06,0.000297002261504531,3.34565993398428e-06,0.000297002186859189,0.0502248491868045,5.20434696227312e-06,0.000297014753080773,0.000297002186859189,8.79552680999041e-06,0.00298692088291036,0.0167129590408877,0.0335123541299254,0.0029591042548418,0.0029591042548418,0.00301232650953076,0.0152081275591627,0.0295751122222225,0.0167570206103846,0.0167553335195407,1.43747448293208e-06,9.47422813624144e-06,0.000104796121282639,1.82124722287388e-05,3.7680147215724e-06,0.00303420072951577,9.4226561486721e-06,4.03821468353271e-06,3.76797924039711e-06,9.42264086275894e-06,9.61617448775043e-05,4.03826807973771e-06,3.56076242265203e-06,3.32326158093144e-05,0.0502248491868045,1.11466182525465e-05,4.1525584342849e-05,2.19559048837215e-06,1.11466506496072e-05,0.018220454105176,5.54276241111588e-06,0.00025403406471014,2.03879350228059e-05,3.40337469400317e-06,0.0152547210717306,0.000293228361794101,5.51135744899511e-05,5.5113606679735e-05,8.42965620984158e-06,3.56076242265203e-06,1.38900477110877e-05,9.71428767577855e-06,0.000513383394095868,1.43749639391899e-06,0.0502248491868045,3.32326162606478e-05,1.60594470638518e-06,1.15513035629129e-05,0.0151378255435503,4.15255781263113e-05,3.40340193361044e-06,2.19559296965599e-06,0.0182138253574623,5.54276630282402e-06,0.000253114912203305,0.00303563755957705,0.000297002261504531,0.000594004373718379,0.000297002261504531,0.000297002261504531,0.000594004373718379,0.000594004373718379,0.000593643497611357,9.47424062245142e-06,0.00389320945517033,0.000889924116376965,7.91737049748997e-06,0.000881577935799767,0.00303475364326542,0.00390069537891536,8.79549129953472e-06,0.00390069537891536,0.00390069537891536,6.35372098936951e-06,3.34568745151285e-06,0.000297014753080773,5.5113606679735e-05,8.42965620984158e-06,0.00296651748176577,2.03879317268729e-05,,,,,,,,,,,,,,,,,,,,,,
0.0167553335195407,0.00295923778321594,7.91740603744984e-06,0.0152547210717306,5.05801787012011e-05,0.000297002186859189,0.000297002186859189,6.35372098936951e-06,0.000297002261504531,3.34565993398428e-06,0.000297002186859189,0.0502248491868045,5.20434696227312e-06,0.000297014753080773,0.000297002186859189,8.79552680999041e-06,0.00298692088291036,0.0167129590408877,0.0335123541299254,0.0029591042548418,0.0029591042548418,0.00301232650953076,0.0152081275591627,0.0295751122222225,0.0167570206103846,0.0167553335195407,1.43747448293208e-06,9.47422813624144e-06,0.000104796121282639,1.82124722287388e-05,3.7680147215724e-06,0.00303420072951577,9.4226561486721e-06,4.03821468353271e-06,3.76797924039711e-06,9.42264086275894e-06,9.61617448775043e-05,4.03826807973771e-06,3.56076242265203e-06,3.32326158093144e-05,0.0502248491868045,1.11466182525465e-05,4.1525584342849e-05,2.19559048837215e-06,1.11466506496072e-05,0.018220454105176,5.54276241111588e-06,0.00025403406471014,2.03879350228059e-05,3.40337469400317e-06,0.0152547210717306,0.000293228361794101,5.51135744899511e-05,5.5113606679735e-05,8.42965620984158e-06,3.56076242265203e-06,1.38900477110877e-05,9.71428767577855e-06,0.000513383394095868,1.43749639391899e-06,0.0502248491868045,3.32326162606478e-05,1.60594470638518e-06,1.15513035629129e-05,0.0151378255435503,4.15255781263113e-05,3.40340193361044e-06,2.19559296965599e-06,0.0182138253574623,5.54276630282402e-06,0.000253114912203305,0.00303563755957705,0.000297002261504531,0.000594004373718379,0.000297002261504531,0.000297002261504531,0.000594004373718379,0.000594004373718379,0.000593643497611357,9.47424062245142e-06,0.00389320945517033,0.000889924116376965,7.91737049748997e-06,0.000881577935799767,0.00303475364326542,0.00390069537891536,8.79549129953472e-06,0.00390069537891536,0.00390069537891536,6.35372098936951e-06,3.34568745151285e-06,0.000297014753080773,5.5113606679735e-05,8.42965620984158e-06,0.00296651748176577,2.03879317268729e-05,,,,,,,,,,,,,,,,,,,,,,
0.0167553335195407,0.00295923778321594,7.91740603744984e-06,0.0152547210717306,5.05801787012011e-05,0.000297002186859189,0.000297002186859189,6.35372098936951e-06,0.000297002261504531,3.34565993398428e-06,0.000297002186859189,0.0502248491868045,5.20434696227312e-06,0.000297014753080773,0.000297002186859189,8.79552680999041e-06,0.00298692088291036,0.0167129590408877,0.0335123541299254,0.0029591042548418,0.0029591042548418,0.00301232650953076,0.0152081275591627,0.0295751122222225,0.0167570206103846,0.0167553335195407,1.43747448293208e-06,9.47422813624144e-06,0.000104796121282639,1.82124722287388e-05,3.7680147215724e-06,0.00303420072951577,9.4226561486721e-06,4.03821468353271e-06,3.76797924039711e-06,9.42264086275894e-06,9.61617448775043e-05,4.03826807973771e-06,3.56076242265203e-06,3.32326158093144e-05,0.0502248491868045,1.11466182525465e-05,4.1525584342849e-05,2.19559048837215e-06,1.11466506496072e-05,0.018220454105176,5.54276241111588e-06,0.00025403406471014,2.03879350228059e-05,3.40337469400317e-06,0.0152547210717306,0.000293228361794101,5.51135744899511e-05,5.5113606679735e-05,8.42965620984158e-06,3.56076242265203e-06,1.38900477110877e-05,9.71428767577855e-06,0.000513383394095868,1.43749639391899e-06,0.0502248491868045,3.32326162606478e-05,1.60594470638518e-06,1.15513035629129e-05,0.0151378255435503,4.15255781263113e-05,3.40340193361044e-06,2.19559296965599e-06,0.0182138253574623,5.54276630282402e-06,0.000253114912203305,0.00303563755957705,0.000297002261504531,0.000594004373718379,0.000297002261504531,0.000297002261504531,0.000594004373718379,0.000594004373718379,0.000593643497611357,9.47424062245142e-06,0.00389320945517033,0.000889924116376965,7.91737049748997e-06,0.000881577935799767,0.00303475364326542,0.00390069537891536,8.79549129953472e-06,0.00390069537891536,0.00390069537891536,6.35372098936951e-06,3.34568745151285e-06,0.000297014753080773,5.5113606679735e-05,8.42965620984158e-06,0.00296651748176577,2.03879317268729e-05,,,,,,,,,,,,,,,,,,,,,,
0.00100463658572032,0.00100463658572032,0.00100463658572032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
