,Organism,num_diff,median_num_diff,Norm
0,STM_v1_0,-8.154761904761905,-1.0,Zero
1,STM_v1_0,-8.166666666666666,-1.5,One
2,STM_v1_0,0.6309523809523809,0.0,Two
