Organism,num_diff,median_num_diff
STM_v1_0,36.42261904761905,-2.0
e_coli_core,12.534090909090908,21.0
iIT341,7.777777777777778,2.0
iJO1366,-24.19402985074627,-64.0
iML1515,-23.65034965034965,-48.0
iNJ661,15.733333333333333,3.0
iPC815,7.285714285714286,-3.0
iSSON_1240,-21.93632958801498,-63.0
iYL1228,-13.708333333333334,-20.0
