Organism,num_diff,median_num_diff
STM_v1_0,40.18343195266272,2.0
e_coli_core,15.329545454545455,21.0
iIT341,7.511627906976744,1.0
iJO1366,-1.0413533834586466,-17.0
iML1515,0.05263157894736842,-16.0
iNJ661,7.533333333333333,2.0
iPC815,0.6772486772486772,2.0
iSSON_1240,0.011278195488721804,-18.0
iYL1228,-14.916666666666666,-5.0
