Organism,net_diff,median_net_diff
STM_v1_0,29.675845806866636,-0.008418576549403589
e_coli_core,114.23229166747802,164.4471424294091
iIT341,3.2027355127652126,0.00014964724509671908
iJO1366,-1.8356634980461881,-24.79030052866029
iML1515,3.8586970556173683,-21.868424169927515
iNJ661,1.2522842073386007,0.022020678829784972
iPC815,0.1983268659706469,-8.364937259641714e-05
iSSON_1240,2.437557550400036,-24.7858128233537
iYL1228,-38.00094419695799,-75.64846451828072
