,Organism,net_diff,median_net_diff,Norm
0,iSSON_1240,-1.1007097057144226,-2.325529622290256,Zero
1,iSSON_1240,-0.5821848413727921,-1.3288740698767303,One
2,iSSON_1240,-0.5518285020270448,-1.2737302792871126,Two
