,rxns,diff_flux,abs_diff_flux,PathShort,PathLong,pathCommon,del_rxn1,del_rxn2,totalFluxDiff,solStatus,sl_size,common_sl_size,num_diff,net_diff,Organism,rxn1_short_bool,rxn2_short_bool,rxn1_cluster_len,rxn2_cluster_len,Subsystem 1,Subsystem 2,same_subsystems
0,"['CS', 'ADPT', 'ADSL1r', 'EX_phe__L_e', 'ADSS', 'AHSERL2', 'AKO', 'ACALDt', 'ACONT', 'ACS', 'ADD', 'EX_for_e', 'EX_hxan_e', 'EX_lys__L_e', 'EX_pro__L_e', 'EX_pyr_e', 'CDAPPA_HP', 'EX_ser__L_e', 'EX_thr__L_e', 'EX_trp__L_e', 'EX_tyr__L_e', 'FADOX', 'DUTPDP', 'EDA', 'EDD', 'FORt', 'FTHFD', 'EX_acald_e', 'G6PDH1', 'GMPR', 'LYSt2r', 'HXPRT', 'HYXNt', 'ICDHyr', 'PGL', 'NDPK1', 'KAS15', 'NDPK6', 'PHEt2r', 'P5CD', 'THRt2r', 'TRPS1', 'TRPt2r', 'TYRt2r', 'PROabc', 'PYRDC', 'PYRt2', 'SERD_L', 'SERt2r']","[0.0004885449709474132, -0.047242508586367735, 0.04695421846127709, 0.00014214732724548984, 0.04695421846127709, 7.027085428590318e-05, -9.772310420297359e-05, -0.0006404692745185514, 0.0004885449709474132, -0.0003476004484199713, 0.04716658414520275, -0.00045573644597824564, 0.0004372249872121037, 0.0002855869029204927, 0.0012223846279084682, 0.00036098195662226406, 0.00010785670751539759, 0.0009955126532535316, 0.0001243740654081893, 0.0005770858423957553, 0.0001058028401656752, -9.772310420297359e-05, -1.994908513047386e-05, 4.312879133471642e-05, 4.312879133471642e-05, 0.00045573644597824564, -0.000409675866019088, 0.0006404692745185514, 4.312879133471642e-05, 0.00022485930328645237, -0.0002855869029204927, 0.046729359157990646, -0.0004372249872121037, 0.0004885449709474132, 4.312879133471642e-05, 0.046749825950148316, -0.00027013807294576364, -1.994908513047386e-05, -0.00014214732724548984, -0.0010527770270969128, -0.0001243740654081893, 0.0005334724578999819, -0.0005770858423957553, -0.0001058028401656752, -0.0012223846301789854, 0.0006404692745185514, -0.00036098195662226406, -0.0007598283463941535, -0.0009955126532535316]","[0.0004885449709474132, 0.047242508586367735, 0.04695421846127709, 0.00014214732724548984, 0.04695421846127709, 7.027085428590318e-05, 9.772310420297359e-05, 0.0006404692745185514, 0.0004885449709474132, 0.0003476004484199713, 0.04716658414520275, 0.00045573644597824564, 0.0004372249872121037, 0.0002855869029204927, 0.0012223846279084682, 0.00036098195662226406, 0.00010785670751539759, 0.0009955126532535316, 0.0001243740654081893, 0.0005770858423957553, 0.0001058028401656752, 9.772310420297359e-05, 1.994908513047386e-05, 4.312879133471642e-05, 4.312879133471642e-05, 0.00045573644597824564, 0.000409675866019088, 0.0006404692745185514, 4.312879133471642e-05, 0.00022485930328645237, 0.0002855869029204927, 0.046729359157990646, 0.0004372249872121037, 0.0004885449709474132, 4.312879133471642e-05, 0.046749825950148316, 0.00027013807294576364, 1.994908513047386e-05, 0.00014214732724548984, 0.0010527770270969128, 0.0001243740654081893, 0.0005334724578999819, 0.0005770858423957553, 0.0001058028401656752, 0.0012223846301789854, 0.0006404692745185514, 0.00036098195662226406, 0.0007598283463941535, 0.0009955126532535316]","['ADPT', 'AKO', 'ACS', 'EX_for_e', 'FADOX', 'DUTPDP', 'FORt', 'FTHFD', 'KAS15', 'NDPK6', 'P5CD', 'PROabc', 'SERD_L']","['CS', 'EX_phe__L_e', 'AHSERL2', 'ACALDt', 'ACONT', 'ADD', 'EX_hxan_e', 'EX_lys__L_e', 'EX_pro__L_e', 'EX_pyr_e', 'CDAPPA_HP', 'EX_ser__L_e', 'EX_thr__L_e', 'EX_trp__L_e', 'EX_tyr__L_e', 'EDA', 'EDD', 'EX_acald_e', 'G6PDH1', 'GMPR', 'LYSt2r', 'HXPRT', 'HYXNt', 'ICDHyr', 'PGL', 'PHEt2r', 'THRt2r', 'TRPS1', 'TRPt2r', 'TYRt2r', 'PYRDC', 'PYRt2', 'SERt2r']","['ADSL1r', 'ADSS', 'NDPK1']",ADPT,ADD,0.386925158500443,1,49,3,7.0,0.18745141212340227,iIT341,True,False,13,33,Salvage pathway of ATP,Purine metabolism,False
1,"['CS', 'ADPT', 'ADSL1r', 'EX_phe__L_e', 'ADSS', 'AHSERL2', 'AKO', 'ACALDt', 'ACONT', 'ACS', 'ADD', 'EX_for_e', 'EX_lys__L_e', 'EX_pro__L_e', 'EX_pyr_e', 'CDAPPA_HP', 'EX_ser__L_e', 'EX_thr__L_e', 'EX_trp__L_e', 'EX_tyr__L_e', 'FADOX', 'DUTPDP', 'EDA', 'EDD', 'FORt', 'FTHFD', 'EX_acald_e', 'G6PDH1', 'GMPR', 'LYSt2r', 'HXPRT', 'ICDHyr', 'PGL', 'NDPK1', 'KAS15', 'NDPK6', 'PHEt2r', 'P5CD', 'THRt2r', 'TRPt2r', 'TYRt2r', 'PROabc', 'PYRDC', 'PYRt2', 'SERD_L', 'SERt2r']","[0.0004884907815813633, -0.047242502545425724, 0.04695421624172355, 0.000142145443030664, 0.04695421624172355, 7.031757384953763e-05, -9.77695223769448e-05, -0.0006401744453174985, 0.0004884907815813633, -0.0003479773615816927, 0.047166531459637465, -0.0004557304050244494, 0.0002855831173615986, 0.0012223684461787343, 0.00036092970400275893, 0.00010785527783577635, 0.000995451806346491, 0.00012432476575494067, 0.0005770781929170105, 0.00010580143771031503, -9.77695223769448e-05, -1.9948820698053454e-05, 4.312821964681107e-05, 4.312821964681107e-05, 0.0004557304050244494, -0.00040967043561512817, 0.0006401744453174985, 4.312821964681107e-05, 0.0002248563226941308, -0.0002855831173615986, 0.046729359919029406, 0.0004884907815813633, 4.312821964681107e-05, 0.04674987409092135, -0.00027013449216678476, -1.9948820698053454e-05, -0.000142145443030664, -0.0010527630721601788, -0.00012432476575494067, -0.0005770781929170105, -0.00010580143771031503, -0.0012223684270313562, 0.0006401744453174985, -0.00036092970400275893, -0.0007597706235735746, -0.000995451806346491]","[0.0004884907815813633, 0.047242502545425724, 0.04695421624172355, 0.000142145443030664, 0.04695421624172355, 7.031757384953763e-05, 9.77695223769448e-05, 0.0006401744453174985, 0.0004884907815813633, 0.0003479773615816927, 0.047166531459637465, 0.0004557304050244494, 0.0002855831173615986, 0.0012223684461787343, 0.00036092970400275893, 0.00010785527783577635, 0.000995451806346491, 0.00012432476575494067, 0.0005770781929170105, 0.00010580143771031503, 9.77695223769448e-05, 1.9948820698053454e-05, 4.312821964681107e-05, 4.312821964681107e-05, 0.0004557304050244494, 0.00040967043561512817, 0.0006401744453174985, 4.312821964681107e-05, 0.0002248563226941308, 0.0002855831173615986, 0.046729359919029406, 0.0004884907815813633, 4.312821964681107e-05, 0.04674987409092135, 0.00027013449216678476, 1.9948820698053454e-05, 0.000142145443030664, 0.0010527630721601788, 0.00012432476575494067, 0.0005770781929170105, 0.00010580143771031503, 0.0012223684270313562, 0.0006401744453174985, 0.00036092970400275893, 0.0007597706235735746, 0.000995451806346491]","['ADPT', 'AKO', 'ACS', 'EX_for_e', 'FADOX', 'DUTPDP', 'FORt', 'FTHFD', 'KAS15', 'NDPK6', 'P5CD', 'PROabc', 'SERD_L']","['CS', 'EX_phe__L_e', 'AHSERL2', 'ACALDt', 'ACONT', 'EX_lys__L_e', 'EX_pro__L_e', 'EX_pyr_e', 'CDAPPA_HP', 'EX_ser__L_e', 'EX_thr__L_e', 'EX_trp__L_e', 'EX_tyr__L_e', 'EDA', 'EDD', 'EX_acald_e', 'G6PDH1', 'GMPR', 'LYSt2r', 'HXPRT', 'ICDHyr', 'PGL', 'PHEt2r', 'THRt2r', 'TRPt2r', 'TYRt2r', 'PYRDC', 'PYRt2', 'SERt2r']","['ADSL1r', 'ADSS', 'ADD', 'NDPK1']",ADPT,HXPRT,0.38692565006628327,1,46,4,6.0,0.1869171315985379,iIT341,True,False,13,29,Salvage pathway of ATP,Salvage pathway of GTP,False
2,"['CTPS1', 'CYSS', 'CYTK1', 'ADMDC', 'DAAD', 'ADPT', 'ADSL1r', 'ADSL2r', 'ADSS', 'EX_pi_e', 'DASYN_HP', 'DB4PS', 'AGMHE', 'AGMT', 'AHCYSNS', 'A5PISO', 'AHSERL2', 'AICART', 'AIRC2', 'AIRC3', 'AKO', 'ALAALAr', 'ALAD_L', 'ALAR', 'ALAt2r', 'ACCOAC', 'DHFR', 'ADCL', 'DHFS', 'ANPRT', 'ANS2', 'ADD', 'ADK1', 'DHNPA', 'APRAUR', 'DHORD3', 'ARGDC', 'EX_for_e', 'DHORTS', 'DHPPDA', 'DHPS', 'ASNS2', 'DHPTDCs', 'ASP1DC', 'ASPCT', 'EX_h2o_e', 'EX_his__L_e', 'EX_hxan_e', 'EX_ile__L_e', 'ASPO2', 'ASPTA', 'ATPS4r', 'EX_leu__L_e', 'EX_lys__L_e', 'DKMPPD', 'EX_met__L_e', 'BIOMASS_HP_published', 'C140SN', 'C160SN', 'C180SN', 'C181SN', 'C190cSN', 'CAT', 'DM_hmfurn_c', 'CBPS', 'DNMPPA', 'CHORM', 'DNTPPA', 'CLPNS_HP', 'EX_trp__L_e', 'DPCOAK', 'EX_tyr__L_e', 'DPR', 'EX_val__L_e', 'FADOX', 'DTMPK', 'GARFT', 'FBA', 'GCALDD', 'FBP', 'GF6PTA', 'GFUCS', 'GHMT2r', 'GK1', 'GLNS', 'FMNAT', 'PIt2r', 'FORt', 'GLUDy', 'GLUPRT', 'GLUR', 'FRD5', 'FTHFLi', 'G1PACT', 'G3PD1ir', 'G3PD2', 'GLYCTO1', 'GLYK', 'G6PDH1', 'GMAND', 'GMHEPAT', 'GMHEPK', 'GALUi', 'GMHEPPA', 'GMPR', 'GND', 'GAPD', 'LPSSYN_HP', 'GTPCI', 'GTPCII', 'LYSt2r', 'EX_ala__L_e', 'MALS', 'H2Ot', 'MAN1PT2', 'MAN6PI', 'MCOATA', 'MDH4', 'MDRPD', 'ME1', 'HISabc', 'METAT', 'METabc', 'MOAT_HP', 'HSDy', 'HSERTA', 'HSK', 'MOHMT', 'MTAN', 'MTHFC', 'PGCD', 'MTHFD', 'MTHFR2', 'HYXNt', 'MTRI', 'MTRK', 'PGI', 'NADK', 'IGPS', 'ILEabc', 'IMPC', 'NADS1', 'PGK', 'PMANM', 'PGL', 'NDH_1', 'NDPK1', 'PGMT', 'NDPK2', 'KAS15', 'KAS_HP', 'NDPK3', 'KAS_HP2', 'NDPK4', 'PGPP_HP', 'NDPK5', 'KDOCT2', 'KDOPP', 'KDOPS', 'NDPK7', 'NDPK8', 'PGSA_HP', 'LEUabc', 'LPADSS_HP', 'NNATr', 'NNDPR', 'PHETA1', 'PMDPHT', 'PNTK', 'OMPDC', 'PPA', 'PPCDC', 'SPMS', 'ORPT', 'P5CR', 'PABB', 'PANTS', 'PAPPT3', 'PASYN_HP', 'TALA', 'PGAMT', 'PPNCL2', 'PPNDH', 'THRS', 'TKT1', 'PPTGS', 'TKT2', 'PRAGSr', 'TMDSf', 'TPI', 'PRAIS', 'TRDR', 'PRAIi', 'TRPS1', 'PRASCSi', 'TRPt2r', 'PRFGS', 'TYRt2r', 'U23GAAT_HP', 'U2GAAT', 'U2GAAT2', 'UAAGDS', 'UAGAAT_HP', 'UAGCVT', 'UAGDP', 'UAGDP2', 'UAGPT3', 'UAMAGS', 'UAMAS', 'UAPGR', 'UDCPDP', 'PRPPS', 'UDPG4E', 'UGMDDS', 'UHGADA_HP', 'UMPK', 'UNK2', 'PSD_HP', 'PSERT', 'PSP_L', 'PSSA_HP', 'PTPATi', 'URIDK2r', 'USHD_HP', 'VALTA', 'VALabc', 'SK_ahcys_c', 'PUTA3', 'QULNS', 'RBFK', 'RBFSa', 'RBFSb', 'RFAC_HP', 'RFA_HP', 'RHCCE', 'RNDR1', 'RNDR2', 'RNDR3', 'RNDR4', 'RPE', 'RPI', 'S7PI', 'SERAT', 'SERD_L']","[-0.01607329015999999, -0.009243203486000433, -0.016868992338000433, -0.0007431507999999996, 13.969497417749904, -0.022670286152603678, -0.015224140947803555, -0.044781371551803395, -0.015224140947803555, 0.09837437482122657, -0.015970947678400002, -2.1232880000000874e-06, -0.0017835619199999993, -0.0044589047999999964, -0.00924320348600044, -0.0008917809599999996, 0.00924320348600044, -0.044781371551803395, -0.044781371551803395, 0.044781371551803395, 0.07129103141338755, -0.0029301374399999993, -14.789225000995309, 13.963637142869906, -0.8803262227654027, -0.25123847725759996, -0.005308219999999891, -0.005308219999999891, -0.005308219999999891, 0.023993154399999876, 0.023993154399999876, 0.012683931866603236, -0.2789770950586874, -0.005308219999999891, -1.0616440000000437e-06, -0.03345240243999997, -0.0044589047999999964, -0.015124120600596015, 0.03345240243999997, -1.0616440000000437e-06, -0.005308219999999891, -0.024311647599999986, -0.00924320348600044, -6.2636996004325485e-06, -0.03345240243999997, -0.5504837565092418, 0.00955479599999999, 0.012683931866603236, 0.02930137439999997, -0.00028982881200120196, 0.15871971956520814, -6.741210887399404, 0.0454383632, 0.03753973183999998, -0.0007431507999999996, 0.031471587064799994, -0.10616439999999994, -0.016862728638399993, -0.0017835619199999993, -0.0008917809599999996, -0.015970947678400002, -0.015970947678400002, -0.0026498474393976887, -0.00924320348600044, -0.03345240243999997, -0.005308219999999891, -0.01868493439999999, -0.005308219999999891, -0.0029627299108000004, 0.02972603199999987, -6.2636996004325485e-06, 0.01390753639999999, -6.2636996004325485e-06, 0.042684352499600425, 14.040788449163292, -0.002622260679999997, -0.044781371551803395, 0.06654021519180231, -0.005308219999999891, -0.06654021519180231, -0.009427398719999994, -0.0026753428800000006, -0.10656905235180325, -0.02955723060399984, -0.15972679506360654, -1.0616439999999997e-06, -0.09837437482122657, 0.015124120600596015, 0.1945623118238078, -0.044781371551803395, 0.0029301374399999993, -0.07129103141338755, 0.009069564868596114, -0.008535617759999989, -14.287610443939418, -14.266940553752617, -0.005308219999999891, -0.0029627299108000004, 0.024152889073409785, -0.0026753428800000006, -0.0035671238399999985, -0.0035671238399999985, -0.00566917896, -0.0035671238399999985, 0.02955723060399984, 0.024152889073409785, 0.21092677179501162, -0.0008917809599999996, -0.005308219999999891, -1.0616440000000437e-06, -0.03753973183999998, 0.8803262227654027, -0.005308219999999891, 0.5504837565092418, -0.0026753428800000006, 0.0026753428800000006, -0.25123847725759996, -0.15871971956520814, -0.0007431507999999996, 0.16469701847898882, -0.00955479599999999, -0.0167147354648, -0.031471587064799994, -0.0008917809599999996, 0.01634241691399954, 0.00924320348600044, -0.02558562039999998, -6.2636996004325485e-06, -0.0007431507999999996, -0.0986323079722029, 0.07536896949114213, -0.0986323079722029, -0.0053082199999999954, -0.012683931866603236, -0.0007431507999999996, -0.0007431507999999996, -0.018483710113409782, -5.6267132000985915e-05, 0.023993154399999876, -0.02930137439999997, 0.044781371551803395, -0.00028982881200120196, -0.21092677179501162, 0.0026753428800000006, 0.024152889073409785, -13.913086624621466, -0.04208479579180341, 0.00566917896, -0.04560822623999994, -0.035509019196799996, -0.0008917809599999996, -0.014172416578000432, -0.0017835619199999993, -0.002622260679999997, -0.007661672419200002, -0.0026965757599999966, -0.0008917809599999996, -0.0008917809599999996, -0.0008917809599999996, -0.0026965757599999966, -0.002622260679999997, -0.007661672419200002, -0.0454383632, -0.0008917809599999996, -0.00028982881200120196, -0.00028982881200120196, 0.01868493439999999, -1.0616440000000437e-06, -6.2636996004325485e-06, -0.03345240243999997, -0.23718422165681186, -6.2636996004325485e-06, -0.0007431507999999996, 0.03345240243999997, -0.02229452400933951, -0.005308219999999891, -6.2636996004325485e-06, -0.0029301374399999993, -0.015970947678400002, 0.036460591852606056, 0.009427398719999994, -6.2636996004325485e-06, -0.01868493439999999, -0.02558562039999998, 0.03289346801260605, -0.0029301374399999993, 0.03646059185260603, -0.044781371551803395, -0.002622260679999997, 0.08749993419060387, -0.044781371551803395, -0.010637672879999976, 0.023993154399999876, 0.023993154399999876, -0.044781371551803395, -0.02972603199999987, -0.044781371551803395, -0.01390753639999999, -0.0008917809599999996, -0.0008917809599999996, -0.0008917809599999996, -0.0029301374399999993, -0.0008917809599999996, -0.0029301374399999993, -0.008535617759999989, -0.0008917809599999996, -0.0029301374399999993, -0.0029301374399999993, -0.0029301374399999993, -0.0029301374399999993, -0.0029301374399999993, -0.07720073455640841, -0.0026753428800000006, -0.0029301374399999993, -0.0008917809599999996, -0.03727432083999996, -0.0007431507999999996, -0.007951076573599995, 0.07536896949114213, 0.07536896949114213, -0.008309275259199993, -6.2636996004325485e-06, 0.002622260679999997, -0.0008917809599999996, -6.2636996004325485e-06, -0.042684352499600425, -0.006727744192399562, 0.0044589047999999964, -0.00028982881200120196, -1.0616440000000437e-06, -2.1232880000000874e-06, -1.0616440000000437e-06, -0.0008917809599999996, -0.0008917809599999996, -0.00924320348600044, -0.002622260679999997, -0.0026965757599999966, -0.0026965757599999966, -0.002622260679999997, 0.06935405986521209, 0.044307266543802404, -0.0035671238399999985, -0.009243203486000433, 0.19726104818814594]","[0.01607329015999999, 0.009243203486000433, 0.016868992338000433, 0.0007431507999999996, 13.969497417749904, 0.022670286152603678, 0.015224140947803555, 0.044781371551803395, 0.015224140947803555, 0.09837437482122657, 0.015970947678400002, 2.1232880000000874e-06, 0.0017835619199999993, 0.0044589047999999964, 0.00924320348600044, 0.0008917809599999996, 0.00924320348600044, 0.044781371551803395, 0.044781371551803395, 0.044781371551803395, 0.07129103141338755, 0.0029301374399999993, 14.789225000995309, 13.963637142869906, 0.8803262227654027, 0.25123847725759996, 0.005308219999999891, 0.005308219999999891, 0.005308219999999891, 0.023993154399999876, 0.023993154399999876, 0.012683931866603236, 0.2789770950586874, 0.005308219999999891, 1.0616440000000437e-06, 0.03345240243999997, 0.0044589047999999964, 0.015124120600596015, 0.03345240243999997, 1.0616440000000437e-06, 0.005308219999999891, 0.024311647599999986, 0.00924320348600044, 6.2636996004325485e-06, 0.03345240243999997, 0.5504837565092418, 0.00955479599999999, 0.012683931866603236, 0.02930137439999997, 0.00028982881200120196, 0.15871971956520814, 6.741210887399404, 0.0454383632, 0.03753973183999998, 0.0007431507999999996, 0.031471587064799994, 0.10616439999999994, 0.016862728638399993, 0.0017835619199999993, 0.0008917809599999996, 0.015970947678400002, 0.015970947678400002, 0.0026498474393976887, 0.00924320348600044, 0.03345240243999997, 0.005308219999999891, 0.01868493439999999, 0.005308219999999891, 0.0029627299108000004, 0.02972603199999987, 6.2636996004325485e-06, 0.01390753639999999, 6.2636996004325485e-06, 0.042684352499600425, 14.040788449163292, 0.002622260679999997, 0.044781371551803395, 0.06654021519180231, 0.005308219999999891, 0.06654021519180231, 0.009427398719999994, 0.0026753428800000006, 0.10656905235180325, 0.02955723060399984, 0.15972679506360654, 1.0616439999999997e-06, 0.09837437482122657, 0.015124120600596015, 0.1945623118238078, 0.044781371551803395, 0.0029301374399999993, 0.07129103141338755, 0.009069564868596114, 0.008535617759999989, 14.287610443939418, 14.266940553752617, 0.005308219999999891, 0.0029627299108000004, 0.024152889073409785, 0.0026753428800000006, 0.0035671238399999985, 0.0035671238399999985, 0.00566917896, 0.0035671238399999985, 0.02955723060399984, 0.024152889073409785, 0.21092677179501162, 0.0008917809599999996, 0.005308219999999891, 1.0616440000000437e-06, 0.03753973183999998, 0.8803262227654027, 0.005308219999999891, 0.5504837565092418, 0.0026753428800000006, 0.0026753428800000006, 0.25123847725759996, 0.15871971956520814, 0.0007431507999999996, 0.16469701847898882, 0.00955479599999999, 0.0167147354648, 0.031471587064799994, 0.0008917809599999996, 0.01634241691399954, 0.00924320348600044, 0.02558562039999998, 6.2636996004325485e-06, 0.0007431507999999996, 0.0986323079722029, 0.07536896949114213, 0.0986323079722029, 0.0053082199999999954, 0.012683931866603236, 0.0007431507999999996, 0.0007431507999999996, 0.018483710113409782, 5.6267132000985915e-05, 0.023993154399999876, 0.02930137439999997, 0.044781371551803395, 0.00028982881200120196, 0.21092677179501162, 0.0026753428800000006, 0.024152889073409785, 13.913086624621466, 0.04208479579180341, 0.00566917896, 0.04560822623999994, 0.035509019196799996, 0.0008917809599999996, 0.014172416578000432, 0.0017835619199999993, 0.002622260679999997, 0.007661672419200002, 0.0026965757599999966, 0.0008917809599999996, 0.0008917809599999996, 0.0008917809599999996, 0.0026965757599999966, 0.002622260679999997, 0.007661672419200002, 0.0454383632, 0.0008917809599999996, 0.00028982881200120196, 0.00028982881200120196, 0.01868493439999999, 1.0616440000000437e-06, 6.2636996004325485e-06, 0.03345240243999997, 0.23718422165681186, 6.2636996004325485e-06, 0.0007431507999999996, 0.03345240243999997, 0.02229452400933951, 0.005308219999999891, 6.2636996004325485e-06, 0.0029301374399999993, 0.015970947678400002, 0.036460591852606056, 0.009427398719999994, 6.2636996004325485e-06, 0.01868493439999999, 0.02558562039999998, 0.03289346801260605, 0.0029301374399999993, 0.03646059185260603, 0.044781371551803395, 0.002622260679999997, 0.08749993419060387, 0.044781371551803395, 0.010637672879999976, 0.023993154399999876, 0.023993154399999876, 0.044781371551803395, 0.02972603199999987, 0.044781371551803395, 0.01390753639999999, 0.0008917809599999996, 0.0008917809599999996, 0.0008917809599999996, 0.0029301374399999993, 0.0008917809599999996, 0.0029301374399999993, 0.008535617759999989, 0.0008917809599999996, 0.0029301374399999993, 0.0029301374399999993, 0.0029301374399999993, 0.0029301374399999993, 0.0029301374399999993, 0.07720073455640841, 0.0026753428800000006, 0.0029301374399999993, 0.0008917809599999996, 0.03727432083999996, 0.0007431507999999996, 0.007951076573599995, 0.07536896949114213, 0.07536896949114213, 0.008309275259199993, 6.2636996004325485e-06, 0.002622260679999997, 0.0008917809599999996, 6.2636996004325485e-06, 0.042684352499600425, 0.006727744192399562, 0.0044589047999999964, 0.00028982881200120196, 1.0616440000000437e-06, 2.1232880000000874e-06, 1.0616440000000437e-06, 0.0008917809599999996, 0.0008917809599999996, 0.00924320348600044, 0.002622260679999997, 0.0026965757599999966, 0.0026965757599999966, 0.002622260679999997, 0.06935405986521209, 0.044307266543802404, 0.0035671238399999985, 0.009243203486000433, 0.19726104818814594]","['ALAD_L', 'EX_for_e', 'EX_h2o_e', 'FORt', 'H2Ot', 'KAS15']","['DAAD', 'AHSERL2', 'AKO', 'ADD', 'EX_hxan_e', 'EX_lys__L_e', 'EX_trp__L_e', 'EX_tyr__L_e', 'FADOX', 'FTHFLi', 'G6PDH1', 'GMPR', 'GND', 'LYSt2r', 'HYXNt', 'PGL', 'TRPS1', 'TRPt2r', 'TYRt2r', 'PUTA3', 'SERD_L']","['CTPS1', 'CYSS', 'CYTK1', 'ADMDC', 'ADPT', 'ADSL1r', 'ADSL2r', 'ADSS', 'EX_pi_e', 'DASYN_HP', 'DB4PS', 'AGMHE', 'AGMT', 'AHCYSNS', 'A5PISO', 'AICART', 'AIRC2', 'AIRC3', 'ALAALAr', 'ALAR', 'ALAt2r', 'ACCOAC', 'DHFR', 'ADCL', 'DHFS', 'ANPRT', 'ANS2', 'ADK1', 'DHNPA', 'APRAUR', 'DHORD3', 'ARGDC', 'DHORTS', 'DHPPDA', 'DHPS', 'ASNS2', 'DHPTDCs', 'ASP1DC', 'ASPCT', 'EX_his__L_e', 'EX_ile__L_e', 'ASPO2', 'ASPTA', 'ATPS4r', 'EX_leu__L_e', 'DKMPPD', 'EX_met__L_e', 'BIOMASS_HP_published', 'C140SN', 'C160SN', 'C180SN', 'C181SN', 'C190cSN', 'CAT', 'DM_hmfurn_c', 'CBPS', 'DNMPPA', 'CHORM', 'DNTPPA', 'CLPNS_HP', 'DPCOAK', 'DPR', 'EX_val__L_e', 'DTMPK', 'GARFT', 'FBA', 'GCALDD', 'FBP', 'GF6PTA', 'GFUCS', 'GHMT2r', 'GK1', 'GLNS', 'FMNAT', 'PIt2r', 'GLUDy', 'GLUPRT', 'GLUR', 'FRD5', 'G1PACT', 'G3PD1ir', 'G3PD2', 'GLYCTO1', 'GLYK', 'GMAND', 'GMHEPAT', 'GMHEPK', 'GALUi', 'GMHEPPA', 'GAPD', 'LPSSYN_HP', 'GTPCI', 'GTPCII', 'EX_ala__L_e', 'MALS', 'MAN1PT2', 'MAN6PI', 'MCOATA', 'MDH4', 'MDRPD', 'ME1', 'HISabc', 'METAT', 'METabc', 'MOAT_HP', 'HSDy', 'HSERTA', 'HSK', 'MOHMT', 'MTAN', 'MTHFC', 'PGCD', 'MTHFD', 'MTHFR2', 'MTRI', 'MTRK', 'PGI', 'NADK', 'IGPS', 'ILEabc', 'IMPC', 'NADS1', 'PGK', 'PMANM', 'NDH_1', 'NDPK1', 'PGMT', 'NDPK2', 'KAS_HP', 'NDPK3', 'KAS_HP2', 'NDPK4', 'PGPP_HP', 'NDPK5', 'KDOCT2', 'KDOPP', 'KDOPS', 'NDPK7', 'NDPK8', 'PGSA_HP', 'LEUabc', 'LPADSS_HP', 'NNATr', 'NNDPR', 'PHETA1', 'PMDPHT', 'PNTK', 'OMPDC', 'PPA', 'PPCDC', 'SPMS', 'ORPT', 'P5CR', 'PABB', 'PANTS', 'PAPPT3', 'PASYN_HP', 'TALA', 'PGAMT', 'PPNCL2', 'PPNDH', 'THRS', 'TKT1', 'PPTGS', 'TKT2', 'PRAGSr', 'TMDSf', 'TPI', 'PRAIS', 'TRDR', 'PRAIi', 'PRASCSi', 'PRFGS', 'U23GAAT_HP', 'U2GAAT', 'U2GAAT2', 'UAAGDS', 'UAGAAT_HP', 'UAGCVT', 'UAGDP', 'UAGDP2', 'UAGPT3', 'UAMAGS', 'UAMAS', 'UAPGR', 'UDCPDP', 'PRPPS', 'UDPG4E', 'UGMDDS', 'UHGADA_HP', 'UMPK', 'UNK2', 'PSD_HP', 'PSERT', 'PSP_L', 'PSSA_HP', 'PTPATi', 'URIDK2r', 'USHD_HP', 'VALTA', 'VALabc', 'SK_ahcys_c', 'QULNS', 'RBFK', 'RBFSa', 'RBFSb', 'RFAC_HP', 'RFA_HP', 'RHCCE', 'RNDR1', 'RNDR2', 'RNDR3', 'RNDR4', 'RPE', 'RPI', 'S7PI', 'SERAT']",ALAD_L,FADOX,117.4407306586099,1,244,217,-128.0,-23.5298622375364,iIT341,True,False,6,21,Alanine Metabolism,Respiratory chain,False
3,"['ANS', 'ANS2', 'GLUN']","[0.035541255599999995, -0.035541255599999995, -0.035541255586622966]","[0.035541255599999995, 0.035541255599999995, 0.035541255586622966]",['ANS'],"['ANS2', 'GLUN']",[],ANS2,ANS,0.10662376680000003,1,3,0,-1.0,-0.035541255586622966,iIT341,False,True,2,1,Chorismate Metabolism,Tryptophan Biosynthesis,False
4,"['ASNN', 'DHPS', 'ASNS2', 'FOLD3', 'HPPK']","[-0.03290856996197286, -0.03290857000000011, -0.03290856996197286, 0.03290856999999997, 0.03290856999999997]","[0.03290856996197286, 0.03290857000000011, 0.03290856996197286, 0.03290856999999997, 0.03290856999999997]","['ASNN', 'DHPS']","['FOLD3', 'HPPK']",['ASNS2'],DHPS,FOLD3,0.16454285000001737,1,5,1,-1.0,-0.03290856992394589,iIT341,True,False,2,2,Folate Biosynthesis,Folate Biosynthesis,True
5,"['ASNN', 'DHPS', 'ASNS2', 'FOLD3', 'HPPK']","[-0.03290856996197286, -0.03290857000000011, -0.03290856996197286, 0.03290856999999997, 0.03290856999999997]","[0.03290856996197286, 0.03290857000000011, 0.03290856996197286, 0.03290856999999997, 0.03290856999999997]","['ASNN', 'DHPS']","['FOLD3', 'HPPK']",['ASNS2'],DHPS,HPPK,0.16454285000001737,1,5,1,-1.0,-0.03290856992394589,iIT341,True,False,2,2,Folate Biosynthesis,Folate Biosynthesis,True
