,rxns,diff_flux,abs_diff_flux,PathShort,PathLong,pathCommon,del_rxn1,del_rxn2,totalFluxDiff,solStatus,sl_size,common_sl_size,num_diff,net_diff,Organism,rxn1_short_bool,rxn2_short_bool,rxn1_cluster_len,rxn2_cluster_len,Subsystem 1,Subsystem 2,same_subsystems,Rxn_1_Type,Rxn_2_Type,PSL RSL Type,PSL Type
10,['H2CO3D'],[2.1212179723269164],[2.1212179723269164],[],[],['H2CO3D'],HCO3E,H2CO3D2,6.363653917123199,1,1,1,1.0,2.1212179723269164,iIT341,False,False,0,0,Others,Others,True,pFBAOpt_Rxns,ELE_Rxns,RSL,False
11,"['AKGt2r', 'AKO', 'FADOX', 'EDA', 'EDD', 'FUM', 'EX_co2_e', 'ME1', 'PGI', 'RPI']","[0.5790749937826637, 0.5790749937899269, 0.27319036499962546, 0.17691944955345296, 0.17691944955345296, 0.5790749938433234, 0.6273916393587005, 0.5790749938433234, 0.35383889910569744, 0.17691944952838168]","[0.5790749937826637, 0.5790749937899269, 0.27319036499962546, 0.17691944955345296, 0.17691944955345296, 0.5790749938433234, 0.6273916393587005, 0.5790749938433234, 0.35383889910569744, 0.17691944952838168]","['AKGt2r', 'ME1']","['AKO', 'EDA', 'EDD']","['FADOX', 'FUM', 'EX_co2_e', 'PGI', 'RPI']",ME1,AKO,12.738743923687263,1,10,5,10.0,4.101479227358549,iIT341,True,False,2,3,Others,TCA cycle,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
12,"['AKGt2r', 'AKO', 'EX_lac__L_e', 'CCP', 'FADOX', 'EDA', 'EDD', 'FUM', 'EX_co2_e', 'ME1', 'PGI', 'RPI']","[0.5790749938668027, 0.5790749938733653, 0.25123488634658386, 0.00022049200165438418, 0.5790749938733653, 0.16358931564254386, 0.16358931564254386, 0.5790749938733653, 0.6673820407399251, 0.579074993825879, 0.32717863148260595, 0.16358931569192314]","[0.5790749938668027, 0.5790749938733653, 0.25123488634658386, 0.00022049200165438418, 0.5790749938733653, 0.16358931564254386, 0.16358931564254386, 0.5790749938733653, 0.6673820407399251, 0.579074993825879, 0.32717863148260595, 0.16358931569192314]","['AKGt2r', 'ME1']","['AKO', 'CCP', 'FADOX', 'EDA', 'EDD']","['EX_lac__L_e', 'FUM', 'EX_co2_e', 'PGI', 'RPI']",ME1,FADOX,13.217062292690372,1,12,5,12.0,4.632158966860557,iIT341,True,False,2,5,Others,Respiratory chain,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
13,"['ACOATA', 'KAS14']","[0.2201399045008, 0.2201399045008]","[0.2201399045008, 0.2201399045008]",[],"['ACOATA', 'KAS14']",[],KAS15,ACOATA,0.6604197135024,1,2,0,2.0,0.4402798090016,iIT341,False,False,2,2,Fatty Acid Synthesis,Fatty Acid Synthesis,True,pFBAOpt_Rxns,ELE_Rxns,PSL,True
14,"['ACOATA', 'KAS14']","[0.22013990452962306, 0.22013990452962306]","[0.22013990452962306, 0.22013990452962306]",[],"['ACOATA', 'KAS14']",[],KAS15,KAS14,0.6604197134520932,1,2,0,2.0,0.44027980905924613,iIT341,False,False,2,2,Fatty Acid Synthesis,Fatty Acid Synthesis,True,pFBAOpt_Rxns,ELE_Rxns,PSL,True
15,"['CS', 'EX_pime_e', 'EX_pheme_e', 'EX_pi_e', 'AIRC3', 'AKO', 'ACONT', 'ACt2r', 'ADD', 'ADK1', 'ARGN', 'ARGSL', 'ARGSS', 'DHORTS', 'ASAD', 'EX_h2o_e', 'EX_h_e', 'EX_his__L_e', 'EX_hxan_e', 'EX_ile__L_e', 'EX_leu__L_e', 'EX_met__L_e', 'CBPS', 'EX_thm_e', 'EX_urea_e', 'CO2t', 'EX_val__L_e', 'FADOX', 'FBA', 'GLNS', 'FMNRx2', 'ENO', 'FORt', 'GLUR', 'FUM', 'GAPD', 'EX_ala__L_e', 'EX_arg__L_e', 'MAN6PI', 'MDH4', 'ME1', 'HSDy', 'ICDHyr', 'PGI', 'IMPC', 'PMANM', 'PGMT', 'NH4t', 'PHETA1', 'OCBT', 'PPA', 'ORPT', 'TALA', 'PGAMT', 'TKT1', 'TKT2', 'TPI', 'TYRTA', 'URIDK2r', 'RPE', 'RPI', 'SDPTA']","[3.161111349223942, 2.3510162999999994e-06, 2.3510162999999994e-06, 0.3630842958542103, 0.2059775989037007, 2.8519416228194427, 3.161111349223942, 7.54149701812448, 0.006120119942352176, 0.3813560583361566, 2.3916658038097234, 3.148002356995383, 3.148002356995383, 0.12346753935500003, 0.19887050968925044, 6.470637031838161, 4.52980827253782, 0.0352652445, 0.006120119942352176, 0.1081467498, 0.1677058294, 0.11615901335039899, 3.024534817640383, 2.3510162999999994e-06, 2.3752086897097233, 2.837375141098164, 0.15754121041421676, 2.8519416228194427, 0.4021308889395595, 2.3679916390624816, 5.4768706752832506, 1.6964021612944324, 0.015124120878582569, 0.010814674980000001, 5.558526629389962, 1.0961070146913574, 7.854577656718902, 0.8828995973356593, 0.009874268460000002, 5.503357792466889, 0.03557703442307192, 0.060317282409250425, 3.161111349223942, 0.02092404507, 0.2059775989037007, 0.009874268460000002, 0.02092404507, 12.510737885464914, 0.06896314479999999, 3.148002356995383, 2.053742979765326, 0.12346753935500003, 0.08774528330163028, 0.03479504124000002, 0.07457959202163028, 0.24879225086792922, 0.4794899047334772, 0.05133052254999999, 0.009678350434999998, 0.32337184288955956, 0.32007258334855954, 0.13855322728000002]","[3.161111349223942, 2.3510162999999994e-06, 2.3510162999999994e-06, 0.3630842958542103, 0.2059775989037007, 2.8519416228194427, 3.161111349223942, 7.54149701812448, 0.006120119942352176, 0.3813560583361566, 2.3916658038097234, 3.148002356995383, 3.148002356995383, 0.12346753935500003, 0.19887050968925044, 6.470637031838161, 4.52980827253782, 0.0352652445, 0.006120119942352176, 0.1081467498, 0.1677058294, 0.11615901335039899, 3.024534817640383, 2.3510162999999994e-06, 2.3752086897097233, 2.837375141098164, 0.15754121041421676, 2.8519416228194427, 0.4021308889395595, 2.3679916390624816, 5.4768706752832506, 1.6964021612944324, 0.015124120878582569, 0.010814674980000001, 5.558526629389962, 1.0961070146913574, 7.854577656718902, 0.8828995973356593, 0.009874268460000002, 5.503357792466889, 0.03557703442307192, 0.060317282409250425, 3.161111349223942, 0.02092404507, 0.2059775989037007, 0.009874268460000002, 0.02092404507, 12.510737885464914, 0.06896314479999999, 3.148002356995383, 2.053742979765326, 0.12346753935500003, 0.08774528330163028, 0.03479504124000002, 0.07457959202163028, 0.24879225086792922, 0.4794899047334772, 0.05133052254999999, 0.009678350434999998, 0.32337184288955956, 0.32007258334855954, 0.13855322728000002]","['FORt', 'NH4t']","['CS', 'ACONT', 'ADD', 'ARGSL', 'ARGSS', 'EX_h2o_e', 'EX_hxan_e', 'ICDHyr', 'OCBT']","['EX_pime_e', 'EX_pheme_e', 'EX_pi_e', 'AIRC3', 'AKO', 'ACt2r', 'ADK1', 'ARGN', 'DHORTS', 'ASAD', 'EX_h_e', 'EX_his__L_e', 'EX_ile__L_e', 'EX_leu__L_e', 'EX_met__L_e', 'CBPS', 'EX_thm_e', 'EX_urea_e', 'CO2t', 'EX_val__L_e', 'FADOX', 'FBA', 'GLNS', 'FMNRx2', 'ENO', 'GLUR', 'FUM', 'GAPD', 'EX_ala__L_e', 'EX_arg__L_e', 'MAN6PI', 'MDH4', 'ME1', 'HSDy', 'PGI', 'IMPC', 'PMANM', 'PGMT', 'PHETA1', 'PPA', 'ORPT', 'TALA', 'PGAMT', 'TKT1', 'TKT2', 'TPI', 'TYRTA', 'URIDK2r', 'RPE', 'RPI', 'SDPTA']",NH4t,ARGSL,236.43747781328634,1,62,51,62.0,103.42536402348199,iIT341,True,False,2,9,Transport,Urea Cycle,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
16,"['CS', 'EX_pime_e', 'EX_pheme_e', 'EX_pi_e', 'AIRC3', 'AKO', 'ACONT', 'ACt2r', 'ADD', 'ADK1', 'ARGN', 'ARGSL', 'ARGSS', 'DHORTS', 'ASAD', 'EX_h2o_e', 'EX_h_e', 'EX_his__L_e', 'EX_hxan_e', 'EX_ile__L_e', 'EX_leu__L_e', 'EX_met__L_e', 'CBPS', 'EX_thm_e', 'EX_urea_e', 'CO2t', 'EX_val__L_e', 'FADOX', 'FBA', 'GLNS', 'FMNRx2', 'ENO', 'FORt', 'GLUR', 'FUM', 'GAPD', 'EX_ala__L_e', 'EX_arg__L_e', 'MAN6PI', 'MDH4', 'ME1', 'HSDy', 'ICDHyr', 'PGI', 'IMPC', 'PMANM', 'PGMT', 'NH4t', 'PHETA1', 'OCBT', 'PPA', 'ORPT', 'TALA', 'PGAMT', 'TKT1', 'TKT2', 'TPI', 'TYRTA', 'URIDK2r', 'RPE', 'RPI', 'SDPTA']","[3.1611113491463323, 2.3510162999999994e-06, 2.3510162999999994e-06, 0.36308429558257427, 0.2059775989037007, 2.851941622741833, 3.1611113491463323, 7.541497017775234, 0.006120119942352176, 0.3813560584137665, 2.3916658038873333, 3.148002357072993, 3.148002357072993, 0.12346753935500003, 0.19887050968925044, 6.470637031838161, 4.529808271955744, 0.0352652445, 0.006120119942352176, 0.1081467498, 0.1677058294, 0.11615901335039899, 3.024534817717993, 2.3510162999999994e-06, 2.3752086897873332, 2.8373751409817487, 0.15754121041421676, 2.851941622741833, 0.4021308889395595, 2.3679916391400915, 5.476870675128031, 1.6964021612944324, 0.015124120878582569, 0.010814674980000001, 5.558526629389962, 1.0961070146913574, 7.854577656486072, 0.8828995973356595, 0.009874268460000002, 5.503357792466889, 0.03557703442307192, 0.060317282409250425, 3.1611113491463323, 0.02092404507, 0.2059775989037007, 0.009874268460000002, 0.02092404507, 12.510737885464914, 0.06896314479999999, 3.148002357072993, 2.053742979842936, 0.12346753935500003, 0.08774528330163028, 0.03479504124000002, 0.07457959202163028, 0.24879225086792922, 0.4794899047334772, 0.05133052254999999, 0.009678350434999998, 0.32337184288955956, 0.32007258334855954, 0.13855322728000002]","[3.1611113491463323, 2.3510162999999994e-06, 2.3510162999999994e-06, 0.36308429558257427, 0.2059775989037007, 2.851941622741833, 3.1611113491463323, 7.541497017775234, 0.006120119942352176, 0.3813560584137665, 2.3916658038873333, 3.148002357072993, 3.148002357072993, 0.12346753935500003, 0.19887050968925044, 6.470637031838161, 4.529808271955744, 0.0352652445, 0.006120119942352176, 0.1081467498, 0.1677058294, 0.11615901335039899, 3.024534817717993, 2.3510162999999994e-06, 2.3752086897873332, 2.8373751409817487, 0.15754121041421676, 2.851941622741833, 0.4021308889395595, 2.3679916391400915, 5.476870675128031, 1.6964021612944324, 0.015124120878582569, 0.010814674980000001, 5.558526629389962, 1.0961070146913574, 7.854577656486072, 0.8828995973356595, 0.009874268460000002, 5.503357792466889, 0.03557703442307192, 0.060317282409250425, 3.1611113491463323, 0.02092404507, 0.2059775989037007, 0.009874268460000002, 0.02092404507, 12.510737885464914, 0.06896314479999999, 3.148002357072993, 2.053742979842936, 0.12346753935500003, 0.08774528330163028, 0.03479504124000002, 0.07457959202163028, 0.24879225086792922, 0.4794899047334772, 0.05133052254999999, 0.009678350434999998, 0.32337184288955956, 0.32007258334855954, 0.13855322728000002]","['FORt', 'NH4t']","['CS', 'ACONT', 'ADD', 'ARGSL', 'ARGSS', 'EX_h2o_e', 'EX_hxan_e', 'ICDHyr', 'OCBT']","['EX_pime_e', 'EX_pheme_e', 'EX_pi_e', 'AIRC3', 'AKO', 'ACt2r', 'ADK1', 'ARGN', 'DHORTS', 'ASAD', 'EX_h_e', 'EX_his__L_e', 'EX_ile__L_e', 'EX_leu__L_e', 'EX_met__L_e', 'CBPS', 'EX_thm_e', 'EX_urea_e', 'CO2t', 'EX_val__L_e', 'FADOX', 'FBA', 'GLNS', 'FMNRx2', 'ENO', 'GLUR', 'FUM', 'GAPD', 'EX_ala__L_e', 'EX_arg__L_e', 'MAN6PI', 'MDH4', 'ME1', 'HSDy', 'PGI', 'IMPC', 'PMANM', 'PGMT', 'PHETA1', 'PPA', 'ORPT', 'TALA', 'PGAMT', 'TKT1', 'TKT2', 'TPI', 'TYRTA', 'URIDK2r', 'RPE', 'RPI', 'SDPTA']",NH4t,ARGSS,236.43747781328634,1,62,51,62.0,103.425364022085,iIT341,True,False,2,9,Transport,Urea Cycle,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
17,"['CS', 'EX_pime_e', 'EX_pheme_e', 'EX_pi_e', 'AIRC3', 'AKO', 'ACONT', 'ACt2r', 'ADD', 'ADK1', 'ARGN', 'ARGSL', 'ARGSS', 'DHORTS', 'ASAD', 'EX_h2o_e', 'EX_h_e', 'EX_his__L_e', 'EX_hxan_e', 'EX_ile__L_e', 'EX_leu__L_e', 'EX_met__L_e', 'CBPS', 'EX_thm_e', 'EX_urea_e', 'CO2t', 'EX_val__L_e', 'FADOX', 'FBA', 'GLNS', 'FMNRx2', 'ENO', 'FORt', 'GLUR', 'FUM', 'GAPD', 'EX_ala__L_e', 'EX_arg__L_e', 'MAN6PI', 'MDH4', 'ME1', 'HSDy', 'ICDHyr', 'PGI', 'IMPC', 'PMANM', 'PGMT', 'NH4t', 'PHETA1', 'OCBT', 'PPA', 'ORPT', 'TALA', 'PGAMT', 'TKT1', 'TKT2', 'TPI', 'TYRTA', 'URIDK2r', 'RPE', 'RPI', 'SDPTA']","[3.1611113491463323, 2.3510162999999994e-06, 2.3510162999999994e-06, 0.36308429558257427, 0.2059775989037007, 2.851941622741833, 3.1611113491463323, 7.541497017775234, 0.006120119942352176, 0.3813560584137665, 2.3916658038873333, 3.148002357072993, 3.148002357072993, 0.12346753935500003, 0.19887050968925044, 6.470637031838161, 4.529808271955744, 0.0352652445, 0.006120119942352176, 0.1081467498, 0.1677058294, 0.11615901335039899, 3.024534817717993, 2.3510162999999994e-06, 2.3752086897873332, 2.8373751409817487, 0.15754121041421676, 2.851941622741833, 0.4021308889395595, 2.3679916391400915, 5.476870675128031, 1.6964021612944324, 0.015124120878582569, 0.010814674980000001, 5.558526629389962, 1.0961070146913574, 7.854577656486072, 0.8828995973356595, 0.009874268460000002, 5.503357792466889, 0.03557703442307192, 0.060317282409250425, 3.1611113491463323, 0.02092404507, 0.2059775989037007, 0.009874268460000002, 0.02092404507, 12.510737885464914, 0.06896314479999999, 3.148002357072993, 2.053742979842936, 0.12346753935500003, 0.08774528330163028, 0.03479504124000002, 0.07457959202163028, 0.24879225086792922, 0.4794899047334772, 0.05133052254999999, 0.009678350434999998, 0.32337184288955956, 0.32007258334855954, 0.13855322728000002]","[3.1611113491463323, 2.3510162999999994e-06, 2.3510162999999994e-06, 0.36308429558257427, 0.2059775989037007, 2.851941622741833, 3.1611113491463323, 7.541497017775234, 0.006120119942352176, 0.3813560584137665, 2.3916658038873333, 3.148002357072993, 3.148002357072993, 0.12346753935500003, 0.19887050968925044, 6.470637031838161, 4.529808271955744, 0.0352652445, 0.006120119942352176, 0.1081467498, 0.1677058294, 0.11615901335039899, 3.024534817717993, 2.3510162999999994e-06, 2.3752086897873332, 2.8373751409817487, 0.15754121041421676, 2.851941622741833, 0.4021308889395595, 2.3679916391400915, 5.476870675128031, 1.6964021612944324, 0.015124120878582569, 0.010814674980000001, 5.558526629389962, 1.0961070146913574, 7.854577656486072, 0.8828995973356595, 0.009874268460000002, 5.503357792466889, 0.03557703442307192, 0.060317282409250425, 3.1611113491463323, 0.02092404507, 0.2059775989037007, 0.009874268460000002, 0.02092404507, 12.510737885464914, 0.06896314479999999, 3.148002357072993, 2.053742979842936, 0.12346753935500003, 0.08774528330163028, 0.03479504124000002, 0.07457959202163028, 0.24879225086792922, 0.4794899047334772, 0.05133052254999999, 0.009678350434999998, 0.32337184288955956, 0.32007258334855954, 0.13855322728000002]","['FORt', 'NH4t']","['CS', 'ACONT', 'ADD', 'ARGSL', 'ARGSS', 'EX_h2o_e', 'EX_hxan_e', 'ICDHyr', 'OCBT']","['EX_pime_e', 'EX_pheme_e', 'EX_pi_e', 'AIRC3', 'AKO', 'ACt2r', 'ADK1', 'ARGN', 'DHORTS', 'ASAD', 'EX_h_e', 'EX_his__L_e', 'EX_ile__L_e', 'EX_leu__L_e', 'EX_met__L_e', 'CBPS', 'EX_thm_e', 'EX_urea_e', 'CO2t', 'EX_val__L_e', 'FADOX', 'FBA', 'GLNS', 'FMNRx2', 'ENO', 'GLUR', 'FUM', 'GAPD', 'EX_ala__L_e', 'EX_arg__L_e', 'MAN6PI', 'MDH4', 'ME1', 'HSDy', 'PGI', 'IMPC', 'PMANM', 'PGMT', 'PHETA1', 'PPA', 'ORPT', 'TALA', 'PGAMT', 'TKT1', 'TKT2', 'TPI', 'TYRTA', 'URIDK2r', 'RPE', 'RPI', 'SDPTA']",NH4t,OCBT,236.43747781328634,1,62,51,62.0,103.425364022085,iIT341,True,False,2,9,Transport,Urea Cycle,False,pFBAOpt_Rxns,MLE_Rxns,PSL,True
18,"['CS', 'EX_pime_e', 'EX_pheme_e', 'EX_pi_e', 'AIRC3', 'AKO', 'ACONT', 'ACt2r', 'ADD', 'ADK1', 'ARGN', 'ARGSL', 'ARGSS', 'DHORTS', 'ASAD', 'EX_h2o_e', 'EX_h_e', 'EX_his__L_e', 'EX_hxan_e', 'EX_ile__L_e', 'EX_leu__L_e', 'EX_met__L_e', 'CBPS', 'EX_thm_e', 'EX_urea_e', 'CO2t', 'EX_val__L_e', 'FADOX', 'FBA', 'GLNS', 'FMNRx2', 'ENO', 'FORt', 'GLUR', 'FUM', 'GAPD', 'EX_ala__L_e', 'EX_arg__L_e', 'MAN6PI', 'MDH4', 'ME1', 'HSDy', 'ICDHyr', 'PGI', 'IMPC', 'PMANM', 'PGMT', 'NH4t', 'PHETA1', 'OCBT', 'PPA', 'ORPT', 'TALA', 'PGAMT', 'TKT1', 'TKT2', 'TPI', 'TYRTA', 'URIDK2r', 'RPE', 'RPI', 'SDPTA']","[2.7588295882097293, 2.3510162999999994e-06, 2.3510162999999994e-06, 0.36308429575766443, 0.20597759891953293, 2.9130974742081817, 2.7588295882097293, 7.493245765968729, 0.006120119942352176, 0.3813560582659994, 2.855103416290286, 3.148002357072993, 3.148002357072993, 0.12346753935500003, 0.19887050968925044, 6.042546072982115, 5.68503515851805, 0.0352652445, 0.006120119942352176, 0.1081467498, 0.1677058294, 0.11615901335039899, 3.024534817717993, 2.3510162999999994e-06, 3.2151188652729927, 3.4455665103159845, 0.15754121041421676, 2.9130974742081817, 0.4021308889606693, 2.367991639108427, 5.830901184224476, 1.6964021613788711, 0.015124120862750334, 0.010814674980000001, 5.619682480824646, 1.0961070147599639, 8.672045778250322, 0.4194619849327069, 0.009874268460000002, 5.1010760314827905, 0.49901464684185504, 0.060317282409250425, 2.7588295882097293, 0.02092404507, 0.20597759891953293, 0.009874268460000002, 0.02092404507, 13.15427590847552, 0.06896314479999999, 3.148002357072993, 2.053742979779607, 0.12346753935500003, 0.08774528331218515, 0.03479504124000002, 0.07457959203218514, 0.24879225087848406, 0.47948990477041964, 0.05133052254999999, 0.009678350434999998, 0.3233718429106692, 0.3200725833696692, 0.13855322728000002]","[2.7588295882097293, 2.3510162999999994e-06, 2.3510162999999994e-06, 0.36308429575766443, 0.20597759891953293, 2.9130974742081817, 2.7588295882097293, 7.493245765968729, 0.006120119942352176, 0.3813560582659994, 2.855103416290286, 3.148002357072993, 3.148002357072993, 0.12346753935500003, 0.19887050968925044, 6.042546072982115, 5.68503515851805, 0.0352652445, 0.006120119942352176, 0.1081467498, 0.1677058294, 0.11615901335039899, 3.024534817717993, 2.3510162999999994e-06, 3.2151188652729927, 3.4455665103159845, 0.15754121041421676, 2.9130974742081817, 0.4021308889606693, 2.367991639108427, 5.830901184224476, 1.6964021613788711, 0.015124120862750334, 0.010814674980000001, 5.619682480824646, 1.0961070147599639, 8.672045778250322, 0.4194619849327069, 0.009874268460000002, 5.1010760314827905, 0.49901464684185504, 0.060317282409250425, 2.7588295882097293, 0.02092404507, 0.20597759891953293, 0.009874268460000002, 0.02092404507, 13.15427590847552, 0.06896314479999999, 3.148002357072993, 2.053742979779607, 0.12346753935500003, 0.08774528331218515, 0.03479504124000002, 0.07457959203218514, 0.24879225087848406, 0.47948990477041964, 0.05133052254999999, 0.009678350434999998, 0.3233718429106692, 0.3200725833696692, 0.13855322728000002]","['FORt', 'NH4t']","['AKO', 'ADD', 'ARGSL', 'ARGSS', 'EX_h2o_e', 'EX_hxan_e', 'EX_urea_e', 'FADOX', 'OCBT']","['CS', 'EX_pime_e', 'EX_pheme_e', 'EX_pi_e', 'AIRC3', 'ACONT', 'ACt2r', 'ADK1', 'ARGN', 'DHORTS', 'ASAD', 'EX_h_e', 'EX_his__L_e', 'EX_ile__L_e', 'EX_leu__L_e', 'EX_met__L_e', 'CBPS', 'EX_thm_e', 'CO2t', 'EX_val__L_e', 'FBA', 'GLNS', 'FMNRx2', 'ENO', 'GLUR', 'FUM', 'GAPD', 'EX_ala__L_e', 'EX_arg__L_e', 'MAN6PI', 'MDH4', 'ME1', 'HSDy', 'ICDHyr', 'PGI', 'IMPC', 'PMANM', 'PGMT', 'PHETA1', 'PPA', 'ORPT', 'TALA', 'PGAMT', 'TKT1', 'TKT2', 'TPI', 'TYRTA', 'URIDK2r', 'RPE', 'RPI', 'SDPTA']",NH4t,UREAt,240.5949479067844,1,62,51,62.0,106.40516501990135,iIT341,True,False,2,9,Transport,Transport,True,pFBAOpt_Rxns,MLE_Rxns,RSL,False
19,"['FRD5', 'G6PDH2r', 'GND', 'NADPHQR', 'PGL', 'TALA', 'TKT1', 'TKT2', 'RPE']","[0.4178991286599758, 0.8357982585513632, 1.2536973879536384, 1.253697387746378, 0.8357982585513632, 0.41789912923953343, 0.4178991292389055, 0.4178991293087017, 0.8357982585476073]","[0.4178991286599758, 0.8357982585513632, 1.2536973879536384, 1.253697387746378, 0.8357982585513632, 0.41789912923953343, 0.4178991292389055, 0.4178991293087017, 0.8357982585476073]",['TKT2'],"['G6PDH2r', 'GND', 'NADPHQR']","['FRD5', 'PGL', 'TALA', 'TKT1', 'RPE']",TKT2,GND,12.536973878877896,1,9,5,9.0,6.686386067797466,iIT341,True,False,1,3,Pentose-Phosphate-Pathway,Pentose-Phosphate-Pathway,True,pFBAOpt_Rxns,MLE_Rxns,PSL,True
20,"['DAAD', 'ADSK', 'DCTPD', 'ACS', 'ADD', 'ARGSL', 'ARGSS', 'ASNN', 'EX_hxan_e', 'ASPT', 'EX_lys__L_e', 'EX_mal__L_e', 'BPNT', 'EX_pro__L_e', 'CDAPPA_HP', 'EX_thr__L_e', 'FBP', 'FORt', 'FRD5', 'G6PDH1', 'G6PDH2r', 'GMPR', 'GND', 'NADPHQR', 'PGK', 'PGL', 'OCBT', 'P5CR', 'SULR', 'PAPSR', 'SULabc', 'TALA', 'TKT1', 'TKT2', 'RPE', 'SADT2', 'SERt2r']","[0.003908144424345006, 0.0004338876445248598, 0.00017390831881284458, 0.00037637464801931937, 0.0013659673240717096, 0.0010797635379912185, 0.0010797635379912185, 0.001567913582997682, 0.003272180514649836, 0.35471097756139314, 0.0024210228949693713, 0.001073295046912337, 0.00043429156901829413, 0.03546444152016193, 0.0010879197405153623, 0.0016500749934604542, 0.4065252456158649, 0.003863441806044173, 0.412470239713573, 0.8391940317692506, 0.40146159603739306, 0.0019062131905781265, 1.2406556278066436, 0.8532875451410935, 0.39439940072722357, 1.2406556278066436, 0.0010797635379912185, 0.03402661678942065, 0.0004338876445248598, 0.0004338876445248598, 0.0004338876445248598, 0.41508510110323676, 0.414855049153941, 0.41789912941158636, 0.8327541785655274, 0.0004338876445248598, 0.005501224433618723]","[0.003908144424345006, 0.0004338876445248598, 0.00017390831881284458, 0.00037637464801931937, 0.0013659673240717096, 0.0010797635379912185, 0.0010797635379912185, 0.001567913582997682, 0.003272180514649836, 0.35471097756139314, 0.0024210228949693713, 0.001073295046912337, 0.00043429156901829413, 0.03546444152016193, 0.0010879197405153623, 0.0016500749934604542, 0.4065252456158649, 0.003863441806044173, 0.412470239713573, 0.8391940317692506, 0.40146159603739306, 0.0019062131905781265, 1.2406556278066436, 0.8532875451410935, 0.39439940072722357, 1.2406556278066436, 0.0010797635379912185, 0.03402661678942065, 0.0004338876445248598, 0.0004338876445248598, 0.0004338876445248598, 0.41508510110323676, 0.414855049153941, 0.41789912941158636, 0.8327541785655274, 0.0004338876445248598, 0.005501224433618723]","['TKT2', 'SERt2r']","['DAAD', 'ADSK', 'DCTPD', 'ACS', 'ARGSL', 'ARGSS', 'ASNN', 'EX_hxan_e', 'ASPT', 'EX_lys__L_e', 'EX_mal__L_e', 'BPNT', 'EX_pro__L_e', 'CDAPPA_HP', 'EX_thr__L_e', 'G6PDH1', 'G6PDH2r', 'GMPR', 'GND', 'NADPHQR', 'PGL', 'OCBT', 'SULR', 'PAPSR', 'SULabc', 'SADT2']","['ADD', 'FBP', 'FORt', 'FRD5', 'PGK', 'P5CR', 'TALA', 'TKT1', 'RPE']",TKT2,PGL,16.309110223780955,1,37,9,37.0,8.327455510047564,iIT341,True,False,2,26,Pentose-Phosphate-Pathway,Pentose-Phosphate-Pathway,True,pFBAOpt_Rxns,MLE_Rxns,PSL,True
21,"['TRPS2', 'TRPS3']","[0.035541255599999995, 0.035541255599999995]","[0.035541255599999995, 0.035541255599999995]",[],"['TRPS2', 'TRPS3']",[],TRPS1,TRPS2,0.10662376679999999,1,2,0,2.0,0.07108251119999999,iIT341,False,False,2,2,Tryptophan Biosynthesis,Tryptophan Biosynthesis,True,pFBAOpt_Rxns,ELE_Rxns,PSL,True
22,"['TRPS2', 'TRPS3']","[0.035541255599999995, 0.035541255599999995]","[0.035541255599999995, 0.035541255599999995]",[],"['TRPS2', 'TRPS3']",[],TRPS1,TRPS3,0.10662376679999999,1,2,0,2.0,0.07108251119999999,iIT341,False,False,2,2,Tryptophan Biosynthesis,Tryptophan Biosynthesis,True,pFBAOpt_Rxns,ELE_Rxns,PSL,True
23,"['AKO', 'EX_for_e', 'EX_h2o_e', 'EX_h_e', 'ASPT', 'EX_urea_e', 'FADOX', 'GLUN', 'EX_acald_e', 'HXPRT', 'HYXNt', 'PYRDC', 'SERD_L']","[0.002457173206834057, 0.012285866177983606, 0.08477247646078467, 0.2948607874568552, 0.009828692958515295, 0.16585919279999997, 0.0024571732035439386, 0.024571732355970044, 0.009828692941610984, 0.012285866177984883, 0.012285866170334003, 0.009828692941610984, 0.012285866177984758]","[0.002457173206834057, 0.012285866177983606, 0.08477247646078467, 0.2948607874568552, 0.009828692958515295, 0.16585919279999997, 0.0024571732035439386, 0.024571732355970044, 0.009828692941610984, 0.012285866177984883, 0.012285866170334003, 0.009828692941610984, 0.012285866177984758]",['HYXNt'],"['AKO', 'EX_h2o_e', 'ASPT', 'EX_urea_e', 'FADOX', 'GLUN', 'EX_acald_e', 'HXPRT', 'PYRDC', 'SERD_L']","['EX_for_e', 'EX_h_e']",UREA,UREAt,2.2249703555255085,1,13,2,13.0,0.6536080790300125,iIT341,False,False,10,10,Urea Cycle,Transport,False,pFBAOpt_Rxns,MLE_Rxns,RSL,False
24,"['DUTPDP', 'NDPK6', 'URIDK2r']","[0.01625683357823772, 0.0162568335764255, 0.016256833579999998]","[0.01625683357823772, 0.0162568335764255, 0.016256833579999998]",['URIDK2r'],"['DUTPDP', 'NDPK6']",[],URIDK2r,DUTPDP,0.097541001257868,1,3,0,3.0,0.04877050073466322,iIT341,True,False,1,2,dTTP Biosynthesis,dTTP Biosynthesis,True,pFBAOpt_Rxns,MLE_Rxns,PSL,True
