Rxn_1,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Min,Rxn_2_Max,v1,v2,Rxn1_Prod,Rxn2_Prod,g_min_Fluxes,g_max_Fluxes,l_min_Fluxes,l_max_Fluxes
ADPT,0.0651314662989294,0.0651694260115703,ADD,0,3.78945073030712e-05,0,4.15687616239779e-06,0.00424458027399317,0,0,1.85090831550383e-10,NaN,NaN
ADPT,0.0651314662989294,0.0651694260115703,HXPRT,0,3.78942743698985e-05,0,0,0.00424458027399317,0,0,1.50354684258502e-09,NaN,NaN
ALAD_L,19.6043723858428,19.6045429104,FADOX,0,0.000113682915817037,0,24.0458318570818,384.334759669716,0,0,6.2130212086231e-10,NaN,NaN
ANS2,0.0373550064755367,0.0374154761988984,ANS,0,5.68414097675829e-05,0.0346406346736722,0,0.00139765535569514,0,0,2.01811817257536e-10,NaN,NaN
DHPS,0.0346121792379149,0.0346406346736722,FOLD3,0,2.84207261040947e-05,0,0,0.00119898785624027,0,0,8.15943312915124e-10,NaN,NaN
DHPS,0.0346121792379149,0.0346406346736722,HPPK,0,2.84207261040947e-05,0,0,0.00119898785624027,0,0,8.15943312915124e-10,NaN,NaN
CAT,0.0322373593251957,0.0323489622475122,CCP,0,0.00022289123396098,-0.06235314241261,-0.191216303398671,0.00104284511977024,0,0,7.70702170409971e-10,NaN,NaN
GARFT,0.351365810167373,0.375018330168235,FTHFD,0,5.6841437301447e-05,0,0,0.131768619407177,0,0,2.88198132025741e-10,NaN,NaN
GART,0,0.0236477831464939,FTHFLi,0,0.0236477828263375,0,4.0875948915442e-05,0,0,0,0.0235909653053028,0.0235909650254627,0.0235909649081094
HCO3E,-999996.767138976,999999,H2CO3D,-999996.767138976,999999,-0.0191216303398671,0,-999995767142.209,-999995767142.209,-999996.767136741,2.23286326214594,2.23286325851753,999999
HCO3E,-999996.767138976,999999,H2CO3D2,-999999,999996.767138976,-0.0191216303398671,0,-999995767142.209,-999995767142.209,-2.23286325854972,999996.767136741,-999999,-2.23286325851752
HEMEti,0,0,CPPPGO,0,4.15686768388224e-06,1.9509753493345,0,0,0,0,1.31173657161445e-11,4.15687616084067e-06,4.15687616084067e-06
HEMEti,0,0,FCLT,0,4.15686768388224e-06,1.9509753493345,0,0,0,0,1.31173657161445e-11,4.15687616084067e-06,4.15687616084067e-06
HEMEti,0,0,FE2abc,0,4.15686768388224e-06,1.9509753493345,-12,0,0,0,1.31173657161445e-11,4.15687616084067e-06,4.15687616084067e-06
HEMEti,0,0,GLUTRR,0,3.32549414710579e-05,1.9509753493345,0,0,0,0,1.04938925729156e-10,3.32550092867254e-05,3.32550092867254e-05
HEMEti,0,0,GLUTRS,0,3.32549414710579e-05,1.9509753493345,4.0875948915442e-05,0,0,0,1.04938925729156e-10,3.32550092867254e-05,3.32550092867254e-05
HEMEti,0,0,G1SAT,0,3.32549414710579e-05,1.9509753493345,-12.6060614347419,0,0,0,1.04938925729156e-10,3.32550092867254e-05,3.32550092867254e-05
HEMEti,0,0,HMBS,0,4.15686768388224e-06,1.9509753493345,0,0,0,0,1.31173657161445e-11,4.15687616084067e-06,4.15687616084067e-06
HEMEti,0,0,PPBNGS,0,1.66274707355289e-05,1.9509753493345,4.15687616239779e-06,0,0,0,5.24694628645778e-11,1.66275046433627e-05,1.66275046433627e-05
HEMEti,0,0,PPPGO,0,4.15686768388224e-06,1.9509753493345,0.0175974424142255,0,0,0,1.31173657161445e-11,4.15687616084067e-06,4.15687616084067e-06
