"","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule"
"1","3HAD120","AACPS7",0,16.8577491238658,0,115.820326242272,0,0.271711331972938,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.2123783036006346","3","10","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"2","3HAD120","ACACT9",0,16.8577491238658,0,16.8518667554828,0,0,0,0,0,-1.40496503320264e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","24","1.9398052857623314","5","8","11",13,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"3","3HAD120","ECOAH6",0,16.8577491238658,-16.8518667554828,0,0,0,0,0,1.40971678774804e-11,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","24","1.9398052857623314","5","8","11",13,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"4","3HAD120","FACOAE120",0,16.8577491238658,0,44.1220290446655,0,0.271711331972907,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.2123783035996134","4","10","1",14,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"5","3HAD120","HACD6i",0,16.8577491238658,0,16.8518667554828,0,0,0,0,0,-1.40496503320264e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","24","1.9398052857623314","5","8","11",13,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"6","3HAD140","FACOAE140",0,16.8534951649032,0,44.1228393225666,0,0,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","0.6061891517995428","4","7","4",11,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"7","3HAD160","AACPS3",0,16.8523050421638,0,115.820326242237,0,0,0,0,0,-7.46069872548105e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.3609540760997172","5","8","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"8","3HAD160","FACOAE160",0,16.8523050421638,0,44.1220290446678,0,0.271711331972907,0,0,0,-9.60675983208148e-13,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.3609540760958785","5","8","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"9","3OAR120","AACPS7",0,16.8577491238658,0,115.820326242272,0,0.271711331972938,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.2123783036006346","3","10","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"10","3OAR120","ACACT9",0,16.8577491238658,0,16.8518667554828,0,0,0,0,0,-1.40496503320264e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","24","1.9398052857623314","5","8","11",13,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"11","3OAR120","ECOAH6",0,16.8577491238658,-16.8518667554828,0,0,0,0,0,1.40971678774804e-11,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","24","1.9398052857623314","5","8","11",13,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"12","3OAR120","FACOAE120",0,16.8577491238658,0,44.1220290446655,0,0.271711331972907,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.2123783036035858","5","10","0",15,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"13","3OAR120","HACD6i",0,16.8577491238658,0,16.8518667554828,0,0,0,0,0,-1.40496503320264e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","24","1.9398052857623314","5","8","11",13,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"14","3OAR160","AACPS3",0,16.8523050421638,0,115.820326242237,0,0,0,0,0,-7.46069872548105e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.3609540760997172","5","8","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"15","3OAR160","FACOAE160",0,16.8523050421638,0,44.1220290446678,0,0.271711331972907,0,0,0,-9.60675983208148e-13,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.3609540760958785","5","8","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"16","3OAS120","AACPS7",0,16.8577491238658,0,115.820326242272,0.271711331972907,0.271711331972938,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.2123783036006346","3","10","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"17","3OAS120","ACACT9",0,16.8577491238658,0,16.8518667554828,0.271711331972907,0,0,0,0,-1.40496503320264e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","24","1.9398052857623314","5","8","11",13,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"18","3OAS120","ECOAH6",0,16.8577491238658,-16.8518667554828,0,0.271711331972907,0,0,0,1.40971678774804e-11,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","24","1.9398052857598902","6","9","9",15,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"19","3OAS120","FACOAE120",0,16.8577491238658,0,44.1220290446655,0.271711331972907,0.271711331972907,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.2123783035996134","4","10","1",14,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"20","3OAS120","HACD6i",0,16.8577491238658,0,16.8518667554828,0.271711331972907,0,0,0,0,-1.40496503320264e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","24","1.9398052857623314","5","8","11",13,"Cell Envelope Biosynthesis","Membrane Lipid Metabolism"
"21","3OAS160","AACPS3",0,16.8523050421638,0,115.820326242237,0,0,0,0,0,-7.46069872548105e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.3609540760997172","5","8","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"22","3OAS160","FACOAE160",0,16.8523050421638,0,44.1220290446678,0,0.271711331972907,0,0,0,-9.60675983208148e-13,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","15","1.3609540760958785","5","8","2",13,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis"
"23","ACHBS","ACLS_a",0,7.64152291482688,0,7.64152291482619,0.319047074381081,0,0,0,0,0.207484862097559,0.2074848620975,0.207484862097553,"pFBAOpt_Rxns","ELE_Rxns","PSL","3","0.59133157454998753","1","2","0",3,"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism"
