,rxns,diff_flux,abs_diff_flux,PathShort,PathLong,pathCommon,del_rxn1,del_rxn2,totalFluxDiff,solStatus,sl_size,common_sl_size,num_diff,net_diff,Organism,rxn1_short_bool,rxn2_short_bool,rxn1_cluster_len,rxn2_cluster_len,Subsystem 1,Subsystem 2,same_subsystems,Rxn_1_Type,Rxn_2_Type,PSL RSL Type,PSL Type
0,"['AACPS1', '3HAD160', '3OAR160', '3OAS160', 'ACOAD7f', 'ACOATA', 'EAR160x', 'FACOAE140']","[0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368860004, 0.11910914368859998, 0.11910914368859998]","[0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368860004, 0.11910914368859998, 0.11910914368859998]","['ACOAD7f', 'ACOATA']","['AACPS1', '3HAD160', '3OAR160', '3OAS160', 'EAR160x', 'FACOAE140']",[],AACPS3,3HAD160,1.7866371553290405,1,8,0,8.0,0.9528731495087999,iJO1366,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
1,"['AACPS1', '3HAD160', '3OAR160', '3OAS160', 'ACOAD7f', 'ACOATA', 'EAR160x', 'FACOAE140']","[0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368860004, 0.11910914368859998, 0.11910914368859998]","[0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368860004, 0.11910914368859998, 0.11910914368859998]","['ACOAD7f', 'ACOATA']","['AACPS1', '3HAD160', '3OAR160', '3OAS160', 'EAR160x', 'FACOAE140']",[],AACPS3,3OAR160,1.7866371553290405,1,8,0,8.0,0.9528731495087999,iJO1366,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
2,"['AACPS1', '3HAD160', '3OAR160', '3OAS160', 'ACOAD7f', 'ACOATA', 'EAR160x', 'FACOAE140']","[0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368860004, 0.11910914368859998, 0.11910914368859998]","[0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368859998, 0.11910914368860004, 0.11910914368859998, 0.11910914368859998]","['ACOAD7f', 'ACOATA']","['AACPS1', '3HAD160', '3OAR160', '3OAS160', 'EAR160x', 'FACOAE140']",[],AACPS3,3OAS160,1.7866371553290405,1,8,0,8.0,0.9528731495087999,iJO1366,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
3,"['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'ACOAD6f', 'ACOATA', 'CTECOAI7', 'EAR161x', 'FACOAE141']","[0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859813, 0.1403872995485997, 0.1403872995486, 0.14038729954859816, 0.14038729954859816]","[0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859813, 0.1403872995485997, 0.1403872995486, 0.14038729954859816, 0.14038729954859816]","['ACOATA', 'CTECOAI7']","['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'EAR161x', 'FACOAE141']",['ACOAD6f'],AACPS4,3HAD161,2.3865840923254966,1,9,1,9.0,1.2634856959373868,iJO1366,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
4,"['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'ACOAD6f', 'ACOATA', 'CTECOAI7', 'EAR161x', 'FACOAE141']","[0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859813, 0.1403872995485997, 0.1403872995486, 0.14038729954859816, 0.14038729954859816]","[0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859813, 0.1403872995485997, 0.1403872995486, 0.14038729954859816, 0.14038729954859816]","['ACOATA', 'CTECOAI7']","['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'EAR161x', 'FACOAE141']",['ACOAD6f'],AACPS4,3OAR161,2.3865840923254966,1,9,1,9.0,1.2634856959373868,iJO1366,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
5,"['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'ACOAD6f', 'ACOATA', 'CTECOAI7', 'EAR161x', 'FACOAE141']","[0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859813, 0.1403872995485997, 0.1403872995486, 0.14038729954859816, 0.14038729954859816]","[0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859816, 0.14038729954859813, 0.1403872995485997, 0.1403872995486, 0.14038729954859816, 0.14038729954859816]","['ACOATA', 'CTECOAI7']","['AACPS2', '3HAD161', '3OAR161', '3OAS161', 'EAR161x', 'FACOAE141']",['ACOAD6f'],AACPS4,3OAS161,2.3865840923254966,1,9,1,9.0,1.2634856959373868,iJO1366,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
6,"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'ACOAD5f', 'ACOATA', 'EAR120x', 'FACOAE100']","[0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999]","[0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999]",[],"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'EAR120x', 'FACOAE100']","['ACOAD5f', 'ACOATA']",AACPS7,3HAD120,1.0894415800319939,1,8,2,8.0,0.5810355093503999,iJO1366,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
7,"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'ACOAD5f', 'ACOATA', 'EAR120x', 'FACOAE100']","[0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999]","[0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999]",[],"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'EAR120x', 'FACOAE100']","['ACOAD5f', 'ACOATA']",AACPS7,3OAR120,1.0894415800319939,1,8,2,8.0,0.5810355093503999,iJO1366,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
8,"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'ACOAD5f', 'ACOATA', 'EAR120x', 'FACOAE100']","[0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999]","[0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999, 0.07262943866879999]",[],"['3HAD120', 'AACPS8', '3OAR120', '3OAS120', 'EAR120x', 'FACOAE100']","['ACOAD5f', 'ACOATA']",AACPS7,3OAS120,1.0894415800319939,1,8,2,8.0,0.5810355093503999,iJO1366,False,False,6,6,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
9,"['3HAD100', '3HAD40', '3HAD60', '3HAD80', '3OAR100', '3OAR40', '3OAR60', '3OAR80', '3OAS100', '3OAS60', '3OAS80', 'ACOAD1f', 'ACOAD2f', 'ACOAD3f', 'ACOAD4f', 'ACOATA', 'EAR100x', 'EAR40x', 'EAR60x', 'EAR80x', 'FA100ACPHi', 'KAS15']","[0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 1.328503527624, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906]","[0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 1.328503527624, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906, 0.332125881906]","['ACOAD1f', 'ACOAD2f', 'ACOAD3f', 'ACOAD4f', 'ACOATA']","['3HAD100', '3HAD40', '3HAD60', '3HAD80', '3OAR100', '3OAR40', '3OAR60', '3OAR80', '3OAS100', '3OAS60', '3OAS80', 'EAR100x', 'EAR40x', 'EAR60x', 'EAR80x', 'FA100ACPHi', 'KAS15']",[],ACACT1r,3HAD100,15.277790567675819,1,22,0,22.0,8.30314704765,iJO1366,False,False,17,17,Membrane Lipid Metabolism,Cell Envelope Biosynthesis,False,ELE_Rxns,ELE_Rxns,PSL,True
