Type,Rxn_1_Type,Rxn_2_Type,Count,Fraction,Rxn_1_Prod,Rxn_2_Prod
PSL,pFBAOpt_Rxns,ELE_Rxns,24,0.15286624203821655,24,24
PSL,pFBAOpt_Rxns,MLE_Rxns,88,0.5605095541401274,88,88
PSL,pFBAOpt_Rxns,pFBAOpt_Rxns,18,0.11464968152866242,18,18
RSL,pFBAOpt_Rxns,ELE_Rxns,1,0.006369426751592357,1,1
RSL,pFBAOpt_Rxns,pFBAOpt_Rxns,26,0.16560509554140126,26,26
