Rxn_1,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Min,Rxn_2_Max,v1,v2,Rxn1_Prod,Rxn2_Prod,g_min_Fluxes,g_max_Fluxes,l_min_Fluxes,l_max_Fluxes
CMCBTFL,0.000177372055849301,0.000325773688742312,VIUB,0,0.000148396725611204,0.000325773688742311,0,5.77831489138341e-08,0,0,-1.49729446878807e-11,NaN,NaN
CMCBTFU,0.000177372055849301,0.000325773688742312,VIUB,0,0.000148396725611204,0.000325773688742311,0,5.77831489138341e-08,0,0,-1.49729446878807e-11,NaN,NaN
CTPS1,0.0165884512802772,0.0168203026217851,CTPS2,0,0.000115925670442114,0.0167046276289918,0,0.000279022770561001,0,0,-1.85260834451029e-12,NaN,NaN
AMMQT8,0.000570515733473533,0.000686451701278678,AMMQT8_2,0,0.000115925673169209,0.000686451701278439,0,3.91631495849159e-07,0,0,-1.10112395547077e-11,NaN,NaN
CYTBD,0.0177402897977945,9.95028568652231,DHORDi,0,0.00023185132546874,1.01158945715088,0,0.176520951649753,0,0,-3.58026802649292e-12,NaN,NaN
CYTK1,0.0157157042882545,0.0158316299538228,NTD4,0,0.000115925671093222,0.0157739038349973,0,0.000248805214755352,0,0,-1.78160437791508e-12,NaN,NaN
DADK,-0.000203143164526409,-0.00014517728050123,NTPP5,0,5.79628367032621e-05,-0.000203143164526409,0,2.9491772178358e-08,0,NaN,NaN,0,-8.82387479056446e-13
ASNt2r,0.999951189193325,1,ASNS1,0,3.86418882915388e-05,1,0,0.999951189193325,0,0,-2.01616501271928e-12,NaN,NaN
ADK1,-999.884650852528,0.115465073136647,ADK2,0,1000,0.115350878491881,0,-115.451754338898,0,0,0.115350878490176,0.115350878491995,1000
DHNPA2r,0,4.65390983917607e-05,DHNPA_1,0,4.65390983917576e-05,4.65390983917582e-05,0,0,0,0,4.65390984856979e-05,4.65390984579588e-05,4.65390985055283e-05
DHNPA2r,0,4.65390983917607e-05,FOLD3,0,4.65390983917576e-05,4.65390983917582e-05,0,0,0,0,4.65390984856979e-05,4.65390984579588e-05,4.65390985055283e-05
DHNPA2r,0,4.65390983917607e-05,HPPK,0,4.65390983917576e-05,4.65390983917582e-05,0.0183742177837962,0,0,0,4.65390984856979e-05,4.65390984579588e-05,4.65390985055283e-05
DHPPDA,0,0.00204190294193844,DHPPDA2,0,0.00204190294193844,0.00204190294193841,0,0,0,0,0.00204190294196052,0.00204190294193841,0.00204190294193841
DHPPDA,0,0.00204190294193844,GTPCII2,0,0.00204190294193844,0.00204190294193841,0,0,0,0,0.00204190294196052,0.00204190294193841,0.00204190294193841
DHPS2,0,4.65390983917607e-05,DHNPA_1,0,4.65390983917576e-05,0,0,0,0,0,4.65390984856979e-05,4.65390984579588e-05,4.65390985055283e-05
DHPS2,0,4.65390983917607e-05,FOLD3,0,4.65390983917576e-05,0,0,0,0,0,4.65390984856979e-05,4.65390984579588e-05,4.65390985055283e-05
DHPS2,0,4.65390983917607e-05,HPPK,0,4.65390983917576e-05,0,0.0183742177837962,0,0,0,4.65390984856979e-05,4.65390984579588e-05,4.65390985055283e-05
DMPPS,0,0.0276743757347672,IPDDI,-0.0249016260787585,0.00277274965606011,0.00276965809303953,4.65390983917582e-05,0,-6.90459751452151e-05,-0.024892600251178,0.00276965809325702,0.00276965809302965,0.00276965809302965
FAS160,0.0290323527967179,0.0328832441908705,ETHAt,-1.7498213651379e-05,0,0,0,0.000954677946449975,-0,7.95807864051312e-13,-0,NaN,NaN
FAS160,0.0290323527967179,0.0328832441908705,GPDDA2,0,1.74982136502551e-05,0,0,0.000954677946449975,0,0,-8.18691251944226e-13,NaN,NaN
FAS160,0.0290323527967179,0.0328832441908705,LPLIPAL2E160,0,1.74982142435044e-05,0,0.00435821204276922,0.000954677946449975,0,0,1.39994136075239e-12,NaN,NaN
FAS160,0.0290323527967179,0.0328832441908705,PLIPA1E160,0,5.79628344137581e-05,0,0.0146453306990679,0.000954677946449975,0,0,-0,NaN,NaN
FAS181,0,0.000602862178861109,DESAT18,0,0.000602862179495498,0,0,0,0,0,0.000572954475075538,0.000572954475075538,0.000572954475075538
FAS181,0,0.000602862178861109,FACOAL180,0,0.000630908713219469,0,0,0,0,0,0.000572954472545462,0.000572954475046572,0.000572954474137077
FAS181,0,0.000602862178861109,FACOAL181,-0.000577259391093321,2.99163020827109e-05,0,0,0,-1.72694663240295e-08,-0.000572954475387633,-3.41060513164848e-12,-0.000572954474591825,-0.000572954475046572
DHFR_copy2,0,1000,DHFR_copy1,-999.9999534616,0.000639912602878212,-0.00774660744889388,0,0,-0.639912573097703,-999.999953460901,0.000639912602878212,4.65390984345504e-05,0.000639912602878212
FRD,0.0145147009260401,1000,GLUCYS,0,3.86418916284009e-05,0,0.000218559240822296,14.5147009260401,0,0,-0,NaN,NaN
