,Rxn_1,Rxn_1_Type,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Type,Rxn_2_Min,Rxn_2_Max,v1,v2,Rxn_1_Prod,Rxn_2_Prod,Type
0,CMCBTFL,pFBAOpt_Rxns,0.0001773720558493,0.0003257736887423,VIUB,MLE_Rxns,0.0,0.0001483967256112,0.0003257736887423,0.0,5.7783148913831715e-08,0.0,PSL
1,CMCBTFU,pFBAOpt_Rxns,0.0001773720558493,0.0003257736887423,VIUB,MLE_Rxns,0.0,0.0001483967256112,0.0003257736887423,0.0,5.7783148913831715e-08,0.0,PSL
2,CTPS1,pFBAOpt_Rxns,0.0165884512802772,0.0168203026217851,CTPS2,MLE_Rxns,0.0,0.0001159256704421,0.0167046276289918,0.0,0.00027902277056100105,0.0,PSL
3,AMMQT8,pFBAOpt_Rxns,0.0005705157334735,0.0006864517012786,AMMQT8_2,MLE_Rxns,0.0,0.0001159256731692,0.0006864517012784,0.0,3.916314958490924e-07,0.0,PSL
4,CYTBD,pFBAOpt_Rxns,0.0177402897977945,9.95028568652231,DHORDi,MLE_Rxns,0.0,0.0002318513254687,1.01158945715088,0.0,0.17652095164975237,0.0,PSL
5,CYTK1,pFBAOpt_Rxns,0.0157157042882545,0.0158316299538228,NTD4,MLE_Rxns,0.0,0.0001159256710932,0.0157739038349973,0.0,0.00024880521475535136,0.0,PSL
6,DADK,pFBAOpt_Rxns,-0.0002031431645264,-0.0001451772805012,NTPP5,MLE_Rxns,0.0,5.79628367032621e-05,-0.0002031431645264,0.0,2.9491772178350596e-08,0.0,PSL
7,ASNt2r,pFBAOpt_Rxns,0.999951189193325,1.0,ASNS1,MLE_Rxns,0.0,3.86418882915388e-05,1.0,0.0,0.999951189193325,0.0,PSL
8,ADK1,pFBAOpt_Rxns,-999.884650852528,0.115465073136647,ADK2,ELE_Rxns,0.0,1000.0,0.115350878491881,0.0,-115.4517543388979,0.0,PSL
9,DHNPA2r,pFBAOpt_Rxns,0.0,4.65390983917607e-05,DHNPA_1,pFBAOpt_Rxns,0.0,4.65390983917576e-05,4.65390983917582e-05,0.0,0.0,0.0,PSL
10,DHNPA2r,pFBAOpt_Rxns,0.0,4.65390983917607e-05,FOLD3,pFBAOpt_Rxns,0.0,4.65390983917576e-05,4.65390983917582e-05,0.0,0.0,0.0,PSL
11,DHNPA2r,pFBAOpt_Rxns,0.0,4.65390983917607e-05,HPPK,pFBAOpt_Rxns,0.0,4.65390983917576e-05,4.65390983917582e-05,0.0183742177837962,0.0,0.0,PSL
12,DHPPDA,pFBAOpt_Rxns,0.0,0.0020419029419384,DHPPDA2,pFBAOpt_Rxns,0.0,0.0020419029419384,0.0020419029419384,0.0,0.0,0.0,PSL
13,DHPPDA,pFBAOpt_Rxns,0.0,0.0020419029419384,GTPCII2,pFBAOpt_Rxns,0.0,0.0020419029419384,0.0020419029419384,0.0,0.0,0.0,PSL
14,DHPS2,pFBAOpt_Rxns,0.0,4.65390983917607e-05,DHNPA_1,pFBAOpt_Rxns,0.0,4.65390983917576e-05,0.0,0.0,0.0,0.0,PSL
15,DHPS2,pFBAOpt_Rxns,0.0,4.65390983917607e-05,FOLD3,pFBAOpt_Rxns,0.0,4.65390983917576e-05,0.0,0.0,0.0,0.0,PSL
16,DHPS2,pFBAOpt_Rxns,0.0,4.65390983917607e-05,HPPK,pFBAOpt_Rxns,0.0,4.65390983917576e-05,0.0,0.0183742177837962,0.0,0.0,PSL
17,DMPPS,pFBAOpt_Rxns,0.0,0.0276743757347672,IPDDI,ELE_Rxns,-0.0249016260787585,0.0027727496560601,0.0027696580930395,4.65390983917582e-05,0.0,-6.904597514521485e-05,PSL
18,FAS160,pFBAOpt_Rxns,0.0290323527967179,0.0328832441908705,ETHAt,MLE_Rxns,-1.7498213651379e-05,0.0,0.0,0.0,0.0009546779464499768,-0.0,PSL
19,FAS160,pFBAOpt_Rxns,0.0290323527967179,0.0328832441908705,GPDDA2,MLE_Rxns,0.0,1.74982136502551e-05,0.0,0.0,0.0009546779464499768,0.0,PSL
20,FAS160,pFBAOpt_Rxns,0.0290323527967179,0.0328832441908705,LPLIPAL2E160,MLE_Rxns,0.0,1.74982142435044e-05,0.0,0.0043582120427692,0.0009546779464499768,0.0,PSL
21,FAS160,pFBAOpt_Rxns,0.0290323527967179,0.0328832441908705,PLIPA1E160,MLE_Rxns,0.0,5.79628344137581e-05,0.0,0.0146453306990679,0.0009546779464499768,0.0,PSL
22,FAS181,pFBAOpt_Rxns,0.0,0.0006028621788611,DESAT18,ELE_Rxns,0.0,0.0006028621794954,0.0,0.0,0.0,0.0,PSL
23,FAS181,pFBAOpt_Rxns,0.0,0.0006028621788611,FACOAL180,ELE_Rxns,0.0,0.0006309087132194,0.0,0.0,0.0,0.0,PSL
24,FAS181,pFBAOpt_Rxns,0.0,0.0006028621788611,FACOAL181,ELE_Rxns,-0.0005772593910933,2.99163020827109e-05,0.0,0.0,0.0,-1.7269466324028917e-08,RSL
25,DHFR_copy2,pFBAOpt_Rxns,0.0,1000.0,DHFR_copy1,pFBAOpt_Rxns,-999.9999534616,0.0006399126028782,-0.0077466074488938,0.0,0.0,-0.6399125730976913,PSL
26,FRD,pFBAOpt_Rxns,0.0145147009260401,1000.0,GLUCYS,MLE_Rxns,0.0,3.86418916284009e-05,0.0,0.0002185592408222,14.514700926040101,0.0,PSL
27,FRD,pFBAOpt_Rxns,0.0145147009260401,1000.0,EGTB,MLE_Rxns,0.0,3.36016410211904e-06,0.0,0.0,14.514700926040101,0.0,PSL
28,FRD,pFBAOpt_Rxns,0.0145147009260401,1000.0,EGTC,MLE_Rxns,0.0,3.36016410211904e-06,0.0,0.0,14.514700926040101,0.0,PSL
29,FRD,pFBAOpt_Rxns,0.0145147009260401,1000.0,EGTE,MLE_Rxns,0.0,3.36016410211904e-06,0.0,0.0,14.514700926040101,0.0,PSL
30,FRD,pFBAOpt_Rxns,0.0145147009260401,1000.0,EGTD,MLE_Rxns,0.0,3.36016410211933e-06,0.0,0.0,14.514700926040101,0.0,PSL
31,GLYCt,pFBAOpt_Rxns,-1.0,-0.999968020503729,G3PD1ir,ELE_Rxns,-0.993617142093967,8.93860332657266,0.0,0.0,0.999968020503729,-8.881549491660753,PSL
32,GLYCt,pFBAOpt_Rxns,-1.0,-0.999968020503729,G3PT,MLE_Rxns,0.0,0.0001159256661185,0.0,0.0,0.999968020503729,0.0,PSL
33,GLYK,pFBAOpt_Rxns,0.999154526720497,0.999386378078613,G3PD1ir,ELE_Rxns,-0.993617142093967,8.93860332657266,0.0,0.0,0.9985414236000482,-8.881549491660753,PSL
34,G16MTM2,pFBAOpt_Rxns,0.0,0.0003087869178293,MANAT2,pFBAOpt_Rxns,0.0,0.0003087869178293,0.0,0.0183742177837962,0.0,0.0,PSL
35,GTPCII,pFBAOpt_Rxns,0.0,0.0020419029419384,DHPPDA2,pFBAOpt_Rxns,0.0,0.0020419029419384,0.0,0.0,0.0,0.0,PSL
36,GTPCII,pFBAOpt_Rxns,0.0,0.0020419029419384,GTPCII2,pFBAOpt_Rxns,0.0,0.0020419029419384,0.0,0.0,0.0,0.0,PSL
37,GHMT2r,pFBAOpt_Rxns,0.0550714911254344,0.0560288129594004,ICL,MLE_Rxns,0.0,5.98326052003596e-05,0.0,0.0,0.0030855902756622426,0.0,PSL
38,GLGC,pFBAOpt_Rxns,0.0,0.0275964305382896,MTI,ELE_Rxns,0.0,0.0137982152699578,0.0088777984092118,0.0,0.0,0.0,PSL
39,GLGC,pFBAOpt_Rxns,0.0,0.0275964305382896,MAK,ELE_Rxns,0.0,0.0137982152881477,0.0088777984092118,0.0146578962555953,0.0,0.0,PSL
40,GLGC,pFBAOpt_Rxns,0.0,0.0275964305382896,GLGE,ELE_Rxns,0.0,0.0137982152881643,0.0088777984092118,0.0,0.0,0.0,PSL
41,HPPK2,pFBAOpt_Rxns,0.0,4.65390983917607e-05,DHNPA_1,pFBAOpt_Rxns,0.0,4.65390983917576e-05,0.0,0.0,0.0,0.0,PSL
42,HPPK2,pFBAOpt_Rxns,0.0,4.65390983917607e-05,FOLD3,pFBAOpt_Rxns,0.0,4.65390983917576e-05,0.0,0.0,0.0,0.0,PSL
43,HPPK2,pFBAOpt_Rxns,0.0,4.65390983917607e-05,HPPK,pFBAOpt_Rxns,0.0,4.65390983917576e-05,0.0,0.0183742177837962,0.0,0.0,PSL
44,GLU5K,pFBAOpt_Rxns,0.0,0.0081455448571213,ORNTA,ELE_Rxns,0.0,0.0081455448901444,0.0,0.0,0.0,0.0,PSL
45,MI3PP,pFBAOpt_Rxns,0.0,0.0007204834169774,MI1PS,pFBAOpt_Rxns,0.0,0.0007204834169774,6.84124746358851e-05,4.43487495257727,0.0,0.0,PSL
46,MI3PP,pFBAOpt_Rxns,0.0,0.0007204834169774,MI1PP,pFBAOpt_Rxns,0.0,0.0007591144963838,6.84124746358851e-05,0.0,0.0,0.0,PSL
47,MMSAD1,pFBAOpt_Rxns,0.0146173543173317,0.014681455914867,MACCOAT,MLE_Rxns,0.0,4.03219740974237e-05,0.0,0.0003766176537353,0.00021460404300189615,0.0,PSL
48,MMSAD1,pFBAOpt_Rxns,0.0146173543173317,0.014681455914867,HACD9,MLE_Rxns,0.0,4.0321974081688e-05,0.0,0.0,0.00021460404300189615,0.0,PSL
49,MMSAD1,pFBAOpt_Rxns,0.0146173543173317,0.014681455914867,ECOAH9ir,MLE_Rxns,0.0,4.03219740816897e-05,0.0,0.0,0.00021460404300189615,0.0,PSL
50,MMSAD1,pFBAOpt_Rxns,0.0146173543173317,0.014681455914867,ACOADH1,MLE_Rxns,0.0,4.03219740816897e-05,0.0,0.0,0.00021460404300189615,0.0,PSL
51,MMSAD1,pFBAOpt_Rxns,0.0146173543173317,0.014681455914867,BKDC1,MLE_Rxns,0.0,4.03219740974237e-05,0.0,0.0,0.00021460404300189615,0.0,PSL
52,MMSAD1,pFBAOpt_Rxns,0.0146173543173317,0.014681455914867,3M2OPLOXRD,MLE_Rxns,0.0,4.03219740816897e-05,0.0,0.0,0.00021460404300189615,0.0,PSL
53,FCLT,pFBAOpt_Rxns,0.0,9.30781967835185e-05,FETRANS,ELE_Rxns,-9.3078196755414e-05,0.0,0.0,0.0,0.0,-0.0,PSL
54,FCLT,pFBAOpt_Rxns,0.0,9.30781967835185e-05,FCLT2,ELE_Rxns,0.0,9.30781967835185e-05,0.0,6.84124746358851e-05,0.0,0.0,PSL
55,MAN1PT2,pFBAOpt_Rxns,0.0039119146726517,0.0040279007919337,MAN1PT,MLE_Rxns,0.0,0.000115925671583,0.0091519136987393,0.0078947763034319,1.5756804207950843e-05,0.0,PSL
56,MECDPDH,pFBAOpt_Rxns,0.0276038803892866,0.0276743757347672,IPDDI,ELE_Rxns,-0.0249016260787585,0.0027727496560601,0.0,4.65390983917582e-05,0.0007639201576306893,-6.904597514521485e-05,PSL
57,MECDPDH,pFBAOpt_Rxns,0.0276038803892866,0.0276743757347672,HMEDS,MLE_Rxns,0.0,5.79628268099139e-05,0.0,0.0179724108430563,0.0007639201576306893,0.0,PSL
58,MECDPDH,pFBAOpt_Rxns,0.0276038803892866,0.0276743757347672,HMEDR,MLE_Rxns,0.0,5.79628268099139e-05,0.0,0.0,0.0007639201576306893,0.0,PSL
59,NDPK3,pFBAOpt_Rxns,0.014529185262063,0.0147496121521726,NTD4,MLE_Rxns,0.0,0.0001159256710932,0.0,0.0,0.00021429984750249146,0.0,PSL
60,PGMT,pFBAOpt_Rxns,-0.030926906077525,-0.0170707279787621,MTI,ELE_Rxns,0.0,0.0137982152699578,0.0,0.0,0.0005279448008741537,0.0,PSL
61,PGMT,pFBAOpt_Rxns,-0.030926906077525,-0.0170707279787621,MAK,ELE_Rxns,0.0,0.0137982152881477,0.0,0.0146578962555953,0.0005279448008741537,0.0,PSL
62,PGMT,pFBAOpt_Rxns,-0.030926906077525,-0.0170707279787621,GLGE,ELE_Rxns,0.0,0.0137982152881643,0.0,0.0,0.0005279448008741537,0.0,PSL
63,PGMT,pFBAOpt_Rxns,-0.030926906077525,-0.0170707279787621,GLGP,MLE_Rxns,0.0,5.79628334735974e-05,0.0,0.000372312787134,0.0005279448008741537,0.0,PSL
64,PUNP5,pFBAOpt_Rxns,-0.0013796177569247,-0.0011477664118047,HXPRT,MLE_Rxns,0.0,0.0001159256708776,0.0,0.0002223987164396,1.583478922527512e-06,0.0,PSL
65,RPE,pFBAOpt_Rxns,-0.0412263100874952,-0.0410140373035119,GND,MLE_Rxns,0.0,0.0003091351221941,0.0003773739140841,0.0005568403122573,0.001690857419814677,0.0,PSL
66,RPE,pFBAOpt_Rxns,-0.0412263100874952,-0.0410140373035119,G6PDH2r,MLE_Rxns,0.0,0.0003091351221941,0.0003773739140841,0.0008530034996283,0.001690857419814677,0.0,PSL
67,RPE,pFBAOpt_Rxns,-0.0412263100874952,-0.0410140373035119,PGL,MLE_Rxns,0.0,0.0003091351221941,0.0003773739140841,0.0006215878328949,0.001690857419814677,0.0,PSL
68,SHSL4r,pFBAOpt_Rxns,-0.0040482616474264,0.005143897436028,THRD_L,ELE_Rxns,0.0,0.0091920983322765,0.0,0.024801965358165,-2.0823842708567144e-05,0.0,PSL
69,TDMS3,pFBAOpt_Rxns,0.0001151883200167,0.0001278079989584,OTSB1,MLE_Rxns,0.0,2.52355189845252e-05,0.0094910673782351,0.0,1.4721988684714237e-08,0.0,PSL
70,TDMS3,pFBAOpt_Rxns,0.0001151883200167,0.0001278079989584,TMMYCO,MLE_Rxns,0.0,2.52355189845252e-05,0.0094910673782351,0.0,1.4721988684714237e-08,0.0,PSL
71,TDMS3,pFBAOpt_Rxns,0.0001151883200167,0.0001278079989584,FBPA,MLE_Rxns,0.0,1.26177594922626e-05,0.0094910673782351,0.0033217281477119,1.4721988684714237e-08,0.0,PSL
72,TKT2,pFBAOpt_Rxns,-0.024104604858735,-0.0239925993682846,GND,MLE_Rxns,0.0,0.0003091351221941,0.0,0.0005568403122573,0.0005783321273064353,0.0,PSL
73,TKT2,pFBAOpt_Rxns,-0.024104604858735,-0.0239925993682846,G6PDH2r,MLE_Rxns,0.0,0.0003091351221941,0.0,0.0008530034996283,0.0005783321273064353,0.0,PSL
74,TKT2,pFBAOpt_Rxns,-0.024104604858735,-0.0239925993682846,PGL,MLE_Rxns,0.0,0.0003091351221941,0.0,0.0006215878328949,0.0005783321273064353,0.0,PSL
