"","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule"
"1","CO2t","PFK",-58.140492744225,10.3951050549324,0,168.339373331385,-22.809833310205,7.47738196216029,-1,0,NA,NA,7.47738196216032,7.47738196216028,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","54","642.83149294245891","7","10","37",17,"Transport, Extracellular","Glycolysis/Gluconeogenesis"
"2","CO2t","PPC",-58.140492744225,10.3951050549324,0,158.5080531932,-22.809833310205,2.50430947036873,-1,0,NA,NA,2.50430947036873,2.50430947036873,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","56","346.78190681575671","7","8","41",15,"Transport, Extracellular","Anaplerotic reactions"
"3","CYTBD","PFK",0,116.17995148164,0,168.339373331385,43.5989853119975,7.47738196216029,0,0,7.47738196216032,7.47738196216028,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","57","730.14478555708035","8","13","36",21,"Oxidative Phosphorylation","Glycolysis/Gluconeogenesis"
"4","CYTBD","PGI",0,116.17995148164,-48.016614442475,9.99104230975001,43.5989853119975,4.86086114649686,0,-1,4.86086114649686,4.86086114649686,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","57","490.60929767506053","8","10","39",18,"Oxidative Phosphorylation","Glycolysis/Gluconeogenesis"
"5","CYTBD","PPC",0,116.17995148164,0,158.5080531932,43.5989853119975,2.50430947036873,0,0,2.50430947036873,2.50430947036873,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","58","445.23703294639972","9","14","35",23,"Oxidative Phosphorylation","Anaplerotic reactions"
"6","FBA","CO2t",-9.37935004501003,9.95653553906504,-58.140492744225,10.3951050549324,0,-22.809833310205,-1,-1,-22.8098333102049,-22.8098333102049,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","54","636.94763594950541","7","9","38",16,"Glycolysis/Gluconeogenesis","Transport, Extracellular"
"7","FBA","CYTBD",-9.37935004501003,9.95653553906504,0,116.17995148164,0,43.5989853119975,-1,0,43.5989853119975,43.5989853119975,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","56","720.81200354736029","9","12","35",21,"Glycolysis/Gluconeogenesis","Oxidative Phosphorylation"
"8","FBA","NADTRHD",-9.37935004501003,9.95653553906504,0,359.796978454322,0,4.95998494457467,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL","49","323.29510256437146","8","10","31",18,"Glycolysis/Gluconeogenesis","Oxidative Phosphorylation"
"9","FBA","PGI",-9.37935004501003,9.95653553906504,-48.016614442475,9.99104230975001,0,4.86086114649686,-1,-1,4.86086114649686,4.86086114649686,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","48","262.96057047526978","7","8","33",15,"Glycolysis/Gluconeogenesis","Glycolysis/Gluconeogenesis"
"10","FBA","PGL",-9.37935004501003,9.95653553906504,0,58.0076567522251,0,4.95998494457465,-1,0,4.95998494457464,4.95998494457466,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","47","398.49720746489038","6","8","33",14,"Glycolysis/Gluconeogenesis","Pentose Phosphate Pathway"
"11","FBA","RPE",-9.37935004501003,9.95653553906504,-0.620909006871443,38.6403624474101,0,2.67848185050752,-1,-1,2.67848185050752,2.67848185050752,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL","47","386.41829723274469","7","8","32",15,"Glycolysis/Gluconeogenesis","Pentose Phosphate Pathway"
