table_new
ALATA_L
CPPPGO2
VALTA
HXPRT,IMPD
HXPRT,IMPD
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
TRPS1
ASNS1
DMPPS
IPDPS
CYTDK2,CYSDS,ACP1_FMN,PFK_3,PFL,EX_glyc_e,PPS,CYTDK1,ALDD2y,TMDK1,ABTA,EX_fmn_e,DHAPT,UPPRT,ADD,G3PD2,AMPN,NTPP6,GLYCDx,H2SO,CAT,FBA3,GLUDC,SSALy,THMDt2pp_copy1,GLYCtex,THRabcpp,VALabcpp,ARGabcpp,CYTDt2pp_copy1,ASPO4,DHBSH,ENTERES,LADGMDH,ALAGLUE,3PEPTabcpp,4PEPTabcpp,AMPTASECG,LALGP,Kabcpp,LEUabcpp,METabcpp,ATPHs,ILEabcpp,PROabcpp,NTPP9,4PCP,MG2uabcpp,4PCPpp,GLYCtpp,HISabcpp,DAAD,HXAND,2AGPEAT160,2AGPEAT161,G3PEabcpp,EAR140x,3OAR160,3OAS160,PAPA161,CGLYabcpp,EAR160x,3HAD140,3HAD160,FA160ACPHi,OPHHX3,FA120ACPHi,FA140ACPHi,CLt3_2pp,RNTR1c2,RNTR2c2,FMNtex,FMNt
G3PT,G3PD2
G3PT,G3PD2
MACPD,AACPS3,ACOATA,FACOAE160,FADRx2,ACOAD7f
MACPD,AACPS3,ACOATA,FACOAE160,FADRx2,ACOAD7f
MACPD,AACPS3,ACOATA,FACOAE160,FADRx2,ACOAD7f
MACPD,AACPS4,FACOAE161,FADRx2,CTECOAI7
MACPD,AACPS4,FACOAE161,FADRx2,CTECOAI7
MACPD,AACPS4,FACOAE161,FADRx2,CTECOAI7
PRPPS
PRPPS
GMPS2
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi,ACOAD1f
CYSDS,ME1,ACP1_FMN,EX_glcn_e,MGSA,CYTDK1,TMDK1,FTHFD,EX_fmn_e,URIC,DHAPT,ALLTN,UPPRT,F6PA,EX_h2s_e,ADD,MALS,UGLYCH,EX_glyclt_e,H2SO,Kt2pp,GLYCLTtex,THRabcpp,VALabcpp,ARGabcpp,GLCNtex,ASPO4,LADGMDH,ALAGLUE,4PEPTabcpp,AMPTASECG,LALGP,LEUabcpp,METabcpp,ATPHs,ILEabcpp,PROabcpp,NTPP9,4PCP,MG2uabcpp,HISabcpp,DAAD,GLCNt2rpp,XAND,H2Stex,GUAPRT,H2St1pp,2AGPEAT160,GCALDD,2AGPEAT161,G3PEabcpp,GTHRDabcpp,EAR140x,G3PAT161,EAR160y,3OAR160,3OAS160,PAPA161,CGLYabcpp,EAR160x,3HAD140,3HAD160,FA160ACPHi,OPHHX3,FA120ACPHi,FA140ACPHi,SCYSDS,GNP,ALLTAMH2,UGCIAMH,FMNtex,FMNt


KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
KAS15,3HAD80,3HAD40,3OAS60,3OAR60,3OAR80,3OAS80,3OAR40,3HAD60,EAR40x,EAR60x,EAR80x,FA80ACPHi
