,rxns,diff_flux,abs_diff_flux,PathShort,PathLong,pathCommon,del_rxn1,del_rxn2,totalFluxDiff,solStatus,sl_size,common_sl_size,num_diff,net_diff,Organism,rxn1_short_bool,rxn2_short_bool,rxn1_cluster_len,rxn2_cluster_len,Subsystem 1,Subsystem 2,same_subsystems,Rxn_1_Type,Rxn_2_Type,PSL RSL Type,PSL Type
10,"['AACPS3', 'ECOAH7', 'FACOAE160', 'FADRx2', 'MACPD']","[0.07503650515500031, 0.07503650515500031, 0.07503650515500031, 0.07503650515500025, 0.07503650515497828]","[0.07503650515500031, 0.07503650515500031, 0.07503650515500031, 0.07503650515500025, 0.07503650515497828]",['ECOAH7'],"['AACPS3', 'FACOAE160', 'FADRx2', 'MACPD']",[],3OAR160,AACPS3,1.1255475773250563,1,5,0,5.0,0.37518252577497946,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
11,"['AACPS3', 'ECOAH7', 'FACOAE160', 'FADRx2', 'MACPD']","[0.07503650515526517, 0.07503650515499893, 0.07503650515499893, 0.07503650515462335, 0.07503650515502346]","[0.07503650515526517, 0.07503650515499893, 0.07503650515499893, 0.07503650515462335, 0.07503650515502346]",['ECOAH7'],"['AACPS3', 'FACOAE160', 'FADRx2', 'MACPD']",[],3OAR160,FACOAE160,1.1255475773252162,1,5,0,5.0,0.37518252577490985,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
12,"['AACPS6', 'ECOAH8', 'FACOAE180', 'FADRx2', 'MACPD']","[0.0019746448724999996, 0.0019746448724995975, 0.001974644872499842, 0.001974644872115918, 0.0019746448725000976]","[0.0019746448724999996, 0.0019746448724995975, 0.001974644872499842, 0.001974644872115918, 0.0019746448725000976]",['ECOAH8'],"['AACPS6', 'FACOAE180', 'FADRx2', 'MACPD']",[],3OAR180,ACOAD8f,0.029619673087525212,1,5,0,5.0,0.009873224362115456,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,RSL,False
13,"['AACPS6', 'ECOAH8', 'FACOAE180', 'FADRx2', 'MACPD']","[0.001974644872499958, 0.001974644872385495, 0.001974644872499568, 0.0019746448705735215, 0.001974644873971726]","[0.001974644872499958, 0.001974644872385495, 0.001974644872499568, 0.0019746448705735215, 0.001974644873971726]",['ECOAH8'],"['AACPS6', 'FACOAE180', 'FADRx2', 'MACPD']",[],3OAR180,AACPS6,0.029619673087501203,1,5,0,5.0,0.009873224361930267,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
14,"['AACPS6', 'ECOAH8', 'FACOAE180', 'FADRx2', 'MACPD']","[0.0019746448724999996, 0.001974644872537984, 0.0019746448725000004, 0.0019746448724524066, 0.0019746448725001184]","[0.0019746448724999996, 0.001974644872537984, 0.0019746448725000004, 0.0019746448724524066, 0.0019746448725001184]",['ECOAH8'],"['AACPS6', 'FACOAE180', 'FADRx2', 'MACPD']",[],3OAR180,FACOAE180,0.029619673087446115,1,5,0,5.0,0.00987322436249051,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
15,"['3HAD181', '3OAR181', '3OAS181', 'ACOAD7f', 'AACPS6', 'EAR181x', 'FACOAE161', 'FACOAE180', 'FACOAL181t2pp', 'CTECOAI8']","[0.0019746448724999766, 0.0019746448724999766, 0.0019746448724999766, 0.0019746448724990706, 0.001974644872499994, 0.0019746448724999766, 0.0019746448724990706, 0.0019746448724999905, 0.0019746448724999905, 0.0019746448724999905]","[0.0019746448724999766, 0.0019746448724999766, 0.0019746448724999766, 0.0019746448724990706, 0.001974644872499994, 0.0019746448724999766, 0.0019746448724990706, 0.0019746448724999905, 0.0019746448724999905, 0.0019746448724999905]",['ACOAD7f'],"['AACPS6', 'FACOAE161', 'FACOAE180', 'FACOAL181t2pp', 'CTECOAI8']","['3HAD181', '3OAR181', '3OAS181', 'EAR181x']",3OAR180,FACOAL181t2pp,0.04146754232249886,1,10,4,10.0,0.01974644872499801,STM_v1_0,False,False,5,5,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
16,"['3HAD181', '3OAR181', '3OAS181', 'ACOAD7f', 'AACPS4', 'AACPS6', 'EAR181y', 'FACOAE161', 'FACOAE180', 'CTECOAI8']","[0.0019746448725003105, 0.0019746448725003105, 0.0019746448725003105, 0.0019746448729569543, 0.001974644872037745, 0.00197464487317288, 0.0019746448725003105, 0.0019746448729569543, 0.0019746448725001236, 0.0019746448725001236]","[0.0019746448725003105, 0.0019746448725003105, 0.0019746448725003105, 0.0019746448729569543, 0.001974644872037745, 0.00197464487317288, 0.0019746448725003105, 0.0019746448729569543, 0.0019746448725001236, 0.0019746448725001236]",['ACOAD7f'],"['AACPS4', 'AACPS6', 'EAR181y', 'FACOAE161', 'FACOAE180', 'CTECOAI8']","['3HAD181', '3OAR181', '3OAS181']",3OAR180,CTECOAI8,0.03949289744900458,1,10,3,10.0,0.019746448726126027,STM_v1_0,False,False,6,6,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,PSL,True
17,"['AACPS7', 'ECOAH5', 'FACOAE120', 'FADRx2', 'MACPD']","[0.0021267152247499994, 0.0021267152249138076, 0.0021267152247499994, 0.002126715225992684, 0.0021267152259341494]","[0.0021267152247499994, 0.0021267152249138076, 0.0021267152247499994, 0.002126715225992684, 0.0021267152259341494]",['ECOAH5'],"['AACPS7', 'FACOAE120', 'FADRx2', 'MACPD']",[],3OAS120,AACPS7,0.03190072837100377,1,5,0,5.0,0.01063357612634064,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
18,"['ACOATA', 'AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9', 'CTECOAI6']","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]",['ACOATA'],"['AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9']",['CTECOAI6'],3OAS120,ECOAH6,0.05104116539400018,1,6,1,6.0,0.012760291348499611,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,RSL,False
19,"['AACPS7', 'ECOAH5', 'FACOAE120', 'FADRx2', 'MACPD']","[0.0021267152247499994, 0.002126715224749999, 0.0021267152247499994, 0.00212671522490733, 0.0021267152247500115]","[0.0021267152247499994, 0.002126715224749999, 0.0021267152247499994, 0.00212671522490733, 0.0021267152247500115]",['ECOAH5'],"['AACPS7', 'FACOAE120', 'FADRx2', 'MACPD']",[],3OAS120,FACOAE120,0.03190072837136183,1,5,0,5.0,0.01063357612390734,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
20,"['ACOATA', 'AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9', 'CTECOAI6']","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]",['ACOATA'],"['AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9']",['CTECOAI6'],3OAS120,HACD6i,0.05104116539400018,1,6,1,6.0,0.012760291348499611,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,PSL,True
21,"['ACOATA', 'AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9', 'CTECOAI6']","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]",['ACOATA'],"['AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9']",['CTECOAI6'],3OAS120,ACACT9,0.05104116539400018,1,6,1,6.0,0.012760291348499611,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,PSL,True
22,"['AACPS3', 'ECOAH7', 'FACOAE160', 'FADRx2', 'MACPD']","[0.07503650515500031, 0.07503650515500031, 0.07503650515500031, 0.07503650515500025, 0.07503650515497828]","[0.07503650515500031, 0.07503650515500031, 0.07503650515500031, 0.07503650515500025, 0.07503650515497828]",['ECOAH7'],"['AACPS3', 'FACOAE160', 'FADRx2', 'MACPD']",[],3OAS160,AACPS3,1.1255475773250563,1,5,0,5.0,0.37518252577497946,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
23,"['AACPS3', 'ECOAH7', 'FACOAE160', 'FADRx2', 'MACPD']","[0.07503650515526517, 0.07503650515499893, 0.07503650515499893, 0.07503650515462335, 0.07503650515502346]","[0.07503650515526517, 0.07503650515499893, 0.07503650515499893, 0.07503650515462335, 0.07503650515502346]",['ECOAH7'],"['AACPS3', 'FACOAE160', 'FADRx2', 'MACPD']",[],3OAS160,FACOAE160,1.1255475773252162,1,5,0,5.0,0.37518252577490985,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
24,"['AACPS6', 'ECOAH8', 'FACOAE180', 'FADRx2', 'MACPD']","[0.0019746448724999996, 0.0019746448724995975, 0.001974644872499842, 0.001974644872115918, 0.0019746448725000976]","[0.0019746448724999996, 0.0019746448724995975, 0.001974644872499842, 0.001974644872115918, 0.0019746448725000976]",['ECOAH8'],"['AACPS6', 'FACOAE180', 'FADRx2', 'MACPD']",[],3OAS180,ACOAD8f,0.029619673087525212,1,5,0,5.0,0.009873224362115456,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,RSL,False
25,"['AACPS6', 'ECOAH8', 'FACOAE180', 'FADRx2', 'MACPD']","[0.001974644872499958, 0.001974644872385495, 0.001974644872499568, 0.0019746448705735215, 0.001974644873971726]","[0.001974644872499958, 0.001974644872385495, 0.001974644872499568, 0.0019746448705735215, 0.001974644873971726]",['ECOAH8'],"['AACPS6', 'FACOAE180', 'FADRx2', 'MACPD']",[],3OAS180,AACPS6,0.029619673087501203,1,5,0,5.0,0.009873224361930267,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
26,"['AACPS6', 'ECOAH8', 'FACOAE180', 'FADRx2', 'MACPD']","[0.0019746448724999996, 0.001974644872537984, 0.0019746448725000004, 0.0019746448724524066, 0.0019746448725001184]","[0.0019746448724999996, 0.001974644872537984, 0.0019746448725000004, 0.0019746448724524066, 0.0019746448725001184]",['ECOAH8'],"['AACPS6', 'FACOAE180', 'FADRx2', 'MACPD']",[],3OAS180,FACOAE180,0.029619673087446115,1,5,0,5.0,0.00987322436249051,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
27,"['3HAD181', '3OAR181', '3OAS181', 'ACOAD7f', 'AACPS6', 'EAR181x', 'FACOAE161', 'FACOAE180', 'FACOAL181t2pp', 'CTECOAI8']","[0.0019746448724999766, 0.0019746448724999766, 0.0019746448724999766, 0.0019746448724990706, 0.001974644872499994, 0.0019746448724999766, 0.0019746448724990706, 0.0019746448724999905, 0.0019746448724999905, 0.0019746448724999905]","[0.0019746448724999766, 0.0019746448724999766, 0.0019746448724999766, 0.0019746448724990706, 0.001974644872499994, 0.0019746448724999766, 0.0019746448724990706, 0.0019746448724999905, 0.0019746448724999905, 0.0019746448724999905]",['ACOAD7f'],"['AACPS6', 'FACOAE161', 'FACOAE180', 'FACOAL181t2pp', 'CTECOAI8']","['3HAD181', '3OAR181', '3OAS181', 'EAR181x']",3OAS180,FACOAL181t2pp,0.04146754232249886,1,10,4,10.0,0.01974644872499801,STM_v1_0,False,False,5,5,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
28,"['3HAD181', '3OAR181', '3OAS181', 'ACOAD7f', 'AACPS4', 'AACPS6', 'EAR181y', 'FACOAE161', 'FACOAE180', 'CTECOAI8']","[0.0019746448725003105, 0.0019746448725003105, 0.0019746448725003105, 0.0019746448729569543, 0.001974644872037745, 0.00197464487317288, 0.0019746448725003105, 0.0019746448729569543, 0.0019746448725001236, 0.0019746448725001236]","[0.0019746448725003105, 0.0019746448725003105, 0.0019746448725003105, 0.0019746448729569543, 0.001974644872037745, 0.00197464487317288, 0.0019746448725003105, 0.0019746448729569543, 0.0019746448725001236, 0.0019746448725001236]",['ACOAD7f'],"['AACPS4', 'AACPS6', 'EAR181y', 'FACOAE161', 'FACOAE180', 'CTECOAI8']","['3HAD181', '3OAR181', '3OAS181']",3OAS180,CTECOAI8,0.03949289744900458,1,10,3,10.0,0.019746448726126027,STM_v1_0,False,False,6,6,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,PSL,True
29,"['AACPS7', 'ECOAH5', 'FACOAE120', 'FADRx2', 'MACPD']","[0.0021267152247499994, 0.0021267152249138076, 0.0021267152247499994, 0.002126715225992684, 0.0021267152259341494]","[0.0021267152247499994, 0.0021267152249138076, 0.0021267152247499994, 0.002126715225992684, 0.0021267152259341494]",['ECOAH5'],"['AACPS7', 'FACOAE120', 'FADRx2', 'MACPD']",[],3HAD120,AACPS7,0.03190072837100377,1,5,0,5.0,0.01063357612634064,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
30,"['ACOATA', 'AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9', 'CTECOAI6']","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]",['ACOATA'],"['AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9']",['CTECOAI6'],3HAD120,ECOAH6,0.05104116539400018,1,6,1,6.0,0.012760291348499611,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,RSL,False
31,"['AACPS7', 'ECOAH5', 'FACOAE120', 'FADRx2', 'MACPD']","[0.0021267152247499994, 0.002126715224749999, 0.0021267152247499994, 0.00212671522490733, 0.0021267152247500115]","[0.0021267152247499994, 0.002126715224749999, 0.0021267152247499994, 0.00212671522490733, 0.0021267152247500115]",['ECOAH5'],"['AACPS7', 'FACOAE120', 'FADRx2', 'MACPD']",[],3HAD120,FACOAE120,0.03190072837136183,1,5,0,5.0,0.01063357612390734,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
32,"['ACOATA', 'AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9', 'CTECOAI6']","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]",['ACOATA'],"['AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9']",['CTECOAI6'],3HAD120,HACD6i,0.05104116539400018,1,6,1,6.0,0.012760291348499611,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,PSL,True
33,"['ACOATA', 'AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9', 'CTECOAI6']","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]","[0.0021267152247499334, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.00212671522474997, 0.002126715224749798]",['ACOATA'],"['AACPS7', 'FACOAE120', 'HACD6i', 'ACACT9']",['CTECOAI6'],3HAD120,ACACT9,0.05104116539400018,1,6,1,6.0,0.012760291348499611,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,False,ELE_Rxns,ELE_Rxns,PSL,True
34,"['AACPS1', 'ECOAH6', 'FACOAE140', 'FADRx2', 'MACPD']","[0.014247857152449996, 0.014247857152449025, 0.014247857152449996, 0.014247857152447974, 0.014247857152447113]","[0.014247857152449996, 0.014247857152449025, 0.014247857152449996, 0.014247857152447974, 0.014247857152447113]",['ECOAH6'],"['AACPS1', 'FACOAE140', 'FADRx2', 'MACPD']",[],3HAD140,AACPS1,0.2137178572867481,1,5,0,5.0,0.0712392857622441,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
35,"['AACPS1', 'ECOAH6', 'FACOAE140', 'FADRx2', 'MACPD']","[0.014247857152449996, 0.014247857152449996, 0.014247857152450144, 0.014247857152468027, 0.014247857152436441]","[0.014247857152449996, 0.014247857152449996, 0.014247857152450144, 0.014247857152468027, 0.014247857152436441]",['ECOAH6'],"['AACPS1', 'FACOAE140', 'FADRx2', 'MACPD']",[],3HAD140,FACOAE140,0.21371785728664097,1,5,0,5.0,0.0712392857622546,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
36,"['AACPS3', 'ECOAH7', 'FACOAE160', 'FADRx2', 'MACPD']","[0.07503650515500031, 0.07503650515500031, 0.07503650515500031, 0.07503650515500025, 0.07503650515497828]","[0.07503650515500031, 0.07503650515500031, 0.07503650515500031, 0.07503650515500025, 0.07503650515497828]",['ECOAH7'],"['AACPS3', 'FACOAE160', 'FADRx2', 'MACPD']",[],3HAD160,AACPS3,1.1255475773250563,1,5,0,5.0,0.37518252577497946,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
37,"['AACPS3', 'ECOAH7', 'FACOAE160', 'FADRx2', 'MACPD']","[0.07503650515526517, 0.07503650515499893, 0.07503650515499893, 0.07503650515462335, 0.07503650515502346]","[0.07503650515526517, 0.07503650515499893, 0.07503650515499893, 0.07503650515462335, 0.07503650515502346]",['ECOAH7'],"['AACPS3', 'FACOAE160', 'FADRx2', 'MACPD']",[],3HAD160,FACOAE160,1.1255475773252162,1,5,0,5.0,0.37518252577490985,STM_v1_0,False,False,4,4,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,True,ELE_Rxns,ELE_Rxns,PSL,True
38,"['ADK3', 'NDPK1']","[0.948252612138021, 0.948252612137988]","[0.948252612138021, 0.948252612137988]",[],['ADK3'],['NDPK1'],ADK1,ADK3,2.8447578364143693,1,2,1,2.0,1.896505224276009,STM_v1_0,False,False,1,1,Nucleotide Salvage Pathway,Nucleotide Salvage Pathway,True,ELE_Rxns,ELE_Rxns,PSL,True
39,['ASNS1'],[0.12378481279014998],[0.12378481279014998],[],['ASNS1'],[],ASNS2,ASNS1,0.3713544383704499,1,1,0,1.0,0.12378481279014998,STM_v1_0,False,False,1,1,Alanine and Aspartate Metabolism,Alanine and Aspartate Metabolism,True,ELE_Rxns,ELE_Rxns,PSL,True
