,Rxn_1_Class,Rxn_2_Class,Count,Fraction,Types
0,ELE_Rxns,ELE_Rxns,129,0.7771084337349398,"ELE_Rxns, ELE_Rxns"
1,ELE_Rxns,pFBAOpt_Rxns,4,0.024096385542168676,"ELE_Rxns, pFBAOpt_Rxns"
2,MLE_Rxns,MLE_Rxns,1,0.006024096385542169,"MLE_Rxns, MLE_Rxns"
3,pFBAOpt_Rxns,ELE_Rxns,10,0.060240963855421686,"pFBAOpt_Rxns, ELE_Rxns"
4,pFBAOpt_Rxns,MLE_Rxns,2,0.012048192771084338,"pFBAOpt_Rxns, MLE_Rxns"
5,pFBAOpt_Rxns,pFBAOpt_Rxns,20,0.12048192771084337,"pFBAOpt_Rxns, pFBAOpt_Rxns"
