Rxn_1,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Min,Rxn_2_Max,v1,v2
PFK,7.47730610417998,7.47748529822998,NADTRHD,0,0.000398209000092464,7.47738196216028,0
PGI,4.86063216363993,4.8611100144401,NADTRHD,0,0.000398209000092464,4.86086114649686,0
PPC,2.50390980859947,2.50444075393337,ICL,0,0.000398209000505246,2.50430947036873,0
PPC,2.50390980859947,2.50444075393337,MALS,0,0.000398209000505246,2.50430947036873,0
TPI,7.47730610417989,7.47746538778006,NADTRHD,0,0.000398209000092464,7.47738196216028,0
FBA,7.47730610417989,7.47746538778006,NADTRHD,0,0.000398209000092464,7.47738196216028,0
GLUDy,-4.54186220334077,-4.54175527685004,GLUSy,0,9.9552249994056e-05,-4.54185746386565,0
H2Ot,-29.1758450169,-29.1757786487334,PFL,0,6.63681665695748e-05,-29.1758271355658,0
H2Ot,-29.1758450169,-29.1757786487334,ACALD,-1.47484814760901e-05,0,-29.1758271355658,0
H2Ot,-29.1758450169,-29.1757786487334,ALCD2x,-1.2845451578869e-05,0,-29.1758271355658,0
H2Ot,-29.1758450169,-29.1757786487334,ETOHt2r,-1.2845451578869e-05,0,-29.1758271355658,0
H2Ot,-29.1758450169,-29.1757786487334,FORt,-0.000398208999854432,0,-29.1758271355658,0
NADH16,38.53456334482,38.53472262842,PFL,0,6.63681665695748e-05,38.5346096505154,0
NADH16,38.53456334482,38.53472262842,FORt,-0.000398208999854432,0,38.5346096505154,0
PDH,9.28246149507998,9.28285970408044,PFL,0,6.63681665695748e-05,9.28253259916661,0
PDH,9.28246149507998,9.28285970408044,FORt,-0.000398208999854432,0,9.28253259916661,0
PGI,4.86063216363993,4.8611100144401,PFK,7.47730610417998,7.47748529822998,4.86086114649686,7.47738196216028
PGL,4.95973618055991,4.96021403136029,PFK,7.47730610417998,7.47748529822998,4.95998494457466,7.47738196216028
PGL,4.95973618055991,4.96021403136029,PGI,4.86063216363993,4.8611100144401,4.95998494457466,4.86086114649686
CO2t,-22.8098548845001,-22.8097885163334,PFK,7.47730610417998,7.47748529822998,-22.809833310205,7.47738196216028
CO2t,-22.8098548845001,-22.8097885163334,PPC,2.50390980859947,2.50444075393337,-22.809833310205,2.50430947036873
RPE,2.67831637223992,2.67863493944003,PFK,7.47730610417998,7.47748529822998,2.67848185050752,7.47738196216028
