data31,data32,data33,data34,data35,data36,data37,data38,data39,data310,data311,data312,data313,data314,data315,data316,data317,data318,data319,data320,data321,data322,data323,data324,data325,data326,data327,data328,data329,data330,data331,data332,data333,data334,data335,data336,data337,data338,data339,data340,data341,data342,data343,data344,data345,data346,data347,data348,data349,data350,data351,data352,data353,data354,data355,data356,data357,data358,data359,data360,data361,data362,data363,data364,data365,data366,data367,data368,data369,data370,data371,data372,data373,data374,data375,data376,data377,data378,data379,data380,data381,data382,data383,data384,data385,data386,data387,data388,data389,data390,data391,data392,data393,data394,data395,data396,data397,data398,data399,data3100,data3101,data3102,data3103,data3104,data3105,data3106,data3107,data3108,data3109,data3110,data3111,data3112,data3113,data3114,data3115,data3116,data3117,data3118,data3119,data3120,data3121,data3122,data3123,data3124,data3125,data3126,data3127,data3128,data3129,data3130,data3131,data3132,data3133,data3134,data3135,data3136,data3137,data3138,data3139,data3140,data3141,data3142,data3143,data3144,data3145,data3146,data3147,data3148,data3149,data3150,data3151,data3152,data3153,data3154,data3155,data3156,data3157,data3158,data3159,data3160,data3161,data3162,data3163,data3164,data3165,data3166,data3167,data3168,data3169,data3170,data3171,data3172,data3173,data3174,data3175,data3176,data3177,data3178,data3179,data3180,data3181,data3182,data3183,data3184,data3185,data3186,data3187,data3188,data3189,data3190,data3191,data3192,data3193,data3194,data3195,data3196,data3197,data3198,data3199,data3200,data3201,data3202,data3203,data3204,data3205,data3206,data3207,data3208,data3209,data3210,data3211,data3212,data3213,data3214,data3215,data3216,data3217,data3218,data3219,data3220,data3221,data3222,data3223,data3224,data3225,data3226,data3227,data3228,data3229,data3230,data3231,data3232,data3233,data3234,data3235,data3236,data3237,data3238,data3239,data3240,data3241,data3242,data3243,data3244,data3245,data3246,data3247,data3248,data3249,data3250,data3251,data3252,data3253,data3254,data3255,data3256,data3257,data3258,data3259,data3260,data3261,data3262,data3263,data3264,data3265,data3266,data3267,data3268,data3269,data3270,data3271,data3272,data3273,data3274,data3275,data3276,data3277,data3278,data3279,data3280,data3281,data3282,data3283,data3284,data3285,data3286,data3287,data3288,data3289,data3290,data3291,data3292,data3293,data3294,data3295,data3296,data3297,data3298,data3299,data3300,data3301,data3302,data3303,data3304,data3305,data3306,data3307,data3308,data3309,data3310,data3311,data3312,data3313,data3314,data3315,data3316,data3317,data3318,data3319,data3320,data3321,data3322,data3323,data3324,data3325,data3326,data3327,data3328,data3329,data3330,data3331,data3332,data3333,data3334,data3335,data3336,data3337,data3338,data3339,data3340,data3341,data3342,data3343,data3344,data3345,data3346,data3347,data3348,data3349,data3350,data3351,data3352,data3353,data3354,data3355,data3356,data3357,data3358,data3359,data3360,data3361,data3362,data3363,data3364,data3365,data3366,data3367,data3368,data3369,data3370,data3371,data3372,data3373,data3374,data3375,data3376,data3377,data3378,data3379,data3380,data3381,data3382,data3383,data3384,data3385,data3386,data3387,data3388,data3389,data3390,data3391,data3392,data3393,data3394,data3395,data3396,data3397,data3398,data3399,data3400,data3401,data3402,data3403,data3404,data3405,data3406,data3407,data3408,data3409,data3410,data3411,data3412,data3413,data3414,data3415,data3416,data3417,data3418,data3419,data3420,data3421,data3422,data3423,data3424,data3425,data3426,data3427,data3428,data3429,data3430,data3431,data3432,data3433,data3434,data3435,data3436,data3437,data3438,data3439,data3440,data3441,data3442,data3443,data3444,data3445,data3446,data3447,data3448,data3449,data3450,data3451,data3452,data3453,data3454,data3455,data3456,data3457,data3458,data3459,data3460,data3461,data3462,data3463,data3464,data3465,data3466,data3467,data3468,data3469,data3470,data3471,data3472,data3473,data3474,data3475,data3476,data3477,data3478,data3479,data3480,data3481,data3482,data3483,data3484,data3485,data3486,data3487,data3488,data3489,data3490,data3491,data3492,data3493,data3494,data3495,data3496,data3497,data3498,data3499,data3500,data3501,data3502,data3503,data3504,data3505,data3506,data3507,data3508,data3509,data3510,data3511,data3512,data3513,data3514,data3515,data3516,data3517,data3518,data3519,data3520,data3521,data3522,data3523,data3524,data3525,data3526,data3527,data3528,data3529,data3530,data3531,data3532,data3533,data3534,data3535,data3536,data3537,data3538,data3539,data3540,data3541,data3542,data3543,data3544,data3545,data3546,data3547,data3548,data3549,data3550,data3551,data3552,data3553,data3554,data3555,data3556,data3557,data3558,data3559,data3560,data3561,data3562,data3563,data3564,data3565,data3566,data3567,data3568,data3569,data3570,data3571,data3572,data3573,data3574,data3575,data3576,data3577,data3578,data3579,data3580,data3581,data3582,data3583,data3584,data3585,data3586,data3587,data3588,data3589,data3590,data3591,data3592,data3593,data3594,data3595,data3596,data3597,data3598,data3599,data3600,data3601,data3602,data3603,data3604,data3605,data3606,data3607,data3608,data3609,data3610,data3611,data3612,data3613,data3614,data3615,data3616,data3617,data3618,data3619,data3620,data3621,data3622,data3623,data3624,data3625,data3626,data3627,data3628,data3629,data3630,data3631,data3632,data3633,data3634,data3635,data3636,data3637,data3638,data3639,data3640,data3641,data3642,data3643,data3644,data3645,data3646,data3647,data3648,data3649,data3650,data3651,data3652,data3653,data3654,data3655,data3656,data3657,data3658,data3659,data3660,data3661,data3662,data3663,data3664,data3665,data3666,data3667,data3668,data3669,data3670,data3671,data3672,data3673,data3674,data3675,data3676,data3677,data3678,data3679,data3680,data3681,data3682,data3683,data3684,data3685,data3686,data3687,data3688,data3689,data3690,data3691,data3692,data3693,data3694,data3695,data3696,data3697,data3698,data3699,data3700,data3701,data3702,data3703,data3704,data3705,data3706,data3707,data3708,data3709,data3710,data3711,data3712,data3713,data3714,data3715,data3716,data3717,data3718,data3719,data3720,data3721,data3722,data3723,data3724,data3725,data3726,data3727,data3728
Synthetic Lethal Pair,,Size of minReSet,Total flux difference(abs),Reactions in minReSet/ Flux difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMCBTFL,ACACT1r,195,0.00143880548378878,AHMMPS,AKGDb,CMCBTFL,CMCBTFU,ALDD19xr,CTPS2,CYSS,CYSTL,CYSTS,AMMQT8_2,CYTD,CYTDK2,ADA,DADA,ARGDr,ASNS1,ASPO5,ASPt2r,AST,BALAt2r,DESAT16,DGK1,CDAPPA160,DMPPS,EX_lys__L_e,EX_mal__L_e,DURIPP,FACOAL80,EX_orn_e,EX_pac_e,ETHAt,EX_ala_B_e,EX_pyr_e,EX_ser__L_e,EX_asp__L_e,EX_skm_e,EX_thr__L_e,EX_trp__L_e,EX_tyr__L_e,EX_val__L_e,EX_ac_e,EX_4abz_e,EX_for_e,EX_etha_e,EX_akg_e,EX_fum_e,EX_glu__L_e,FAO11,FAO2,EX_h2_e,EX_h2co3_e,EX_h2s_e,FACOAL161,EX_ile__L_e,GLUSy,GLUt2r,FHL,GLYCK,GLYCTO1,GLYCTO2,GLYCTO4,FTHFD,FUMt2r,GND,GPDDA2,G3PAT160,GUAPRT,G6PDH2r,H2CO3D,H2CO3TP,H2St1,H2td,HEX1,HMPK3,HXPRT,ICL,ILEt2r,MMCD,MME,MMM2,LO,LPLIPAL2E160,LYSt5r,Mn2t,MTI,L_LACt2r,MALT,MALt2r,MCD,ME1,NADH10,NADH9,PDH,PDHa,PDHbr,NTD1,PEAMNO,NTD2,PFK,PGL,PROD2,NTD6,NTD8,NTD9,PUNP2,PUNP3,PUNP4,PUNP6,PHYCBOXL,PLIPA1E160,NTPP4,PYRt2,NTPP8,RBK,PPDK,SADH,SERD_L,SERAT,SERt2r,SGDS,SGSAD,TYRt2r,SKMt2,SOTA,ORNTA,TDMS3,ORNt,THRt2r,VALt2r,YUMPS,S7PI,GMHEPK,HMEDS,HMEDR,P5CR,MCITD,MCITS,MICITDr,MCITL2,TREP,PACt2r,TRPt2r,PC,FAD_9,FAD_10,FAD_11,FAD_12,FAD_13,FAD_14,FAD_15,FAD_16,FAD_17,FAD_18,FAD_19,MACCOAT,MGSA,ALCD22_L,GLYCS_I,GLYCS_II,LCADi,AKGDa,ACt2r_1,4ABZt,GCALDD,OTSB1,GLYALDDr,FORt,TMMYCO,GLYCLTt,EX_glyclt_e,MNabc_rev,FBPA,VIUB,AKGt2r_1,BIRA,ACCD3,ACCA3,GMHEPPA,ALCD19y,DM_psd5p_c,ACALDt,EX_acald_e,DM_gmhep1p_c,OCDCEAt,EX_ocdcea_e,HACD9,ECOAH9ir,ACOADH1,BKDC1,TREY,GLGP,TBSYNLDPS,3M2OPLOXRD,G3PD5,G3PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.44848061327601e-06,6.57453869279401e-06,0.000293208647103586,0.000293208647103586,1.46205786655903e-06,2.9767180631406e-06,1.47063650370745e-06,1.38692331567178e-06,1.6422278911533e-06,6.5266810781383e-06,1.97535255682368e-06,1.07012351966366e-06,1.95135792966651e-06,3.27841432468402e-06,5.82653543770156e-06,1.89751902353819e-06,3.33402623695317e-06,1.48093101466429e-06,1.47716175870681e-06,2.76212740834788e-06,2.42572274572318e-06,2.51317724622291e-06,1.05382469939457e-06,2.17925297838892e-06,3.30206684436398e-06,4.09067363985374e-06,3.24694542570564e-06,2.79563630290519e-06,5.079406680432e-06,1.46205786655903e-06,7.34551328903629e-06,2.76212740834788e-06,2.70654818058674e-06,1.51326941935378e-06,1.48093101466429e-06,2.7146716537526e-06,1.38369831456152e-06,2.3512044503736e-06,2.38822215111291e-06,1.31259639601922e-06,5.23742757265197e-06,1.99727965874398e-06,3.21273594059078e-06,7.34551328903629e-06,5.71444948336334e-06,4.10467664290228e-06,1.85340516986956e-06,5.46466514547228e-06,2.19043082648081e-06,3.08236396122803e-06,3.35122463514265e-06,2.82636437589169e-06,2.6329695063847e-06,2.99612842870898e-06,1.8809280083462e-06,1.85340516986956e-06,3.08236396122803e-06,1.73614180498529e-06,1.56583349119269e-06,2.27315669625028e-06,1.53688726547665e-06,5.99925645849292e-06,4.10467664290228e-06,1.83380977559099e-06,7.34551328903629e-06,3.73881743973275e-06,1.59613809261977e-06,1.83380977559099e-06,3.35122463514265e-06,3.35122463514265e-06,2.82636437589169e-06,3.08236396122803e-06,2.96357534835297e-06,1.19710865048257e-06,5.18819000247285e-06,1.09781644535485e-06,2.99612842870854e-06,3.60259350281138e-06,2.57975305820107e-06,2.57975305820107e-06,7.50639642648885e-06,7.34551328903629e-06,3.30206684436398e-06,1.10838382475188e-06,1.27819043202342e-06,1.27155068339352e-06,1.224338503923e-06,4.09067363985374e-06,2.93478928621527e-06,3.0512640327266e-06,2.80785922942762e-06,2.23006702103598e-06,1.31689701648304e-06,1.31689701648303e-06,1.31689701648303e-06,2.66283484381925e-06,1.46205786655903e-06,1.06430809382097e-06,4.25808270748688e-06,1.83380977559099e-06,2.04457178530872e-06,1.36576203384326e-06,2.51317724622291e-06,1.43164996707803e-06,2.70416961283846e-06,1.71759458413299e-06,2.73563851181684e-06,3.27841432468402e-06,1.46205786655903e-06,7.86605982466162e-06,1.05382469939457e-06,2.70654818058674e-06,1.22213178526067e-06,1.73968856648092e-06,1.3407157547445e-06,1.47716175870681e-06,3.02915120682508e-06,1.47063650370745e-06,1.51326941935378e-06,1.47716175870681e-06,1.47716175870681e-06,2.38822215111291e-06,2.7146716537526e-06,1.47716175870681e-06,1.15973475512191e-06,6.43375635717392e-06,5.079406680432e-06,1.38369831456152e-06,1.31259639601922e-06,3.31655767067238e-06,2.16996616493512e-06,2.16996616493512e-06,5.01578135413475e-06,5.01578135413475e-06,1.13142087276163e-06,2.77892009523161e-06,2.77892009523161e-06,2.77892009523161e-06,2.77892009523161e-06,2.98197268267528e-06,1.46205786655903e-06,2.3512044503746e-06,7.39473600501125e-06,3.9914946097105e-06,3.9914946097105e-06,1.19585830680531e-06,1.19585830680531e-06,1.19585830680531e-06,4.20456038031577e-06,3.99731361965367e-06,3.99731361965367e-06,3.99731361965367e-06,3.99731361965367e-06,3.99731361965367e-06,1.56286026655266e-06,6.64917998276778e-06,3.32458999138389e-06,3.32458999138389e-06,3.32458999138389e-06,3.32458999138389e-06,6.57453869279401e-06,5.23742757265197e-06,1.99727965874398e-06,4.4365871387422e-06,1.28464787119982e-05,1.73614180498529e-06,3.21273594059078e-06,1.28464787119982e-05,1.49234360436099e-06,1.49234360436099e-06,1.10838382475188e-06,6.42323935599908e-06,0.00029318184,5.71444948336334e-06,1.18835075222191e-06,1.18835075222191e-06,1.18835075222191e-06,2.16996616493512e-06,1.73614180498529e-06,3.31655767067238e-06,1.8597104098252e-06,1.8597104098252e-06,2.16996616493512e-06,3.23149773578161e-06,3.23149773578161e-06,1.56286026655266e-06,1.56286026655266e-06,1.56286026655266e-06,1.56286026655266e-06,1.56268566692611e-06,1.89873076247328e-06,2.20121115562771e-06,1.56286026655266e-06,2.34805861665244e-06,1.91111446923298e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMCBTFL,BDH,170,0.00119326523616336,ACGS,AKGDb,CMCBTFL,CMCBTFU,CMLDC,CO2t,ALDD19xr,COt,CTPS2,CYSTS,AMMQT8_2,CYTD,ACYSBMNt,CYTDt2,ARGDr,ASNS1,DCPDP,DCTPD,DESAT16,DESAT18,BDH,BETALDHx,BMNMSHS,BMNt,BPNT,EX_mal__L_e,AGMT,DRPA,FACOAL200,FACOAL80,EX_pac_e,EX_acysbmn_e,FAH4,EX_bmn_e,EX_co2_e,EX_cytd_e,EX_for_e,EX_fum_e,FAO1,FAO11,FACOAE140,FACOAE160,FACOAE180,FAO3,FACOAL140,FACOAL180,GLUSy,FRRPPDIMAS,FUMt2r,GND,G3PAT160,GUAPRT,GLNSP1,GLNSP2,GLNSP3,HXPRT,ICL,MI1PS,LPLIPAL2E160,LPLIPAL2E180,MSHAMID,L_LACD3,MTAN,MTI,MALt2r,MCBTS2,NH4OHDs,MI1PP,NDPK6,PEAMNO,NTD2,PFK,PGL,PGLS,PGLYCP,PROD2,PUNP2,PHYCBOXL,NTRIR2x,PPTGS,RRPPDIMAS,SHCHD3,UAAGDS,SPODM,UAGPT3,ORNTA,UDPDPS2,UGMDDS,UPPDC2,UREA,OXGDC,XYLK,S7PI,GMHEPK,TRIATS,GLNabc,TREP,PACt2r,DTBTST,PYDXS,2O4EH,PLPS,PDBL_3,PDBL_4,PAPPT3,FAD_5,FAD_6,FAD_7,FAD_8,FAD_9,HIPB,HIPA,FAD_10,FAD_11,FAD_14,LPPGS,GF4GL_0,FAD_15,GF4GL_1,FAD_16,FAD_17,FAD_20,FAD_18,FAD_19,FADD3,FAD_1,FAD_2,FAD_3,FAD_4,IPDAB,FAD_25,FAD_26,FAD_27,FAD_21,FAD_22,HOAS,SR1,FAD_23,FAD_24,MOBA,MOAE1,PHBADB,PHBADC,SELCYSS,PHBADD,PAPA2,AKGDa,OTSB1,FORt,CYSK2_I,TMMYCO,PEPA,ACONMT,FBPA,DGTP8DETOX,TAG,LIPY,VIUB,MBTK3,EX_co_e,MBTG,GMHEPPA,CPPPGO2,COCO2,DM_gmhep1p_c,PKS122,PKS121,ORNDC,MBTA1,TREY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.41442564750176e-06,1.03713629052721e-06,0.000293208202097336,0.000293208202097336,4.44013978662025e-06,1.850522619144e-06,1.02624175452878e-06,1.51805484340439e-06,1.32568073677188e-06,1.52442249185545e-06,4.38876903281392e-06,1.2331479717153e-06,1.13493540358558e-06,2.44119281089535e-06,1.38152616165933e-06,1.32457464347352e-06,2.63217710323092e-06,1.12215337143205e-06,1.25444188708724e-06,1.67106881236554e-06,1.0331521385111e-06,1.45064995493518e-06,1.13493540358539e-06,1.13493540358539e-06,1.41936561071451e-06,1.19433309734591e-06,1.22690637784577e-06,1.30604284901009e-06,1.74105281179789e-06,2.37798850451596e-06,1.02624175452878e-06,1.13493540358558e-06,1.18829846754517e-06,1.13493540358539e-06,1.850522619144e-06,2.44119281089535e-06,1.05816826194814e-06,1.54812552530409e-06,1.5369174022853e-06,2.18382327594582e-06,1.8097502643844e-06,1.94080714087192e-06,2.16488811832844e-06,1.49139887654281e-06,1.00100222869341e-06,1.35614008263744e-06,1.24198575897471e-06,1.56445147629214e-06,1.54812552530409e-06,1.18183680417819e-06,1.29329915998636e-06,1.52393005379562e-06,1.87482901038791e-06,1.87482901038791e-06,1.4538827054204e-06,1.05063336184458e-06,1.08236619489332e-06,1.38557150229385e-06,1.13677990266843e-06,1.46791139649409e-06,1.13493540358539e-06,1.98248999761888e-06,1.90765463438109e-06,1.66556179178204e-06,1.19433309730965e-06,1.1797430585111e-06,1.06872599199275e-06,1.04211525045595e-06,1.04768746009374e-06,1.02624175452878e-06,1.11503575004993e-06,1.85099223486202e-06,1.18183680417819e-06,1.79818810324355e-06,1.41822564811724e-06,2.58675668771136e-06,1.90728929952967e-06,1.02624175452878e-06,1.33499940046145e-06,3.19481672295006e-06,2.20193304418045e-06,1.79661763802336e-06,4.644057816232e-06,1.90382901888398e-06,4.644057816232e-06,1.25250527175432e-06,2.47977215290904e-06,4.644057816232e-06,2.95637819332905e-06,1.24713874422707e-06,1.05765908942896e-06,1.88471044126874e-06,1.21396822769278e-06,1.21396822769278e-06,3.37270061893978e-06,1.23696220679772e-06,1.78956068506292e-06,1.02624175452878e-06,1.62903436458867e-06,1.98362883931414e-06,1.03287269037233e-06,1.87361627117342e-06,1.92759202986437e-06,1.81757946172365e-06,4.644057816232e-06,1.36050944632898e-06,1.36050944632898e-06,2.72101889265795e-06,5.53177138573576e-06,3.91694600828446e-06,3.98195392608525e-06,3.98195392608525e-06,3.91694600828446e-06,1.5389575037685e-06,1.45161695569708e-06,1.60148390837437e-06,1.18641451823492e-06,2.65537609492192e-06,1.18641451823492e-06,2.65537609492192e-06,2.65537609492192e-06,1.36050944632898e-06,2.65537609492192e-06,2.65537609492192e-06,3.98195392608525e-06,1.36050944632898e-06,1.36050944632898e-06,1.36050944632898e-06,1.36050944632898e-06,3.98195392608525e-06,1.36050944632898e-06,1.36050944632898e-06,1.12038250902648e-06,1.36050944632898e-06,1.36050944632898e-06,4.44245135341962e-06,1.850522619144e-06,1.36050944632898e-06,1.36050944632898e-06,1.47911813289352e-06,2.58961716747626e-06,2.14007014166537e-06,4.00246698195618e-06,2.58961716747626e-06,1.34864107743266e-06,1.45078270132011e-06,1.03713629052721e-06,3.95292161873401e-06,1.05816826194814e-06,1.93780112722899e-06,3.95292161873401e-06,1.06048766237854e-06,2.14007014166537e-06,1.97646080936701e-06,3.194568743791e-06,1.73069900444381e-06,2.32265894038308e-06,0.00029318184,1.15839038394437e-06,1.51805484340439e-06,2.31678076788875e-06,1.21396822769278e-06,2.62888889905309e-06,1.51805484340439e-06,1.21396822769278e-06,1.4797182598748e-06,1.2422793554862e-06,1.41163326023169e-06,1.15839038394437e-06,1.06048766237815e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMCBTFL,MCBTS,162,0.00119150007451904,2AGPEAT160,ACGS,CMCBTFL,CMCBTFU,CMLDC,CO2t,ALDD19xr,CTPS2,CYSTL,AMMQT8_2,CYTD,CYTDt2,DADA,DALAOX,ASNS1,DCPDP,BETALDHx,EX_leu__L_e,EX_lys__L_e,AGMT,FACOAL200,EX_pac_e,FAH4,EX_pro__L_e,EX_skm_e,EX_co2_e,EX_cytd_e,EX_fum_e,FACOAE140,FACOAE160,FACOAE180,FAO3,FACOAL161,FORMCOAL,FRRPPDIMAS,FUMt2r,GND,GTHRDt2_1,G3PAT160,GUAD,GUAPRT,GCCa,GCCb,GCCc,HDCAt2,GLNSP1,GLNSP2,GLNSP3,GLU5K,HXPRT,ICL,LEUt2r,LPLIPAL2E160,LPLIPAL2E180,LYSt5r,L_LACD2,MTAN,MALS,NADH10,NADH9,METOX1s,METOX2s,METSOXR1,METSOXR2,NTD10,PEAMNO,NTD2,PGL,PGLYCP,PROD2,PROt2r,NTD6,PUNP2,PUNP4,PUNP6,PUNP7,PHYCBOXL,NTPP5,NTPP7,RBK,RIBabc,PPDK,RNDR4,NTRIR2x,PPTGS,RRPPDIMAS,SHCHD3,UAAGDS,SKMt2,SPODM,UAGPT3,UDPDPS2,UGMDDS,UPP3MT,UPPDC2,UPPRT,UREA,XYLK,P5CD,TMHAS5,HMEDS,HMEDR,P5CRx,TRIATS,TREP,PACt2r,DTBTST,PYDXS,2O4EH,PLPS,PDBL_3,PDBL_4,PAPPT3,2PLS,FAD_8,FAD_9,HIPB,HIPA,FAD_10,FAD_11,LPPGS,DMHDRFS_1,GF4GL_0,FAD_15,GF4GL_1,FAD_16,FAD_17,FAD_18,FAD_19,FADD3,IPDAB,HOAS,SR1,MPTAT,MOBA,MOAE1,PHBADB,PHBADC,SELCYSS,OTSB1,CYSK2_I,TMMYCO,PEPA,ACONMT,FBPA,DGTP8DETOX,LIPY,VIUB,BIRA,ACCD3,MBTG,ACCA3,CPPPGO2,DM_isotbsinol_13S_c,NMO,MTAP,PKS122,PKS121,ORNDC,TBSYNLDPS,TBSNLS2,G3PD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
