table_new
ADSL1r,ADSS,NDPK1
ADSL1r,ADSS,ADD,NDPK1


ASNS2
ASNS2
ADD
ANPRT,ANS2,ADD,EX_for_e,BPNT,GART,FORt,IGPS,P5CR,PRAIi
GARFT












EX_h_e,EX_lac__L_e,FADOX,FRD5,FUM,L_LACt2r,LacR,PGI,PGL,LDH_D1,TALA,TKT1,TKT2,RPE,RPI
ALAt2r,EX_h_e,EX_lac__L_e,CO2t,FRD5,FUM,G6PDH2r,L_LACt2r,LacR,EX_ala__L_e,EX_co2_e,PGI,PGL,LDH_D1,TALA,TKT1,TKT2,RPE,RPI






ASPTA,GLUDy,FRD5,G6PDH2r,PGI,PGL,TALA,TKT1,RPE,RPI
ADD,EX_for_e,ASPTA,FADOX,FBA,FBP,FORt,FRD5,GAPD,PGCD,PGI,PGK,P5CR,TALA,TKT1,TPI,PSERT,PSP_L,RPE,RPI


EX_for_e,EX_h_e,GART,FORt
ASNS2
NDPK2,NDPK3,NDPK7,RNDR3
ASPTA,GLUDy,FRD5,G6PDH2r,PGI,PGL,TALA,TKT1,TKT2,RPI
ADD,EX_for_e,ASPTA,FADOX,FBA,FBP,FORt,FRD5,GAPD,PGCD,PGI,PGK,P5CR,TALA,TKT1,TKT2,TPI,PSERT,PSP_L,RPI






EX_h_e,EX_lac__L_e,FUM,L_LACt2r,LacR,EX_ala__L_e,PGI,PGL,LDH_D1,TALA,TKT1,TKT2,RPE,RPI
ALAD_L,ALAt2r,EX_h_e,EX_nh4_e,CO2t,GART,EX_ala__L_e,EX_co2_e,PGI,NH4t

FRD5,G6PDH2r,GND,PGI,PGL,P5CR,TKT2,RPE
ASPTA,FADOX,GLUDy,FRD5,G6PDH2r,GND,PGI,PGL,TKT1,RPE,RPI
ASPT,ASPTA,GLUDy,FRD5,G6PDH2r,GND,PGI,PGL,P5CR,TALA,RPE,RPI

ASPTA,GLUDy,FRD5,G6PDH2r,GND,PGI,PGL,P5CR,TKT1,TKT2,RPI
ASPTA,GLUDy,FRD5,G6PDH2r,GND,PGI,PGL,P5CR,TALA,TKT2,RPI
ASPTA,GLUDy,FRD5,G6PDH2r,GND,PGI,PGL,TALA,TKT1,RPI
