table_new_1,table_new_2,table_new_3,table_new_4,table_new_5,table_new_6,table_new_7,table_new_8,table_new_9,table_new_10,table_new_11,table_new_12,table_new_13,table_new_14,table_new_15,table_new_16,table_new_17,table_new_18,table_new_19,table_new_20,table_new_21,table_new_22,table_new_23,table_new_24,table_new_25,table_new_26,table_new_27,table_new_28,table_new_29,table_new_30,table_new_31,table_new_32,table_new_33,table_new_34,table_new_35,table_new_36,table_new_37,table_new_38,table_new_39,table_new_40,table_new_41,table_new_42,table_new_43,table_new_44,table_new_45,table_new_46,table_new_47,table_new_48,table_new_49,table_new_50,table_new_51,table_new_52,table_new_53,table_new_54,table_new_55,table_new_56,table_new_57,table_new_58,table_new_59,table_new_60
0.000489145685500514,0.0473005993813272,0.047011954767637,0.000142322115076518,0.047011954767637,7.03572610474823e-05,9.78432792226869e-05,0.000641256313608451,0.000489145685500514,0.000348027927981139,0.047224581581612,0.000456296830661218,0.00043776260976159,0.000285938067562858,0.0012238877825439,0.000361426277157587,0.000107989330745975,0.000996736759975983,0.000124526998801638,0.000577795441273801,0.000105932937926267,9.78432792226869e-05,1.99736150135812e-05,4.3181823551626e-05,4.3181823551626e-05,0.000456296830661218,0.000410179613486217,0.000641256313608451,4.3181823551626e-05,0.000225135795786646,0.000285938067562858,0.0467868189718504,0.00043776260976159,0.000489145685500514,4.3181823551626e-05,0.0468073109304765,1.99736150135812e-05,0.000142322115076518,0.0010540715474876,0.000124526998801638,0.000534128428693506,0.000577795441273801,0.000105932937926267,0.00122388775736237,0.000641256313608451,0.000361426277157587,0.000760762649935867,0.000996736759975983,,,,,,,,,,,,
0.000489145685641401,0.0473005993814573,0.0470119547098875,0.000142322115116458,0.0470119547677024,7.03572610671818e-05,9.78432792499984e-05,0.000641256105154753,0.000489145633764565,0.000348027928094297,0.0472245815817207,0.000456296830789073,0.000285938067643099,0.0012238877825439,0.000361426447085339,0.000107989330776215,0.000996736760257605,0.00012452699883661,0.000577795441427512,0.000105932937955994,9.78432792499984e-05,1.99736150191879e-05,4.31818235637482e-05,4.31818235637482e-05,0.000456296838819981,0.000410179613601125,0.000641256143955715,4.31818235637482e-05,0.000225135795849818,0.000285938032902777,0.0467868189718526,0.000489145633764565,4.31818235637482e-05,0.0468073110096157,1.99736095964909e-05,0.000142322154715657,0.00105407154778889,0.000124527025036514,0.000534128428834962,0.000577795435674489,0.000105932937003672,0.00122388775771132,0.000641256143955715,0.000361426500603557,0.000760762650142598,0.00099673680961132,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0355412911751877,0.0355412911751877,0.0355412912361991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0329086017489433,0.0329086029399887,0.0329086017489433,0.0329086029399886,0.0329086029399886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0329086017489433,0.0329086029399887,0.0329086017489433,0.0329086029399886,0.0329086029399886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.82184583000433e-05,1.89061935904067e-05,1.81757651084302e-05,0.000593411111300179,5.70849133695664e-05,8.90918731397128e-05,0.000117541737092892,0.000168484553345172,7.67850085811039e-05,4.56016277894378e-05,0.0306424486809623,0.0611986133382462,2.89989066863117e-05,0.000179280406405469,3.34263847899252e-05,0.000123638160253806,2.84466933937744e-05,5.36361318188155e-06,7.69957167825464e-05,7.69957167825464e-05,0.000110147551173556,8.90918731397128e-05,7.69957167825464e-05,1.81757651084302e-05,7.67850085811039e-05,0.000168484553345172,6.04568237233261e-05,0.000117541737092892,7.69957167825464e-05,5.36361318188155e-06,3.82184583000433e-05,3.34263847899252e-05,0.000123638160253806,2.84466933937744e-05,4.56016194028408e-05,1.81603474347908e-05,8.43930223611289e-05,0.000179280406405469,,,,,,,,,,,,,,,,,,,,,,
0.00419921270094024,0.000370718294285389,0.00102949670137023,0.000879997401973013,0.00540212843718813,0.00419921270094024,0.00350934473121298,0.00350934473121298,0.00116698675330628,0.00330065420756057,0.00279552184778625,0.00206835246366202,0.000371063367885408,0.00880626309663057,0.00441600236015096,0.000781148128619208,0.00725504772594369,0.000370718294285389,0.000868993578478694,0.00382521303731521,0.000766273112951701,0.336818915415722,0.336818915415722,0.000144480502976392,0.000312358658256649,0.000312358658256649,0.00330065420756057,0.333851853235884,0.00540212843718813,0.000312358658256649,0.00162853509447997,0.00206835246366202,0.00162853509447997,0.00279552184778625,0.00419921270094024,0.00350934473121298,0.000312358658256649,0.000144480502976392,0.00102949670137023,0.00757788633833487,0.000370718294285389,0.000370718294285389,0.000370718294285389,0.000868993578478694,0.00350934473121298,0.00350934473121298,0.00382521303731521,0.000766273112951701,0.00880626313412828,0.00540212843718813,0.00441600236015096,0.000370718294285389,0.00519420111436841,0.00725504772594369,,,,,,
0.0224114167513307,0.0224114167513307,0.0224114167513307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.12122009561756,2.12122009561756,2.12122009561756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903277367575e-06,3.94904054701328e-06,1.5875977049884e-05,1.55628279467912e-05,1.57284084707499e-05,1.56604219228029e-05,7.68681287777184e-06,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58760230988264e-05,1.56428171780021e-05,1.57284084707499e-05,3.94903277352054e-06,3.94903235279863e-06,1.57961294111945e-05,1.56752265253468e-05,3.94903235279863e-06,1.56604219228029e-05,3.94903235279863e-06,3.94903235279863e-06,7.68678728491068e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903277367575e-06,3.94904054701328e-06,1.5875977049884e-05,1.55628279467912e-05,1.57284084707499e-05,1.56604219228029e-05,7.68681287777184e-06,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58760230988264e-05,1.56428171780021e-05,1.57284084707499e-05,3.94903277352054e-06,3.94903235279863e-06,1.57961294111945e-05,1.56752265253468e-05,3.94903235279863e-06,1.56604219228029e-05,3.94903235279863e-06,3.94903235279863e-06,7.68678728491068e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903277367575e-06,3.94904054701328e-06,1.5875977049884e-05,1.55628279467912e-05,1.57284084707499e-05,1.56604219228029e-05,7.68681287777184e-06,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58760230988264e-05,1.56428171780021e-05,1.57284084707499e-05,3.94903277352054e-06,3.94903235279863e-06,1.57961294111945e-05,1.56752265253468e-05,3.94903235279863e-06,1.56604219228029e-05,3.94903235279863e-06,3.94903235279863e-06,7.68678728491068e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903277367575e-06,3.94904054701328e-06,1.5875977049884e-05,1.55628279467912e-05,1.57284084707499e-05,1.56604219228029e-05,7.68681287777184e-06,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58760230988264e-05,1.56428171780021e-05,1.57284084707499e-05,3.94903277352054e-06,3.94903235279863e-06,1.57961294111945e-05,1.56752265253468e-05,3.94903235279863e-06,1.56604219228029e-05,3.94903235279863e-06,3.94903235279863e-06,7.68678728491068e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903277367575e-06,3.94904054701328e-06,1.5875977049884e-05,1.55628279467912e-05,1.57284084707499e-05,1.56604219228029e-05,7.68681287777184e-06,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58760230988264e-05,1.56428171780021e-05,1.57284084707499e-05,3.94903277352054e-06,3.94903235279863e-06,1.57961294111945e-05,1.56752265253468e-05,3.94903235279863e-06,1.56604219228029e-05,3.94903235279863e-06,3.94903235279863e-06,7.68678728491068e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903277367575e-06,3.94904054701328e-06,1.5875977049884e-05,1.55628279467912e-05,1.57284084707499e-05,1.56604219228029e-05,7.68681287777184e-06,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58760230988264e-05,1.56428171780021e-05,1.57284084707499e-05,3.94903277352054e-06,3.94903235279863e-06,1.57961294111945e-05,1.56752265253468e-05,3.94903235279863e-06,1.56604219228029e-05,3.94903235279863e-06,3.94903235279863e-06,7.68678728491068e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903277367575e-06,3.94904054701328e-06,1.5875977049884e-05,1.55628279467912e-05,1.57284084707499e-05,1.56604219228029e-05,7.68681287777184e-06,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58760230988264e-05,1.56428171780021e-05,1.57284084707499e-05,3.94903277352054e-06,3.94903235279863e-06,1.57961294111945e-05,1.56752265253468e-05,3.94903235279863e-06,1.56604219228029e-05,3.94903235279863e-06,3.94903235279863e-06,7.68678728491068e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
