table_new_1,table_new_2,table_new_3,table_new_4,table_new_5,table_new_6,table_new_7,table_new_8,table_new_9,table_new_10,table_new_11,table_new_12,table_new_13,table_new_14,table_new_15,table_new_16,table_new_17,table_new_18,table_new_19,table_new_20,table_new_21,table_new_22,table_new_23,table_new_24,table_new_25,table_new_26,table_new_27,table_new_28,table_new_29,table_new_30,table_new_31,table_new_32,table_new_33,table_new_34,table_new_35,table_new_36,table_new_37,table_new_38,table_new_39,table_new_40,table_new_41,table_new_42,table_new_43,table_new_44,table_new_45,table_new_46,table_new_47,table_new_48,table_new_49,table_new_50,table_new_51,table_new_52,table_new_53,table_new_54,table_new_55,table_new_56,table_new_57,table_new_58
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.94903235279863e-06,3.94903275822762e-06,3.94903235279863e-06,1.58486687300563e-05,1.57777923776026e-05,4.33962538849766e-05,1.54062872752547e-05,3.94903235279863e-06,3.94903235279863e-06,3.15922588223891e-05,3.15922588223891e-05,3.15922588223891e-05,1.58486687300563e-05,1.56182407108074e-05,4.33962538849766e-05,3.94903275822762e-06,3.94903235279863e-06,1.57961294111945e-05,3.94903235279863e-06,1.54062795925114e-05,3.94903235279863e-06,3.94903235279863e-06,7.88275752230429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.305884934080046,0.57907557349518,0.579075573495181,0.225236320169643,0.401431196718477,0.627392267250105,0.27319063931586,0.176919626559395,0.176919626559395,0.579075573428567,0.579075573428567,0.353839253118794,0.530758879678189,0.57907557349518,0.627392267250105,0.579075573428566,0.353839253118794,0.353839253118794,0.176919626559396,0.176919626559396,0.176919626559397,0.353839253118793,0.176919626559397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579075573899462,0.579075573312444,0.491429917048663,0.414163141179036,0.251235136354591,0.000220492222528179,0.667382709919936,0.579075573312444,0.16358948002989,0.16358948002989,0.579075573750596,0.579075573656316,0.0876456566472086,0.239533301524153,0.490768438201251,0.579075573899462,0.251235136354591,0.251235136354591,0.667382709919936,0.579075573676226,0.327178958171362,0.327178958171362,0.251235136354591,0.163589479386879,0.163589479386879,0.163589479427493,0.327178958814372,0.163589479386879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.22014012485671,0.22014012485671,0.220140124850877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.220140124850877,0.220140124850877,0.220140124850877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.417899547694226,0.417899547644733,0.417899547694226,0.417899547688506,0.417899547694226,0.417899547553296,0.417899547649624,0.417899547649624,0.417899547605835,0.41789954766191,0.835799095254382,1.25369864290401,0.417899547694226,0.835799095254399,0.835799095226221,0.835799095254382,0.41789954762728,0.41789954762729,0.417899547627154,0.835799095254445,0.41789954764957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.385505325207745,0.00391858225334474,0.417468651726934,0.000115971678092026,0.385505325207745,0.00180470283459953,0.0038737602496874,0.00109640126583197,0.00109640126583197,0.00157210114929215,0.00371600711833137,0.3580905481432,0.353860437617343,0.00242750953141116,0.000975400634094958,0.0365622290410101,0.0010327537488861,0.00510620138181817,0.00105677463579923,0.413550069473589,0.410854109843851,0.410854109843851,0.0038737602496874,0.41746863113582,0.00348224527787666,0.84802166327099,0.405676980627231,0.00191130428373185,1.25369864389822,0.398695467203815,0.00242750953141116,0.000975400634094958,0.00191130428373185,0.384524722573583,0.00371600711833137,0.385505325207745,1.2533320491324,0.864826771920957,0.398695467203815,1.25369864389822,0.000115971678092026,0.00109640126583197,0.035120564138545,0.0351205641385451,0.419436868037322,0.00105677463579923,0.419206201667819,0.422258453211845,0.409498759917548,0.00037071380813003,0.0365622289977799,0.384524722573583,0.384524722573583,0.000808068303953063,0.841464654879664,0.412291792912345,0.372509974221,0.00510620138181817
0.0355412911751877,0.0355412911751877,0.0355412911751877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0355412911751877,0.0355412911751877,0.0355412911751877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00245717574205875,0.00982870296057836,0.0122858790727342,0.084772558353384,0.294861080422216,0.0122858789915661,0.00982870322564533,0.165859358798066,0.00245717573823268,0.0122858789696358,0.0122858790727342,0.0245717578636651,0.00982870296057836,0.084772558353384,0.0122858789713963,0.0122858789915661,0.00491435153209707,0.165859358817543,0.165859358798066,0.00982870296057836,0.012285878945399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0162568536030582,0.0162568535611084,0.0162568498523544,0.0162568499310514,0.0162568498478297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0162568498523544,0.0162568498523544,0.0162568498523543,0.0162568498523544,0.0162568498523544,0.0162568498523544,0.0162568498523544,0.0162568498523544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.271585924695507,0.271585924695506,0.271585924695507,0.271585924686955,0.271585924701201,0.271585924701201,0.271585924695506,0.271585924974193,0.543171849202258,0.814757773903459,0.271585924745348,0.271585924695507,0.543171849202258,0.814757774113465,0.543171849202258,0.271585924604587,0.271585924604587,0.27158592459767,0.543171849202258,0.271585924701201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.250533728734489,0.00254663833374363,0.271305801129589,7.55827327524675e-05,0.250533728734489,0.00117282727945454,0.00251750908034867,0.000712662880617276,0.000712662880617276,0.00102168917033515,0.00241496038824491,0.232717359416458,0.229968387727891,0.00157760854016606,0.000634151276368566,0.0237606904702261,0.000671173938989272,0.00331833307609647,0.000686784856952727,0.267007208098959,0.267007208098959,0.00251750908034867,0.271305787749112,0.00226306832321244,0.551115168910723,0.263642604818862,0.00124213310879037,0.814757773729585,0.259105723776701,0.00157760854016606,0.000634151276368566,0.00124213310879037,0.249896327434683,0.00241496038824491,0.250533728734489,0.814519528307333,0.29327698197714,0.259105723776701,0.814757773729585,0.0014922551099576,7.55827327524675e-05,0.000712662880617276,0.291582933052423,0.272585009854349,0.000686784856952727,0.272435102622369,0.274418696531238,0.266126382639892,0.000240922337109602,0.268759162795846,0.0237606905062886,0.249896327434683,0.249896327434683,0.000525278840643139,0.546853799153608,0.267941540614468,0.242088214802756,0.00331833307609647
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.356263270087584,0.356263270087584,0.356263270051847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.12122009563413,2.12122009563413,2.12122009563413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.541203474160284,0.135300867492333,0.67650434467578,0.405902608040126,0.811805213494697,0.135300868882875,0.135300868882875,0.811805213497118,0.811805213418379,0.270601737762507,0.405902606645382,0.405902608040126,0.405902608040126,0.541203474160284,0.135300867492333,0.811805213420166,0.270601737760599,0.270601737762507,0.405902608040126,0.811805213494697,0.135300868883012,0.135300868881812,0.135300868883012,0.270601737764824,0.135300868880858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000834699608871045,1.29517884807886,1.29247176542412,0.0133112106901521,1.34693972185894,0.00273937504647817,1.35662617777553,0.00167698739600461,1.3214935248608,0.000995948445051908,0.034003242674558,0.000633342596100456,0.000256101016358166,0.000858441131835516,1.30213804438245,0.00256713740885273,0.000117142501926792,0.00240564699804097,1.35075360623286,0.00273937504647817,0.0121402022123012,0.00132039044378282,0.0121402022123012,0.00167698739600461,1.29247176542412,1.30213804438245,1.34276705872352,0.0118869467627915,0.0121402022123012,0.000117142501926792,1.3214935248608,0.000834699608871045,1.34693972186864,1.34693972185894,0.000256101016358166,0.000858441131835516,0.000995948446788714,0.034003242674558,0.0135340226073435,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0221145810210146,0.0221145810210143,0.0221145810210146,0.0221145810210143,0.02211458120843,0.02211458120843,0.0221145810210143,0.0442291623185871,0.0663437435270171,0.0221145810210146,0.0442291623185871,0.0663435034928832,0.0442291623185871,0.0221145811756724,0.0221145811756723,0.0221145811756723,0.0442291623513447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.270512665268874,0.270512665039464,0.270512665268874,0.270512665039464,0.27051266528597,0.27051266528597,0.270512664923049,0.270512665039464,0.541025330398122,0.811537995684092,0.270512665039464,0.270512665268874,0.541025330398122,0.811537995001974,0.541025330398122,0.270512665199061,0.270512665199061,0.270512665199061,0.541025330398122,0.270512665166982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.292627246452212,0.292627246432129,0.292627246452212,0.292627246409926,0.292627246653495,0.292627246463365,0.292627245976085,0.292627245976085,0.292627246376237,0.292627246352973,0.585254493081972,0.877881739058057,0.292627246452212,0.585254493081972,0.58525449261505,0.585254493081972,0.292627246374733,0.292627246374733,0.292627246374733,0.585254492749466,0.292627246352686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.124199041968499,0.124199041968499,0.124199041968499,0.124199041968499,0.124199041995142,0.124199041995142,0.124199041968499,0.124199041951947,0.248398084023389,0.372597126018531,0.124199041968499,0.124199041968499,0.248398084023389,0.372597125905497,0.248398084023389,0.124199042011694,0.124199042011694,0.124199042011694,0.248398084023389,0.124199041995142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.146313623098871,0.146313623122404,0.146313623098871,0.146313623122604,0.146313623176718,0.146313623176718,0.146313623122404,0.146313623123416,0.292627246337872,0.43894086951459,0.146313623098275,0.146313623098871,0.292627246338066,0.438940869343281,0.292627246337872,0.146313623188052,0.146313623188174,0.146313623188117,0.292627246376291,0.146313623138269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.146313623396253,0.146313623411526,0.146313623396253,0.146313623411526,0.146313623994702,0.146313623994702,0.146313623411526,0.146313623304251,0.292627245967054,0.438940869961755,0.146313623420068,0.146313623396253,0.292627245967788,0.438940870518163,0.292627245967054,0.146313623187135,0.146313623187597,0.146313623187135,0.292627246374733,0.146313623595767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
