table_new_1,table_new_2,table_new_3,table_new_4,table_new_5,table_new_6,table_new_7,table_new_8,table_new_9,table_new_10,table_new_11,table_new_12,table_new_13,table_new_14,table_new_15,table_new_16,table_new_17,table_new_18,table_new_19,table_new_20,table_new_21,table_new_22,table_new_23,table_new_24,table_new_25,table_new_26,table_new_27,table_new_28,table_new_29,table_new_30,table_new_31,table_new_32,table_new_33,table_new_34,table_new_35,table_new_36,table_new_37,table_new_38,table_new_39,table_new_40,table_new_41,table_new_42,table_new_43,table_new_44,table_new_45,table_new_46,table_new_47,table_new_48,table_new_49,table_new_50,table_new_51,table_new_52,table_new_53,table_new_54,table_new_55,table_new_56,table_new_57,table_new_58
0.000489091411266629,0.047300592720563,0.0470119523416125,0.000142320251904471,0.0470119523416125,9.78896331352841e-05,0.000416933647056084,0.00064096264688418,0.000489091411266629,0.000348404760639909,0.0472245281706472,0.0004562908571722,0.000437708677516031,0.0468736308187317,0.00028593432428084,0.00122387148439884,0.000361373524921722,0.000107987917061236,0.000996676196733173,0.000124477623222347,0.000577787415928052,0.000105931551133448,9.78896331352841e-05,1.99733535343229e-05,4.31812582482941e-05,4.31812582482941e-05,0.0004562908571722,0.000410174243728467,0.00064096264688418,4.31812582482941e-05,0.00022513284848133,0.00028593432428084,0.0467868194931311,0.000437708677516031,0.000489091411266629,4.31812582482941e-05,0.0468073588931219,1.99733535343229e-05,0.000142320251904471,0.000124477623222347,0.000534120975002814,0.000577787415928052,0.000105931551133448,0.00122387148439884,3.39627873862935e-05,0.00064096264688418,0.000361373524921722,0.000760704714593718,0.000996676196733173,,,,,,,,,
0.000489089267812437,0.0473005930597671,0.0470119523481117,0.00014232022812477,0.0470119523481117,9.78917326315276e-05,0.000416933577390921,0.000640957274093301,0.000489089267812437,0.000348410451696424,0.0472245287334136,0.000456290905851344,0.0468736311584032,0.000285936702418221,0.00122386880684644,0.00036137456461395,0.000107987774099122,0.000996673582088992,0.000124477781355381,0.000577787692701129,0.000105931533433787,9.78917326315276e-05,1.99733501970584e-05,4.31812510333154e-05,4.31812510333154e-05,0.000456290905851344,0.000410174300113031,0.000640957274093301,4.31812510333154e-05,0.000225132810864809,0.000285936702418221,0.0467868195372469,0.000489089267812437,4.31812510333154e-05,0.0468073589338058,0.000270466655348606,1.99733501970584e-05,0.00014232022812477,0.000124477781355381,0.000577787692701129,0.000105931533433787,0.00122386880684644,3.39627817115933e-05,0.000640957274093301,0.00036137456461395,0.000760702601872221,0.000996673582088992,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0355412911751877,0.0355412911751877,0.0355412908259423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0329086028836495,0.0329086029399887,0.0329086028823432,0.0329086029399887,0.0329086029399887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0329086000823734,0.0329086029399887,0.0329086001125625,0.0329086029333971,0.0329086029333971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.82184176910966e-05,1.81774570562898e-05,0.000216202810406685,0.000593416043557227,5.70848971958096e-05,8.9087665008647e-05,0.000117541656680827,0.00016848433176736,7.6784275543057e-05,4.56016277894378e-05,0.0306424486690341,0.061198613331247,2.89988363783716e-05,0.000179277163091851,3.34270298480988e-05,0.000123638039658105,2.84466631677999e-05,5.36360748278758e-06,7.69956477867e-05,7.69956477867e-05,0.000110147473631805,8.9087665008647e-05,7.69956477867e-05,1.81774570562898e-05,7.6784275543057e-05,0.00016848433176736,6.04567594850169e-05,0.000117541656680827,7.69956477867e-05,5.36360748278758e-06,3.82184176910966e-05,3.34270298480988e-05,0.000111911934230158,0.000123638039658105,2.84466631677999e-05,4.56015709489888e-05,1.81627303443843e-05,8.43898966802481e-05,0.000179277163091851,,,,,,,,,,,,,,,,,,,
0.00419889495242387,0.000370722985811936,0.00102950972988325,0.000880008563399315,0.00301599554958898,0.00540278880046027,0.00419889495242387,0.0035095395404053,0.0035095395404053,0.00116700256996236,0.00330069597808358,0.00279555827392136,0.00206837863912909,0.00037106806377956,0.00880560593213886,0.00441514034989501,0.000781158014253769,0.00725523826075981,0.000370722985811936,0.000869376119226217,0.0038254118438922,0.000766282810310825,0.336818952964563,0.336818952964563,0.000144482331409752,0.000312362611225948,0.000312362611225948,0.00330069597808358,0.333851853235884,0.00540278880046027,0.000312362611225948,0.00162855570395901,0.00206837863912909,0.00162855570395901,0.00279555827392136,0.00419889495242387,0.0035095395404053,0.000312362611225948,0.00195648964984951,0.000144482331409752,0.00102950972988325,0.00757721359096059,0.000370722985811936,0.000370722985811936,0.000370722985811936,0.000869376119226217,0.0035095395404053,0.0035095395404053,0.0038254118438922,0.000766282810310825,0.00880560593213886,0.000245678458267593,0.00540278880046027,0.00441514034989501,0.000370722985811936,0.00519411824299953,0.00725523826075981,
0.0224114171096379,0.0224114171096379,0.0224114170920097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.12122009564499,2.12122009564499,2.1212200956413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
