,Rxn_1_Class,Rxn_2_Class,Count,Fraction,Types
0,pFBAOpt_Rxns,ELE_Rxns,117,0.6190476190476191,"pFBAOpt_Rxns, ELE_Rxns"
1,pFBAOpt_Rxns,MLE_Rxns,28,0.14814814814814814,"pFBAOpt_Rxns, MLE_Rxns"
2,pFBAOpt_Rxns,pFBAOpt_Rxns,44,0.2328042328042328,"pFBAOpt_Rxns, pFBAOpt_Rxns"
