,rxns,diff_flux,abs_diff_flux,PathShort,PathLong,pathCommon,del_rxn1,del_rxn2,totalFluxDiff,solStatus,sl_size,common_sl_size,num_diff,net_diff,Organism,Type,Rxn_1_Active,Rxn_2_Active,Rxn_1_Min,Rxn_2_Min,v1,v2
0,"['PFK', 'PFL', 'PGI', 'PGK', 'PGL', 'PGM', 'PIt2r', 'ACONTa', 'ACONTb', 'ATPM', 'PPS', 'ADK1', 'ATPS4r', 'PYK', 'BIOMASS_Ecoli_core_w_GAM', 'RPE', 'CS', 'RPI', 'CYTBD', 'ENO', 'SUCDi', 'TALA', 'TKT1', 'TKT2', 'TPI', 'EX_for_e', 'EX_glc__D_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'FBA', 'FORt', 'FUM', 'G6PDH2r', 'GAPD', 'GLCpts', 'GLUDy', 'GLUN', 'GND', 'ICDHyr', 'ICL', 'MALS', 'MDH', 'ME1', 'NADH16', 'NADTRHD', 'NH4t', 'O2t', 'PDH']","[-6.8016552397025, 3.228262033139999, -19.85346117235258, 7.033178378042521, 19.3865334860625, 6.791737816042428, -0.5937081520249876, -5.1834305750675185, -5.1834305750675185, 8.845074965788143, 4.377051655060001, 4.377051655059972, 10.00881608936561, -1.8308954326174995, -0.16139075000000003, 13.040363328474996, -5.183430575067499, -6.346170157587494, 4.88088030178001, -6.791737816042428, -5.009306094892499, 6.491050633862528, 6.491050633862528, 6.549312694612468, -6.801655239702541, 3.228262033139999, 0.5000127900399995, 0.8800314815999855, -2.4404401508900264, 0.5937081520249876, -6.801655239702541, -3.2282620331400267, -5.0093060948925086, 19.386533486062604, -7.033178378042521, -0.5000127900399995, 0.8387638668250474, 0.04126761477500002, 19.3865334860625, -0.17412448017500992, -5.009306094892499, -5.009306094892499, -5.471787428092512, -4.546824761692498, 9.890186396672512, 41.5402889107, -0.8800314815999855, 2.4404401508899127, -14.025858955949998]","[6.8016552397025, 3.228262033139999, 19.85346117235258, 7.033178378042521, 19.3865334860625, 6.791737816042428, 0.5937081520249876, 5.1834305750675185, 5.1834305750675185, 8.845074965788143, 4.377051655060001, 4.377051655059972, 10.00881608936561, 1.8308954326174995, 0.16139075000000003, 13.040363328474996, 5.183430575067499, 6.346170157587494, 4.88088030178001, 6.791737816042428, 5.009306094892499, 6.491050633862528, 6.491050633862528, 6.549312694612468, 6.801655239702541, 3.228262033139999, 0.5000127900399995, 0.8800314815999855, 2.4404401508900264, 0.5937081520249876, 6.801655239702541, 3.2282620331400267, 5.0093060948925086, 19.386533486062604, 7.033178378042521, 0.5000127900399995, 0.8387638668250474, 0.04126761477500002, 19.3865334860625, 0.17412448017500992, 5.009306094892499, 5.009306094892499, 5.471787428092512, 4.546824761692498, 9.890186396672512, 41.5402889107, 0.8800314815999855, 2.4404401508899127, 14.025858955949998]","['PFL', 'PPS', 'ADK1', 'EX_for_e', 'FORt', 'GLUN', 'NADTRHD']","['PFK', 'PYK', 'SUCDi', 'TPI', 'FBA', 'FUM', 'ICL', 'MALS', 'MDH', 'ME1', 'PDH']","['PGI', 'PGK', 'PGL', 'PGM', 'PIt2r', 'ACONTa', 'ACONTb', 'ATPM', 'ATPS4r', 'BIOMASS_Ecoli_core_w_GAM', 'RPE', 'CS', 'RPI', 'CYTBD', 'ENO', 'TALA', 'TKT1', 'TKT2', 'EX_glc__D_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'G6PDH2r', 'GAPD', 'GLCpts', 'GLUDy', 'GND', 'ICDHyr', 'NADH16', 'NH4t', 'O2t']",PFK,NADTRHD,332.4572637745338,1,49,31,-1.0,70.35602627581855,e_coli_core,PSL,False,False,0.0,0.0,7.47738196216028,4.95998494457467
1,"['PFK', 'PGI', 'PGK', 'PGL', 'PGM', 'ACONTa', 'ACONTb', 'PPCK', 'RPE', 'CS', 'RPI', 'ENO', 'SUCDi', 'TALA', 'TKT1', 'TKT2', 'TPI', 'EX_glu__L_e', 'FBA', 'FUM', 'G6PDH2r', 'GAPD', 'GLUt2r', 'GND', 'ICL', 'MALS', 'ME1', 'NADTRHD', 'PDH']","[-0.8067871993153259, -2.4091435826369434, 0.8115830801207267, 2.4000199265271513, 0.807144336218812, -0.7929967301539591, -0.7929967301539591, 0.7958722212458884, 1.6021460177181552, -0.7929967301540097, -0.7978739088090379, -0.807144336218812, -0.8052157375983668, 0.8005374518576218, 0.8005374518576218, 0.8016085658606471, -0.8067871993154085, 0.01542018444686244, -0.8067871993154085, -0.8052157375983597, 2.400019926527193, -0.8115830801207267, -0.015420184446838903, 2.4000199265271513, -0.8052157375983668, -0.8052157375983668, -1.608005693742153, 4.850913614295061, -1.6093324706905463]","[0.8067871993153259, 2.4091435826369434, 0.8115830801207267, 2.4000199265271513, 0.807144336218812, 0.7929967301539591, 0.7929967301539591, 0.7958722212458884, 1.6021460177181552, 0.7929967301540097, 0.7978739088090379, 0.807144336218812, 0.8052157375983668, 0.8005374518576218, 0.8005374518576218, 0.8016085658606471, 0.8067871993154085, 0.01542018444686244, 0.8067871993154085, 0.8052157375983597, 2.400019926527193, 0.8115830801207267, 0.015420184446838903, 2.4000199265271513, 0.8052157375983668, 0.8052157375983668, 1.608005693742153, 4.850913614295061, 1.6093324706905463]",['PGI'],"['PPCK', 'EX_glu__L_e', 'GLUt2r', 'NADTRHD']","['PFK', 'PGK', 'PGL', 'PGM', 'ACONTa', 'ACONTb', 'RPE', 'CS', 'RPI', 'ENO', 'SUCDi', 'TALA', 'TKT1', 'TKT2', 'TPI', 'FBA', 'FUM', 'G6PDH2r', 'GAPD', 'GND', 'ICL', 'MALS', 'ME1', 'PDH']",PGI,NADTRHD,36.11199986841781,1,29,24,5.0,-2.4071047077363037,e_coli_core,PSL,True,False,-48.016614442475,0.0,4.86086114649686,4.95998494457467
2,"['PPC', 'AKGDH', 'PYK', 'SUCOAS', 'ICDHyr', 'ICL', 'MALS', 'MDH', 'NADTRHD', 'PDH']","[-2.3790926167199995, -2.3790926167199955, 2.3790926167200004, 2.3790926167200723, -2.3790926167199586, 2.3790926167199995, 2.3790926167199995, 2.3790926167199586, -2.3790926167200084, 2.3790926167199995]","[2.3790926167199995, 2.3790926167199955, 2.3790926167200004, 2.3790926167200723, 2.3790926167199586, 2.3790926167199995, 2.3790926167199995, 2.3790926167199586, 2.3790926167200084, 2.3790926167199995]","['PPC', 'NADTRHD']","['ICL', 'MALS']","['AKGDH', 'PYK', 'SUCOAS', 'ICDHyr', 'MDH', 'PDH']",PPC,ICL,23.7909261672,1,10,6,2.0,4.758185233440067,e_coli_core,PSL,False,False,0.0,0.0,2.50430947036873,7.47738196216028
3,"['PPC', 'AKGDH', 'PYK', 'SUCOAS', 'ICDHyr', 'ICL', 'MALS', 'MDH', 'NADTRHD', 'PDH']","[-2.3790926167199995, -2.3790926167199955, 2.3790926167200004, 2.3790926167200723, -2.3790926167199586, 2.3790926167199995, 2.3790926167199995, 2.3790926167199586, -2.3790926167200084, 2.3790926167199995]","[2.3790926167199995, 2.3790926167199955, 2.3790926167200004, 2.3790926167200723, 2.3790926167199586, 2.3790926167199995, 2.3790926167199995, 2.3790926167199586, 2.3790926167200084, 2.3790926167199995]","['PPC', 'NADTRHD']","['ICL', 'MALS']","['AKGDH', 'PYK', 'SUCOAS', 'ICDHyr', 'MDH', 'PDH']",PPC,MALS,23.7909261672,1,10,6,2.0,4.758185233440067,e_coli_core,PSL,False,False,0.0,0.0,2.50430947036873,0.0
4,"['PFL', 'PGI', 'PGK', 'PGL', 'PGM', 'PIt2r', 'ACONTa', 'ACONTb', 'PPS', 'ADK1', 'ATPS4r', 'BIOMASS_Ecoli_core_w_GAM', 'RPE', 'CS', 'RPI', 'CYTBD', 'ENO', 'SUCDi', 'TALA', 'TKT1', 'TKT2', 'TPI', 'EX_for_e', 'EX_glc__D_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'FBA', 'FBP', 'FORt', 'FUM', 'G6PDH2r', 'GAPD', 'GLCpts', 'GLUDy', 'GLUN', 'GND', 'ICDHyr', 'ICL', 'MALS', 'MDH', 'ME1', 'NADH16', 'NADTRHD', 'NH4t', 'O2t', 'PDH']","[3.228262033139999, -19.85346117235258, 7.033178378042521, 19.386533486062493, 6.791737816042428, -0.5937081520249876, -5.1834305750675185, -5.1834305750675185, 6.2079470876775, 6.207947087677553, 10.00881608936561, -0.16139075000000003, 13.040363328474996, -5.183430575067499, -6.346170157587494, 4.880880301779996, -6.791737816042428, -5.009306094892499, 6.491050633862528, 6.491050633862528, 6.549312694612468, -6.801655239702541, 3.228262033139999, 0.5000127900400013, 0.8800314815999855, -2.4404401508900264, 0.5937081520249876, -6.801655239702541, 6.8016552397025, -3.2282620331400267, -5.0093060948925086, 19.386533486062604, -7.033178378042521, -0.5000127900400013, 0.8387638668250474, 0.04126761477500002, 19.386533486062493, -0.17412448017500992, -5.009306094892499, -5.009306094892499, -5.471787428092512, -4.546824761692498, 9.890186396672497, 41.540288910699985, -0.8800314815999855, 2.4404401508899127, -14.025858955949998]","[3.228262033139999, 19.85346117235258, 7.033178378042521, 19.386533486062493, 6.791737816042428, 0.5937081520249876, 5.1834305750675185, 5.1834305750675185, 6.2079470876775, 6.207947087677553, 10.00881608936561, 0.16139075000000003, 13.040363328474996, 5.183430575067499, 6.346170157587494, 4.880880301779996, 6.791737816042428, 5.009306094892499, 6.491050633862528, 6.491050633862528, 6.549312694612468, 6.801655239702541, 3.228262033139999, 0.5000127900400013, 0.8800314815999855, 2.4404401508900264, 0.5937081520249876, 6.801655239702541, 6.8016552397025, 3.2282620331400267, 5.0093060948925086, 19.386533486062604, 7.033178378042521, 0.5000127900400013, 0.8387638668250474, 0.04126761477500002, 19.386533486062493, 0.17412448017500992, 5.009306094892499, 5.009306094892499, 5.471787428092512, 4.546824761692498, 9.890186396672497, 41.540288910699985, 0.8800314815999855, 2.4404401508899127, 14.025858955949998]","['PFL', 'PPS', 'ADK1', 'EX_for_e', 'FBP', 'FORt', 'GLUN', 'NADTRHD']","['SUCDi', 'TPI', 'FBA', 'FUM', 'ICL', 'MALS', 'MDH', 'ME1', 'PDH']","['PGI', 'PGK', 'PGL', 'PGM', 'PIt2r', 'ACONTa', 'ACONTb', 'ATPS4r', 'BIOMASS_Ecoli_core_w_GAM', 'RPE', 'CS', 'RPI', 'CYTBD', 'ENO', 'TALA', 'TKT1', 'TKT2', 'EX_glc__D_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'G6PDH2r', 'GAPD', 'GLCpts', 'GLUDy', 'GND', 'ICDHyr', 'NADH16', 'NH4t', 'O2t']",TPI,NADTRHD,325.65560853483134,1,47,30,-1.0,-80.60694808728793,e_coli_core,PSL,True,False,-9.37935004501003,0.0,7.47738196216028,4.95998494457467
5,"['PFL', 'PGI', 'PGK', 'PGL', 'PGM', 'PIt2r', 'ACONTa', 'ACONTb', 'PPS', 'ADK1', 'ATPS4r', 'BIOMASS_Ecoli_core_w_GAM', 'RPE', 'CS', 'RPI', 'CYTBD', 'ENO', 'SUCDi', 'TALA', 'TKT1', 'TKT2', 'TPI', 'EX_for_e', 'EX_glc__D_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'FBA', 'FBP', 'FORt', 'FUM', 'G6PDH2r', 'GAPD', 'GLCpts', 'GLUDy', 'GLUN', 'GND', 'ICDHyr', 'ICL', 'MALS', 'MDH', 'ME1', 'NADH16', 'NADTRHD', 'NH4t', 'O2t', 'PDH']","[3.228262033139999, -19.85346117235258, 7.033178378042521, 19.386533486062493, 6.791737816042428, -0.5937081520249876, -5.1834305750675185, -5.1834305750675185, 6.2079470876775, 6.207947087677553, 10.00881608936561, -0.16139075000000003, 13.040363328474996, -5.183430575067499, -6.346170157587494, 4.880880301779996, -6.791737816042428, -5.009306094892499, 6.491050633862528, 6.491050633862528, 6.549312694612468, -6.801655239702541, 3.228262033139999, 0.5000127900400013, 0.8800314815999855, -2.4404401508900264, 0.5937081520249876, -6.801655239702541, 6.8016552397025, -3.2282620331400267, -5.0093060948925086, 19.386533486062604, -7.033178378042521, -0.5000127900400013, 0.8387638668250474, 0.04126761477500002, 19.386533486062493, -0.17412448017500992, -5.009306094892499, -5.009306094892499, -5.471787428092512, -4.546824761692498, 9.890186396672497, 41.540288910699985, -0.8800314815999855, 2.4404401508899127, -14.025858955949998]","[3.228262033139999, 19.85346117235258, 7.033178378042521, 19.386533486062493, 6.791737816042428, 0.5937081520249876, 5.1834305750675185, 5.1834305750675185, 6.2079470876775, 6.207947087677553, 10.00881608936561, 0.16139075000000003, 13.040363328474996, 5.183430575067499, 6.346170157587494, 4.880880301779996, 6.791737816042428, 5.009306094892499, 6.491050633862528, 6.491050633862528, 6.549312694612468, 6.801655239702541, 3.228262033139999, 0.5000127900400013, 0.8800314815999855, 2.4404401508900264, 0.5937081520249876, 6.801655239702541, 6.8016552397025, 3.2282620331400267, 5.0093060948925086, 19.386533486062604, 7.033178378042521, 0.5000127900400013, 0.8387638668250474, 0.04126761477500002, 19.386533486062493, 0.17412448017500992, 5.009306094892499, 5.009306094892499, 5.471787428092512, 4.546824761692498, 9.890186396672497, 41.540288910699985, 0.8800314815999855, 2.4404401508899127, 14.025858955949998]","['PFL', 'PPS', 'ADK1', 'EX_for_e', 'FBP', 'FORt', 'GLUN', 'NADTRHD']","['SUCDi', 'TPI', 'FBA', 'FUM', 'ICL', 'MALS', 'MDH', 'ME1', 'PDH']","['PGI', 'PGK', 'PGL', 'PGM', 'PIt2r', 'ACONTa', 'ACONTb', 'ATPS4r', 'BIOMASS_Ecoli_core_w_GAM', 'RPE', 'CS', 'RPI', 'CYTBD', 'ENO', 'TALA', 'TKT1', 'TKT2', 'EX_glc__D_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'G6PDH2r', 'GAPD', 'GLCpts', 'GLUDy', 'GND', 'ICDHyr', 'NADH16', 'NH4t', 'O2t']",FBA,NADTRHD,325.65560853483134,1,47,30,-1.0,-80.60694808728793,e_coli_core,PSL,True,False,-9.37935004501003,0.0,0.0,4.95998494457467
6,"['GLUDy', 'GLUN', 'GLUSy']","[4.314762087645022, -4.314762087644981, 4.314762087645]","[4.314762087645022, 4.314762087644981, 4.314762087645]",['GLUSy'],"['GLUDy', 'GLUN']",[],GLUDy,GLUSy,12.94428626293498,1,3,0,-1.0,-4.3147620876450405,e_coli_core,PSL,True,False,-9.89503553349255,0.0,0.0,-4.76531919319746
7,"['PFK', 'PFL', 'PGI', 'PGK', 'PGL', 'ACALD', 'PGM', 'PIt2r', 'ALCD2x', 'ACKr', 'PPC', 'ACONTa', 'ACONTb', 'ACt2r', 'AKGDH', 'ATPS4r', 'PTAr', 'PYK', 'BIOMASS_Ecoli_core_w_GAM', 'CO2t', 'CS', 'RPI', 'CYTBD', 'ENO', 'ETOHt2r', 'SUCDi', 'SUCOAS', 'TALA', 'THD2', 'TKT1', 'TKT2', 'TPI', 'EX_ac_e', 'EX_co2_e', 'EX_etoh_e', 'EX_for_e', 'EX_h_e', 'EX_h2o_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'FBA', 'FORt', 'FUM', 'G6PDH2r', 'GAPD', 'GLNS', 'GLUDy', 'GND', 'H2Ot', 'ICDHyr', 'MDH', 'NADH16', 'NH4t', 'O2t', 'PDH']","[0.6308558263700004, 16.350293538655563, 0.5978245302400182, -1.4059032768899442, -0.5023179617399998, -5.791787998508312, -2.10286828409005, -1.713853724589967, -5.791787998508312, -5.091179973148428, -1.3350420619199999, -4.137408921356837, -4.137408921356837, -5.091179973148428, -3.63476483962676, -33.894964887411675, 5.091179973148428, 3.6797516128800005, -0.46588569999999996, 18.290230575619034, -4.13740892135676, 0.5023179617400046, -30.73652269405924, 2.10286828409005, -5.791787998508312, -3.63476483962676, 3.6347648396267687, -0.08409236884995153, -3.348722037663239, -0.08409236884995153, 0.08409236884995153, 0.6308558263700661, 5.091179973148439, -18.290230575619034, 5.7917879985083225, 16.350293538655563, 12.095806369804109, -27.475716367207497, 2.5403815449600415, 15.368261347029602, 1.713853724589967, 0.6308558263700661, -16.350293538655592, -3.6347648396267687, -0.5023179617400046, 1.4059032768899442, -0.11912697349, 2.421254571470058, -0.5023179617399998, 27.475716367207383, -4.137408921356723, -3.6347648396267687, -27.101757854432485, -2.5403815449600415, -15.368261347029602, -11.350780914815562]","[0.6308558263700004, 16.350293538655563, 0.5978245302400182, 1.4059032768899442, 0.5023179617399998, 5.791787998508312, 2.10286828409005, 1.713853724589967, 5.791787998508312, 5.091179973148428, 1.3350420619199999, 4.137408921356837, 4.137408921356837, 5.091179973148428, 3.63476483962676, 33.894964887411675, 5.091179973148428, 3.6797516128800005, 0.46588569999999996, 18.290230575619034, 4.13740892135676, 0.5023179617400046, 30.73652269405924, 2.10286828409005, 5.791787998508312, 3.63476483962676, 3.6347648396267687, 0.08409236884995153, 3.348722037663239, 0.08409236884995153, 0.08409236884995153, 0.6308558263700661, 5.091179973148439, 18.290230575619034, 5.7917879985083225, 16.350293538655563, 12.095806369804109, 27.475716367207497, 2.5403815449600415, 15.368261347029602, 1.713853724589967, 0.6308558263700661, 16.350293538655592, 3.6347648396267687, 0.5023179617400046, 1.4059032768899442, 0.11912697349, 2.421254571470058, 0.5023179617399998, 27.475716367207383, 4.137408921356723, 3.6347648396267687, 27.101757854432485, 2.5403815449600415, 15.368261347029602, 11.350780914815562]","['PPC', 'AKGDH', 'SUCOAS', 'EX_h2o_e', 'H2Ot', 'PDH']","['PFL', 'ACALD', 'ALCD2x', 'ETOHt2r', 'EX_etoh_e', 'EX_for_e', 'FORt']","['PFK', 'PGI', 'PGK', 'PGL', 'PGM', 'PIt2r', 'ACKr', 'ACONTa', 'ACONTb', 'ACt2r', 'ATPS4r', 'PTAr', 'PYK', 'BIOMASS_Ecoli_core_w_GAM', 'CO2t', 'CS', 'RPI', 'CYTBD', 'ENO', 'SUCDi', 'TALA', 'THD2', 'TKT1', 'TKT2', 'TPI', 'EX_ac_e', 'EX_co2_e', 'EX_h_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'FBA', 'FUM', 'G6PDH2r', 'GAPD', 'GLNS', 'GLUDy', 'GND', 'ICDHyr', 'MDH', 'NADH16', 'NH4t', 'O2t']",H2Ot,PFL,396.4021992677331,1,56,43,12.0,111.44153951528645,e_coli_core,PSL,True,False,-58.4587922508451,0.0,0.0,0.0
8,"['PFK', 'PFL', 'PGI', 'PGK', 'PGL', 'ACALD', 'PGM', 'PIt2r', 'ALCD2x', 'ACKr', 'PPC', 'ACONTa', 'ACONTb', 'ACt2r', 'AKGDH', 'ATPS4r', 'PTAr', 'PYK', 'BIOMASS_Ecoli_core_w_GAM', 'CO2t', 'CS', 'RPI', 'CYTBD', 'ENO', 'ETOHt2r', 'SUCDi', 'SUCOAS', 'TALA', 'THD2', 'TKT1', 'TKT2', 'TPI', 'EX_ac_e', 'EX_co2_e', 'EX_etoh_e', 'EX_for_e', 'EX_h_e', 'EX_h2o_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'FBA', 'FORt', 'FUM', 'G6PDH2r', 'GAPD', 'GLNS', 'GLUDy', 'GND', 'H2Ot', 'ICDHyr', 'ICL', 'MALS', 'MDH', 'NADH16', 'NH4t', 'O2t', 'PDH']","[0.6308558263700004, 10.8701607222135, 0.5978245302400182, -1.4059032768899442, -0.5023179617399998, -5.791787998508312, -2.1028682840899364, -1.713853724589967, -5.791787998508312, -6.711848172572218, -2.3790926167199995, -5.7580771207806265, -5.7580771207806265, -6.711848172572218, -6.299483593850548, -33.89496488741156, 6.711848172572218, 4.723802167680001, -0.46588569999999996, 16.051434158024563, -5.758077120780548, 0.5023179617400046, -31.739062675312404, 2.1028682840899364, -5.791787998508312, -5.255433039050548, 6.299483593850596, -0.08409236884995153, -0.684003283439452, -0.08409236884995153, 0.08409236884995153, 0.6308558263700661, 6.711848172572189, -16.051434158024563, 5.791787998508358, 10.8701607222135, 8.23634175278562, -25.23691994961291, 2.5403815449600415, 15.869531337656213, 1.713853724589967, 0.6308558263700661, -10.87016072221354, -5.255433039050558, -0.5023179617400046, 1.4059032768899442, -0.11912697349, 2.421254571470058, -0.5023179617399998, 25.23691994961291, -6.80212767558055, 1.0440505547999999, 1.0440505547999999, -4.211382484250635, -26.483629636261856, -2.5403815449600415, -15.869531337656213, -4.826597543573499]","[0.6308558263700004, 10.8701607222135, 0.5978245302400182, 1.4059032768899442, 0.5023179617399998, 5.791787998508312, 2.1028682840899364, 1.713853724589967, 5.791787998508312, 6.711848172572218, 2.3790926167199995, 5.7580771207806265, 5.7580771207806265, 6.711848172572218, 6.299483593850548, 33.89496488741156, 6.711848172572218, 4.723802167680001, 0.46588569999999996, 16.051434158024563, 5.758077120780548, 0.5023179617400046, 31.739062675312404, 2.1028682840899364, 5.791787998508312, 5.255433039050548, 6.299483593850596, 0.08409236884995153, 0.684003283439452, 0.08409236884995153, 0.08409236884995153, 0.6308558263700661, 6.711848172572189, 16.051434158024563, 5.791787998508358, 10.8701607222135, 8.23634175278562, 25.23691994961291, 2.5403815449600415, 15.869531337656213, 1.713853724589967, 0.6308558263700661, 10.87016072221354, 5.255433039050558, 0.5023179617400046, 1.4059032768899442, 0.11912697349, 2.421254571470058, 0.5023179617399998, 25.23691994961291, 6.80212767558055, 1.0440505547999999, 1.0440505547999999, 4.211382484250635, 26.483629636261856, 2.5403815449600415, 15.869531337656213, 4.826597543573499]","['PPC', 'AKGDH', 'SUCOAS', 'EX_h2o_e', 'H2Ot', 'PDH']","['ACALD', 'ALCD2x', 'ACKr', 'ACt2r', 'PTAr', 'ETOHt2r', 'EX_ac_e', 'EX_etoh_e', 'ICL', 'MALS']","['PFK', 'PFL', 'PGI', 'PGK', 'PGL', 'PGM', 'PIt2r', 'ACONTa', 'ACONTb', 'ATPS4r', 'PYK', 'BIOMASS_Ecoli_core_w_GAM', 'CO2t', 'CS', 'RPI', 'CYTBD', 'ENO', 'SUCDi', 'TALA', 'THD2', 'TKT1', 'TKT2', 'TPI', 'EX_co2_e', 'EX_for_e', 'EX_h_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'FBA', 'FORt', 'FUM', 'G6PDH2r', 'GAPD', 'GLNS', 'GLUDy', 'GND', 'ICDHyr', 'MDH', 'NADH16', 'NH4t', 'O2t']",H2Ot,ACALD,386.6781900711898,1,58,42,10.0,121.23322287273008,e_coli_core,PSL,True,True,-58.4587922508451,-19.335885584075,0.0,0.0
9,"['PFK', 'PFL', 'PGI', 'PGK', 'PGL', 'ACALD', 'PGM', 'PIt2r', 'ALCD2x', 'ACKr', 'PPC', 'ACONTa', 'ACONTb', 'ACt2r', 'AKGDH', 'ATPS4r', 'PTAr', 'PYK', 'BIOMASS_Ecoli_core_w_GAM', 'CO2t', 'CS', 'RPI', 'CYTBD', 'ENO', 'ETOHt2r', 'SUCDi', 'SUCOAS', 'TALA', 'THD2', 'TKT1', 'TKT2', 'TPI', 'EX_ac_e', 'EX_co2_e', 'EX_etoh_e', 'EX_for_e', 'EX_h_e', 'EX_h2o_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'FBA', 'FORt', 'FUM', 'G6PDH2r', 'GAPD', 'GLNS', 'GLUDy', 'GND', 'H2Ot', 'ICDHyr', 'MDH', 'NADH16', 'NH4t', 'O2t', 'PDH']","[0.6308558263700004, 11.218177573813497, 0.5978245302400182, -1.4059032768899442, -0.5023179617399998, -5.791787998508312, -2.1028682840899364, -1.713853724589967, -5.791787998508312, -6.711848172572218, -1.3350420619199994, -5.7580771207806265, -5.7580771207806265, -6.711848172572218, -5.255433039050546, -33.89496488741156, 6.711848172572218, 3.6797516128800023, -0.46588569999999996, 16.399451009624613, -5.758077120780547, 0.5023179617400046, -32.0870795269124, 2.1028682840899364, -5.791787998508312, -5.255433039050546, 5.255433039050558, -0.08409236884995153, -1.728053838239454, -0.08409236884995153, 0.08409236884995153, 0.6308558263700661, 6.711848172572189, -16.399451009624613, 5.791787998508358, 11.218177573813497, 8.58435860438567, -25.58493680121296, 2.5403815449600415, 16.043539763456124, 1.713853724589967, 0.6308558263700661, -11.218177573813591, -5.255433039050558, -0.5023179617400046, 1.4059032768899442, -0.11912697349, 2.421254571470058, -0.5023179617399998, 25.58493680121296, -5.758077120780513, -5.255433039050558, -26.83164648786185, -2.5403815449600415, -16.043539763456124, -6.218664949973494]","[0.6308558263700004, 11.218177573813497, 0.5978245302400182, 1.4059032768899442, 0.5023179617399998, 5.791787998508312, 2.1028682840899364, 1.713853724589967, 5.791787998508312, 6.711848172572218, 1.3350420619199994, 5.7580771207806265, 5.7580771207806265, 6.711848172572218, 5.255433039050546, 33.89496488741156, 6.711848172572218, 3.6797516128800023, 0.46588569999999996, 16.399451009624613, 5.758077120780547, 0.5023179617400046, 32.0870795269124, 2.1028682840899364, 5.791787998508312, 5.255433039050546, 5.255433039050558, 0.08409236884995153, 1.728053838239454, 0.08409236884995153, 0.08409236884995153, 0.6308558263700661, 6.711848172572189, 16.399451009624613, 5.791787998508358, 11.218177573813497, 8.58435860438567, 25.58493680121296, 2.5403815449600415, 16.043539763456124, 1.713853724589967, 0.6308558263700661, 11.218177573813591, 5.255433039050558, 0.5023179617400046, 1.4059032768899442, 0.11912697349, 2.421254571470058, 0.5023179617399998, 25.58493680121296, 5.758077120780513, 5.255433039050558, 26.83164648786185, 2.5403815449600415, 16.043539763456124, 6.218664949973494]","['PPC', 'AKGDH', 'SUCOAS', 'EX_h2o_e', 'H2Ot', 'PDH']","['ACALD', 'ALCD2x', 'ACKr', 'ACt2r', 'PTAr', 'ETOHt2r', 'EX_ac_e', 'EX_etoh_e']","['PFK', 'PFL', 'PGI', 'PGK', 'PGL', 'PGM', 'PIt2r', 'ACONTa', 'ACONTb', 'ATPS4r', 'PYK', 'BIOMASS_Ecoli_core_w_GAM', 'CO2t', 'CS', 'RPI', 'CYTBD', 'ENO', 'SUCDi', 'TALA', 'THD2', 'TKT1', 'TKT2', 'TPI', 'EX_co2_e', 'EX_for_e', 'EX_h_e', 'EX_nh4_e', 'EX_o2_e', 'EX_pi_e', 'FBA', 'FORt', 'FUM', 'G6PDH2r', 'GAPD', 'GLNS', 'GLUDy', 'GND', 'ICDHyr', 'MDH', 'NADH16', 'NH4t', 'O2t']",H2Ot,ALCD2x,386.67819007118976,1,56,42,12.0,125.75744194352998,e_coli_core,PSL,True,True,-58.4587922508451,-19.335885584075,0.0,0.0
