Rxn_1,Rxn_1_Min,Rxn_1_Max,Rxn_2,Rxn_2_Min,Rxn_2_Max,v1,v2
3HAD180,0.00204520334715248,0.00209327232893995,ACOAD8f,-0.00207675546043254,1.46987779336129e-05,0.00207857642430922,0
3HAD180,0.00204520334715248,0.00209327232893995,AACPS6,0,5.87951140734055e-05,0.00207857642430922,0
3HAD180,0.00204520334715248,0.00209327232893995,FACOAE180,0,3.3370198647415e-05,0.00207857642430922,0
3HAD180,0.00204520334715248,0.00209327232893995,FACOAL181t2pp,0,3.33702008674663e-05,0.00207857642430922,0
3HAD180,0.00204520334715248,0.00209327232893995,CTECOAI8,0,3.3370203015877e-05,0.00207857642430922,0
3OAR120,0.0982673902231185,0.0983140367398558,AACPS7,0,7.71685879367157e-05,0.0983008963590211,0
3OAR120,0.0982673902231185,0.0983140367398558,ECOAH6,-2.62701545671149e-05,0,0.0983008963590211,0
3OAR120,0.0982673902231185,0.0983140367398558,FACOAE120,0,3.33702033780507e-05,0.0983008963590211,0
3OAR120,0.0982673902231185,0.0983140367398558,HACD6i,0,2.62701545671149e-05,0.0983008963590211,0
3OAR120,0.0982673902231185,0.0983140367398558,ACACT9,0,2.62701545671149e-05,0.0983008963590211,0
3OAR160,0.0810309982481928,0.081079067227947,AACPS3,0,7.71685877131445e-05,0.0810644805480596,0
3OAR160,0.0810309982481928,0.081079067227947,FACOAE160,0,3.33702018134674e-05,0.0810644805480596,0
3OAR180,0.00204520334715248,0.00209327232893995,ACOAD8f,-0.00207675546043254,1.46987779336129e-05,0.00207857642430922,0
3OAR180,0.00204520334715248,0.00209327232893995,AACPS6,0,5.87951140734055e-05,0.00207857642430922,0
3OAR180,0.00204520334715248,0.00209327232893995,FACOAE180,0,3.3370198647415e-05,0.00207857642430922,0
3OAR180,0.00204520334715248,0.00209327232893995,FACOAL181t2pp,0,3.33702008674663e-05,0.00207857642430922,0
3OAR180,0.00204520334715248,0.00209327232893995,CTECOAI8,0,3.3370203015877e-05,0.00207857642430922,0
3OAS120,0.0982673902231185,0.0983140367398558,AACPS7,0,7.71685879367157e-05,0.0983008963590211,0
3OAS120,0.0982673902231185,0.0983140367398558,ECOAH6,-2.62701545671149e-05,0,0.0983008963590211,0
3OAS120,0.0982673902231185,0.0983140367398558,FACOAE120,0,3.33702033780507e-05,0.0983008963590211,0
3OAS120,0.0982673902231185,0.0983140367398558,HACD6i,0,2.62701545671149e-05,0.0983008963590211,0
3OAS120,0.0982673902231185,0.0983140367398558,ACACT9,0,2.62701545671149e-05,0.0983008963590211,0
3OAS160,0.0810309982481928,0.081079067227947,AACPS3,0,7.71685877131445e-05,0.0810644805480596,0
3OAS160,0.0810309982481928,0.081079067227947,FACOAE160,0,3.33702018134674e-05,0.0810644805480596,0
3OAS180,0.00204520334715248,0.00209327232893995,ACOAD8f,-0.00207675546043254,1.46987779336129e-05,0.00207857642430922,0
3OAS180,0.00204520334715248,0.00209327232893995,AACPS6,0,5.87951140734055e-05,0.00207857642430922,0
3OAS180,0.00204520334715248,0.00209327232893995,FACOAE180,0,3.3370198647415e-05,0.00207857642430922,0
3OAS180,0.00204520334715248,0.00209327232893995,FACOAL181t2pp,0,3.33702008674663e-05,0.00207857642430922,0
3OAS180,0.00204520334715248,0.00209327232893995,CTECOAI8,0,3.3370203015877e-05,0.00207857642430922,0
3HAD120,0.0982673902231185,0.0983140367398558,AACPS7,0,7.71685879367157e-05,0.0983008963590211,0
3HAD120,0.0982673902231185,0.0983140367398558,ECOAH6,-2.62701545671149e-05,0,0.0983008963590211,0
3HAD120,0.0982673902231185,0.0983140367398558,FACOAE120,0,3.33702033780507e-05,0.0983008963590211,0
3HAD120,0.0982673902231185,0.0983140367398558,HACD6i,0,2.62701545671149e-05,0.0983008963590211,0
3HAD120,0.0982673902231185,0.0983140367398558,ACACT9,0,2.62701545671149e-05,0.0983008963590211,0
3HAD140,0.0960287426214445,0.09607538913693,AACPS1,0,7.7168591919391e-05,0.096062245658357,0
3HAD140,0.0960287426214445,0.09607538913693,FACOAE140,0,3.337020079957e-05,0.096062245658357,0
3HAD160,0.0810309982481928,0.081079067227947,AACPS3,0,7.71685877131445e-05,0.0810644805480596,0
3HAD160,0.0810309982481928,0.081079067227947,FACOAE160,0,3.33702018134674e-05,0.0810644805480596,0
ADK1,0,1000,ADK3,-999.001839355644,0.998314981537622,0.998162024640289,0
ASNS2,0.130145465758895,0.130376971524208,ASNS1,0,0.000154337168492807,0.130299983119186,0
DHORD2,0,0.181176864220767,DHORD5,0,0.181176864220269,0.181169676810113,0
EAR121x,0.00665765875264315,0.00730837762692873,EAR121y,0,0.00061734867661789,0.00727501748508228,0
EAR141x,0.00665765871333592,0.00730837762800225,EAR141y,0,0.000617348671093421,0.00727501748508228,0
DKMPPD3,0.00330073466632363,0.00334483562718648,DKMPPD,0,4.4096336811635e-05,0.00334483562532518,0
EAR161x,0.00665765875397675,0.00730837762841113,EAR161y,0,0.000617348725395317,0.00727501748508228,0
EAR181x,0.00250051156868469,0.00315123052366636,EAR181y,0,0.000617348758169101,0.00311786463646383,0
EAR40x,0.10495841921879,0.105580590887516,EAR40y,0,0.000617348791786654,0.105575913844103,0
EAR60x,0.10495841912507,0.105580590887835,EAR60y,0,0.0006173487130825,0.105575913844103,0
EAR80x,0.104958419098807,0.105580590887835,EAR80y,0,0.000617348744923252,0.105575913844103,0
FORtppi,0.410029659401631,0.410735200785674,GART,0,0.000154337188604359,0.410118419193337,0
G5SD,0.122634886654516,0.122912693585724,NACODA,0,0.000154337188789697,0.122789393639348,0
FUM,3.36838522130892,3.36900257001044,SUCCt3pp,0,0.000205782878050324,3.36849675517955,0
GARFT,0.214484901580286,0.214647695601556,GART,0,0.000154337188604359,0.214639535578115,0
GLCtex_copy1,-995.000006430715,5,GLCtex_copy2,0,1000,5,0
GLYCtpp,-0.000387260879588944,-0.00032011418554178,GLYCtex,-1.10240856366861e-05,0,-0.000331138726907193,0
GLU5K,0.122634886654516,0.122912693585724,NACODA,0,0.000154337188789697,0.122789393639348,0
GLUDy,-4.09232736957496,-4.09155568372047,GLUSy,0,0.000154337177884172,-4.09171567902878,0
