table_new



3HAD181,3OAR181,3OAS181,EAR181x
3HAD181,3OAR181,3OAS181,ACOAD7f





AACPS1
ACOATA



3HAD181,3OAR181,3OAS181,EAR181x
3HAD181,3OAR181,3OAS181,ACOAD7f





AACPS1
ACOATA



3HAD181,3OAR181,3OAS181,EAR181x
3HAD181,3OAR181,3OAS181,ACOAD7f





3OAR140,3OAS140,ACOATA
3OAR140,3OAS140,ACOAD6f,ACOATA,AACPS7
AACPS1
ACOATA
NDPK1







SO3R
SO3R
SO3R
2AGPE160tipp,ACt2rpp,AGM4PApp,ANHGMtex,AACPS1,ETHAAL,EX_anhgm_e,FACOAL160t2pp,GARFT,GPDDA2,MLTGY1pp,MTHFC,MTHFD,PLIPA1E160pp
ACGK,ACGS,AGPR

ADNK1,AGM4PApp,DKMPPD3,ETHAAL,FTHFD,GLYCtpp,GTHRDHpp,GPDDA2,LPLIPAL1E160pp,LPLIPAL1G180pp,MLTGY1pp,NTD2,PLIPA2E160pp,PLIPA2G180pp,OCDCEAt2pp,TTDCAt2pp

ACALD,GPDDA4
ACGK,ACGS,AGPR


ACOAD7f,ACOAD8f,ADNK1,AGM4PApp,DKMPPD3,ETHAAL,GLYCtpp,GTHRDHpp,GPDDA2,LPLIPAL1E160pp,LPLIPAL1G140pp,MLTGY1pp,NTD2,PLIPA2E160pp,PLIPA2G140pp
ADK1
ADNK1,AGM4PApp,AACPS3,GARFT,GHMT2r,MLTGY1pp,PA161abcpp,PA181abcpp,PAPA161pp,PAPA181pp,PGCD,PSERT,PSP_L,SERAT
ADNK1,AGM4PApp,AACPS3,GARFT,GHMT2r,MLTGY1pp,PA161abcpp,PA181abcpp,PAPA161pp,PAPA181pp,PGCD,PSERT,PSP_L,SERAT



CLPNS140pp,GLYCtpp,PGSA140
CLPNS160pp,GLYCtpp,PGSA160
CLPNS161pp
CLPNS180pp,GLYCtpp,PGPP180,PGSA180
CLPNS181pp








GLYCtpp
AKGDH,EDTXS1,EDTXS2,ETHAAL,FACOAE161,FACOAL161t2pp,GLYCtpp,GPDDA2,CTECOAI7

LPLIPAL1A181pp,PLIPA2A181pp
AKGDH,AACPS7,EDTXS1,EDTXS2,GLYC3Pt6pp,GLYCtpp,PA181abcpp
PAPA161pp



DALAt2pp
DALAt2pp
ACOAD7f,DHBS,ETHAAL,DALAt2pp,FACOAE160,FACOAE161,CTECOAI7,SERASr
ACOAD7f,DHBS,ETHAAL,DALAt2pp,FACOAE160,FACOAE161,CTECOAI7,SERASr






3PEPTabcpp,DALAt2pp
3PEPTabcpp,DALAt2pp
AGM4PApp,AACPS3,DHBS,ETHAAL,DALAt2pp,SERASr
AGM4PApp,AACPS3,DHBS,ETHAAL,DALAt2pp,SERASr
PG161abcpp
PG161abcpp




